UTTERANCE	CUI	PT	ST	SOURCES
"METHOTREXATE MERCK 50 MG/2 ML"	C1123317	Methotrexate 50 MG/ML	[u'clnd']	[u'RXNORM']
"HUMULIN LENTE"	C0306369	Humulin L	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"RADIUM-233 DICHLORIDE"	C0034625	Radium	[u'elii', u'phsu']	[u'RXNORM']
"ZOLOFT(SERTRALINE HYDROCHLORIDE)"	C0284660	Zoloft	[u'orch', u'phsu']	[u'RXNORM']
"ZOLOFT(SERTRALINE HYDROCHLORIDE)"	C0600526	Sertraline Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"APTIVUS/RITONAVIR CAPSULES (ALL OTHER THERAPEUTIC PRODUCTS)"	C1247865	Ritonavir Oral Capsule	[u'clnd']	[u'RXNORM']
"APTIVUS/RITONAVIR CAPSULES (ALL OTHER THERAPEUTIC PRODUCTS)"	C1612190	Aptivus	[u'orch', u'phsu']	[u'RXNORM']
"OXYCODONE HYDROCHLORIDE/APAP UNKNOWN STRENGTH + FORMULATION (WATSON)"	C0282274	Oxycodone Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"OXYCODONE HYDROCHLORIDE/APAP UNKNOWN STRENGTH + FORMULATION (WATSON)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LYCINE"	C0005304	Betaine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CULTURELLE FOR KIDS                /03562201/"	C1831755	Culturelle	[u'bact']	[u'RXNORM']
"DOCUSATE SODIUM /SENNOSIDE"	C3489575	sennosides, USP	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DOCUSATE SODIUM /SENNOSIDE"	C0243237	Docusate Sodium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DARVOCET (DEXTROPROPOXYPHENE/PARACETAMOL)"	C1514497	Darvocet	[u'orch', u'phsu']	[u'RXNORM']
"DARVOCET (DEXTROPROPOXYPHENE/PARACETAMOL)"	C1384520	Acetaminophen / Propoxyphene	[u'phsu']	[u'RXNORM']
"VITEX AGNUS CASTUS"	C0872889	chaste berry extract	[u'orch', u'phsu']	[u'RXNORM']
"CORTICOSTEROIDS NOS (CORTICOSTEROID NOS)"	C3539185	Corticosteroid nasal preparations for topical use	[u'orch', u'phsu']	[u'ATC']
"CORTICOSTEROIDS NOS (CORTICOSTEROID NOS)"	C3540725	Corticosteroid otologicals	[u'orch', u'phsu']	[u'ATC']
"CORTICOSTEROIDS NOS (CORTICOSTEROID NOS)"	C3540726	Corticosteroid ophthalmologic and otologic preparations	[u'orch', u'phsu']	[u'ATC']
"CORTICOSTEROIDS NOS (CORTICOSTEROID NOS)"	C3540727	Corticosteroids, topical for treatment of hemorrhoids and anal fissures	[u'orch', u'phsu']	[u'ATC']
"DHE [DIHYDROERGOTAMINE MESILATE]"	C0058031	Dihematoporphyrin Ether	[u'orch', u'phsu']	[u'RXNORM']
"DHE [DIHYDROERGOTAMINE MESILATE]"	C0700532	Dihydroergotamine Mesylate	[u'orch', u'phsu']	[u'RXNORM']
"GAMMA GLOBULIN [IMMUNOGLOBULIN]"	C0085297	Immunoglobulins, Intravenous	[u'aapp', u'imft', u'phsu']	[u'RXNORM']
"GAMMA GLOBULIN [IMMUNOGLOBULIN]"	C0021027	Immunoglobulins	[u'aapp', u'imft']	[u'ATC']
"VITAMIN E NATURAL"	C0042874	Vitamin E	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"JAMP K CITRATE"	C0376259	Citrate	[u'orch', u'phsu']	[u'RXNORM']
"JAMP K CITRATE"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"SAW PALMETTO COMPLEX"	C0771607	Saw palmetto extract	[u'orch', u'phsu']	[u'RXNORM']
"SAW PALMETTO COMPLEX"	C4082853	Serenoa repens whole extract	[u'orch', u'phsu']	[u'RXNORM']
"INSECTS (WHOLE BODY), ANT, FIRE SOLENOPSIS INVICTA"	C0981916	insect allergenic extract	[u'aapp', u'imft', u'irda']	[u'ATC']
"INSECTS (WHOLE BODY), ANT, FIRE SOLENOPSIS INVICTA"	C2723754	red imported fire ant allergenic extract	[u'imft', u'irda', u'phsu']	[u'RXNORM']
"AMLODIPINE OROTATE"	C0051696	Amlodipine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BECOSULES CAPSULE"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"TOPICAL STEROID CREAMS"	C0991551	Topical Cream	[u'bodm']	[u'RXNORM']
"PARACETAMOL CINFA"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VITAMIN C WITH D"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"SOMNOL TAB"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"VAPORUB, FORM/VERSION UNKNOWN(CAMPHOR 129-150 MG, CEDAR LEAF OIL UNKNO"	C0078045	Vaporub	[u'orch', u'phsu']	[u'RXNORM']
"VAPORUB, FORM/VERSION UNKNOWN(CAMPHOR 129-150 MG, CEDAR LEAF OIL UNKNO"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"VAPORUB, FORM/VERSION UNKNOWN(CAMPHOR 129-150 MG, CEDAR LEAF OIL UNKNO"	C0006809	Camphor	[u'orch', u'phsu']	[u'RXNORM']
"VAPORUB, FORM/VERSION UNKNOWN(CAMPHOR 129-150 MG, CEDAR LEAF OIL UNKNO"	C0304100	cedar leaf oil	[u'orch', u'phsu']	[u'RXNORM']
"LEVONORGESTREL/EE TABLETS USP, 0.15 MG/0.03 MG"	C1246650	Levonorgestrel Oral Tablet	[u'clnd']	[u'RXNORM']
"LEVONORGESTREL/EE TABLETS USP, 0.15 MG/0.03 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"SECTRAL LP"	C0036543	Sectral	[u'orch', u'phsu']	[u'RXNORM']
"PYRINAZIN (PARACETAMOL)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DIRECT ACTING ANTIVIRALS"	C3653501	DIRECT ACTING ANTIVIRALS	[u'phsu']	[u'ATC']
"CRANBERRY [ASCORBIC ACID;VACCINIUM SPP.]"	C0453273	Cranberry preparation	[u'orch', u'phsu']	[u'RXNORM']
"CRANBERRY [ASCORBIC ACID;VACCINIUM SPP.]"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ACIDEX [CALCIUM CARBONATE,SODIUM ALGINATE,SODIUM BICARBONATE]"	C0006681	Calcium Carbonate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"ACIDEX [CALCIUM CARBONATE,SODIUM ALGINATE,SODIUM BICARBONATE]"	C0142791	Sodium alginate	[u'orch', u'phsu']	[u'RXNORM']
"ACIDEX [CALCIUM CARBONATE,SODIUM ALGINATE,SODIUM BICARBONATE]"	C0074722	Sodium Bicarbonate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALAVERT ALLERGY + SINUS D-12"	C1170027	Alavert	[u'orch', u'phsu']	[u'RXNORM']
"TAGAMET DUAL ACTION"	C0592157	Tagamet	[u'orch', u'phsu']	[u'RXNORM']
"HCTZ 25MG"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SALBUTAMOL (CON.)"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ESTROGEN ()"	C0014939	Estrogens	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"PHENOBARBITAL AND BELLADONNA"	C0031412	Phenobarbital	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PHENOBARBITAL AND BELLADONNA"	C0301370	belladonna extract, USP	[u'orch', u'phsu']	[u'RXNORM']
"FLOMOX (CEFCAPENE PIVOXIL HYDROCHLORIDE) TABLET"	C2699134	cefcapene	[u'antb', u'orch']	[u'ATC']
"FLOMOX (CEFCAPENE PIVOXIL HYDROCHLORIDE) TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ALENDRONIC ACID/COLECALCIFEROL"	C0008318	Cholecalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ALENDRONIC ACID/COLECALCIFEROL"	C0771311	Alendronic acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TROXYCA ER"	C4282511	Troxyca	[u'orch', u'phsu']	[u'RXNORM']
"FE SO4"	C3848561	ferric cation	[u'elii', u'phsu']	[u'RXNORM']
"SYNTHETIC THYROID"	C3540038	THYROID DIAGNOSTIC RADIOPHARMACEUTICALS	[u'irda']	[u'ATC']
"COMPAZINE SPANSULE"	C0701017	Compazine	[u'orch', u'phsu']	[u'RXNORM']
"EXCEDRIN OTC"	C0720328	Excedrin	[u'orch', u'phsu']	[u'RXNORM']
"ACETAMINOPHEN AND CAFFEINE AND PROPOXYPHENE HYDROCHLORIDE"	C1384520	Acetaminophen / Propoxyphene	[u'phsu']	[u'RXNORM']
"ACETAMINOPHEN AND CAFFEINE AND PROPOXYPHENE HYDROCHLORIDE"	C0006644	Caffeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LAMIVUDINE + ADEFOVIR DIPIVOXIL"	C0540694	adefovir dipivoxil	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LAMIVUDINE + ADEFOVIR DIPIVOXIL"	C0209738	Lamivudine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DICLOFENAC SODIUM/ MISOPROSTOL"	C0717703	Diclofenac / Misoprostol	[u'phsu']	[u'RXNORM']
"DICLOFENAC SODIUM/ MISOPROSTOL"	C0700583	Diclofenac Sodium	[u'orch', u'phsu']	[u'RXNORM']
"IPRATR-ALBUTEROL"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LENOLTEC W/ CODEINE"	C0009214	Codeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LUMIGAN SOL"	C0939372	Lumigan	[u'orch', u'phsu']	[u'RXNORM']
"BIOFENAC                           /00372302/"	C0592551	Preservex	[u'orch', u'phsu']	[u'RXNORM']
"ROBITUSSIN W/CODEINE"	C0717642	Codeine / Guaifenesin	[u'phsu']	[u'RXNORM']
"DEXAMET//DEXAMETHASONE"	C0011777	Dexamethasone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FISH OIL NATURE MADE (FISH OIL)"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"FISH OIL NATURE MADE (FISH OIL)"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"POLLENS - TREES, COTTONWOOD, COMMON POPULUS DELTOIDES"	C0795585	Bee pollen	[u'orch', u'phsu']	[u'RXNORM']
"DROSPIRENONA+ETINILESTRADIOL"	C0015011	Ethinyl Estradiol	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DROSPIRENONA+ETINILESTRADIOL"	C0043822	drospirenone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"OXYGEN W/SODIUM CHLORIDE"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"OXYGEN W/SODIUM CHLORIDE"	C0030054	Oxygen	[u'bacs', u'elii', u'phsu']	[u'RXNORM', u'ATC']
"COOL MINT LISTERINE POCKETMIST (NO ACTIVE INGREDIENT)"	C0065081	Listerine	[u'orch', u'phsu']	[u'RXNORM']
"COOL MINT LISTERINE POCKETMIST (NO ACTIVE INGREDIENT)"	C1576800	Mint extract	[u'orch', u'phsu']	[u'RXNORM']
"COOL MINT LISTERINE POCKETMIST (NO ACTIVE INGREDIENT)"	C0028128	Nitric Oxide	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
