UTTERANCE	CUI	PT	ST	SOURCES
"SODIUM CROMOGLICATE   (CROMOGLICATE SODIUM)"	C0012694	Cromolyn Sodium	[u'orch', u'phsu']	[u'RXNORM']
"SODIUM CROMOGLICATE   (CROMOGLICATE SODIUM)"	C0012694	Cromolyn Sodium	[u'orch', u'phsu']	[u'RXNORM']
"DEXTROSE 5% NA K2"	C0985452	Glucose 50 MG/ML	[u'clnd']	[u'RXNORM']
"DEXTROSE 5% NA K2"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"DORZOLAMIDA/TIMOLOL"	C0040233	Timolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DORZOLAMIDA/TIMOLOL"	C0165590	dorzolamide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"UPDRAFT WITH ALBUTEROL"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LIV 52 [ACHILLEA MILLEFOLIUM;AYURVEDIC PREPARATION NOS;CAPPARIS SPINOS"	C3255837	Achillea millefolium extract	[u'orch', u'phsu']	[u'RXNORM']
"OLANZAPIN MEPHA"	C0171023	olanzapine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CETUXIMAB 250MG/M2 BRISTOL-MEYER SQUIBB"	C0995188	cetuximab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"ALOE VERA LEAF"	C2825121	aloe vera leaf extract	[u'orch', u'phsu']	[u'RXNORM']
"TRIAMTERENE-IICTZ"	C0040869	Triamterene	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"IRINOTECAN  20 MG/ML  COMMERCIALLY AVAILABLE"	C0123931	irinotecan	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"IRINOTECAN  20 MG/ML  COMMERCIALLY AVAILABLE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"ADORA CALCIUM SUPPLEMENT"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"TAMIFLU OSELTAMIVIR  ROCHE ORAL SUSPENSION 12 MG/ML 25 ML X 2 GLASS BO"	C1126042	Oseltamivir 12 MG/ML	[u'clnd']	[u'RXNORM']
"TAMIFLU OSELTAMIVIR  ROCHE ORAL SUSPENSION 12 MG/ML 25 ML X 2 GLASS BO"	C0038960	Suspensions	[u'bodm']	[u'RXNORM']
"TAMIFLU OSELTAMIVIR  ROCHE ORAL SUSPENSION 12 MG/ML 25 ML X 2 GLASS BO"	C0876173	Tamiflu	[u'orch', u'phsu']	[u'RXNORM']
"TAMIFLU OSELTAMIVIR  ROCHE ORAL SUSPENSION 12 MG/ML 25 ML X 2 GLASS BO"	C0074759	sodium polymetaphosphate	[u'inch', u'irda']	[u'RXNORM']
"LIBRAX /00033301/ (CLIDINIUM BROMIDE, CHLORDIAZEPOXIDE HYDROCHLORIDE)"	C0064956	Librax	[u'orch', u'phsu']	[u'RXNORM']
"LIBRAX /00033301/ (CLIDINIUM BROMIDE, CHLORDIAZEPOXIDE HYDROCHLORIDE)"	C0110059	Clidinium bromide	[u'orch', u'phsu']	[u'RXNORM']
"LIBRAX /00033301/ (CLIDINIUM BROMIDE, CHLORDIAZEPOXIDE HYDROCHLORIDE)"	C0700528	Chlordiazepoxide Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"CAL-D-VITA [CALCIUM,COLECALCIFEROL]"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CAL-D-VITA [CALCIUM,COLECALCIFEROL]"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"CAL-D-VITA [CALCIUM,COLECALCIFEROL]"	C0008318	Cholecalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"OESTRO-PROGESTATIVE PILL"	C0994475	Pills	[u'bodm']	[u'RXNORM']
"SENNA LEAF CASCARA PHSYSILLUM COMBO"	C0773826	Senna Leaves	[u'orch', u'phsu']	[u'RXNORM']
"SENNA LEAF CASCARA PHSYSILLUM COMBO"	C0205704	Cascara sagrada	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SENNA LEAF CASCARA PHSYSILLUM COMBO"	C3486388	Frangula purshiana bark extract	[u'orch', u'phsu']	[u'RXNORM']
"METOPROLOL TARTRATE (METOPROLOL TARTRATE) (TABLETS)?"	C0700548	Metoprolol Tartrate	[u'orch', u'phsu']	[u'RXNORM']
"METOPROLOL TARTRATE (METOPROLOL TARTRATE) (TABLETS)?"	C0700548	Metoprolol Tartrate	[u'orch', u'phsu']	[u'RXNORM']
"METOPROLOL TARTRATE (METOPROLOL TARTRATE) (TABLETS)?"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"FLU NG"	C0017887	Nitroglycerin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PREDNISOLON                        /00016203/"	C0032950	prednisolone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SPIRIVA (TIOTROPIUIM BROMIDE) (CAPSULES)"	C0905678	Spiriva	[u'orch', u'phsu']	[u'RXNORM']
"SPIRIVA (TIOTROPIUIM BROMIDE) (CAPSULES)"	C0006222	Bromides	[u'inch']	[u'ATC']
"SPIRIVA (TIOTROPIUIM BROMIDE) (CAPSULES)"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"CORISTINA D (ACETYLSALICYLIC ACID, CAFFEINE, CHLORPHENAMINE MALEATE, P"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CORISTINA D (ACETYLSALICYLIC ACID, CAFFEINE, CHLORPHENAMINE MALEATE, P"	C0006644	Caffeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CORISTINA D (ACETYLSALICYLIC ACID, CAFFEINE, CHLORPHENAMINE MALEATE, P"	C0546857	Chlorpheniramine Maleate	[u'orch', u'phsu']	[u'RXNORM']
"ALEMTUZUMAB (ALEMTUZUMAB) (0.3 MILLIGRAM (S)/ KILOGRAM)"	C0383429	alemtuzumab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"ALEMTUZUMAB (ALEMTUZUMAB) (0.3 MILLIGRAM (S)/ KILOGRAM)"	C0383429	alemtuzumab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"TYLENOL EX-STR 500 MG GELTAB"	C0982958	Acetaminophen 500 MG	[u'clnd']	[u'RXNORM']
"BETAMETHASONE SODIUM PHOSPHATE AND BETAMETHASONE DIPROPIONATE"	C0700603	betamethasone sodium phosphate	[u'orch', u'phsu']	[u'RXNORM']
"BETAMETHASONE SODIUM PHOSPHATE AND BETAMETHASONE DIPROPIONATE"	C0719963	Diprosone	[u'orch', u'phsu']	[u'RXNORM']
"MS CONTIN 30 MG BY PURDUE PHARMA"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"MS CONTIN 30 MG BY PURDUE PHARMA"	C0700786	MS Contin	[u'orch', u'phsu']	[u'RXNORM']
"DILTIAZEM CD (DILTIAZME HYDROCHLORIDE)"	C0034283	Pyrimethamine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DILTIAZEM CD (DILTIAZME HYDROCHLORIDE)"	C0012373	Diltiazem	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AMITRIPTYLINE\BACLOFEN\BUPIVACAINE\DICLOFENAC\GABAPENTIN\KETAMINE"	C0022614	Ketamine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AMITRIPTYLINE\BACLOFEN\BUPIVACAINE\DICLOFENAC\GABAPENTIN\KETAMINE"	C0002600	Amitriptyline	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AMITRIPTYLINE\BACLOFEN\BUPIVACAINE\DICLOFENAC\GABAPENTIN\KETAMINE"	C0004609	Baclofen	[u'aapp', u'phsu']	[u'RXNORM', u'ATC']
"AMITRIPTYLINE\BACLOFEN\BUPIVACAINE\DICLOFENAC\GABAPENTIN\KETAMINE"	C0006400	Bupivacaine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AMITRIPTYLINE\BACLOFEN\BUPIVACAINE\DICLOFENAC\GABAPENTIN\KETAMINE"	C0012091	Diclofenac	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AMITRIPTYLINE\BACLOFEN\BUPIVACAINE\DICLOFENAC\GABAPENTIN\KETAMINE"	C0060926	gabapentin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CALCIUN +D (CALCIUM D3)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUN +D (CALCIUM D3)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"THERAFLU SEVERE COLD  (PHENIRAMINE MALEAT, PHENYLEPHRINE HYDROCHLORIDE"	C0031408	Pheniramine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"THERAFLU SEVERE COLD  (PHENIRAMINE MALEAT, PHENYLEPHRINE HYDROCHLORIDE"	C0031470	Phenylephrine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"EPIDURAL INJECTIONS (NOS)"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"PANTOLOC (PANTROPRAZOLE SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"PANTOLOC (PANTROPRAZOLE SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"PANTOLOC (PANTROPRAZOLE SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"PRED-COLACE (CASANTHRANOL, DOCUSATE SODIUM)"	C0282139	Colace	[u'orch', u'phsu']	[u'RXNORM']
"PRED-COLACE (CASANTHRANOL, DOCUSATE SODIUM)"	C0032952	Prednisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PRED-COLACE (CASANTHRANOL, DOCUSATE SODIUM)"	C0044955	prednylidene	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PRED-COLACE (CASANTHRANOL, DOCUSATE SODIUM)"	C0205705	Casanthranol	[u'orch', u'phsu']	[u'RXNORM']
"PRED-COLACE (CASANTHRANOL, DOCUSATE SODIUM)"	C0243237	Docusate Sodium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"INFLUENZA VACCINE       (INFLUENZA VACCINE)"	C0021403	Influenza virus vaccine	[u'imft', u'phsu']	[u'ATC']
"INFLUENZA VACCINE       (INFLUENZA VACCINE)"	C0021403	Influenza virus vaccine	[u'imft', u'phsu']	[u'ATC']
"ENALAPRIL HCT (HYDROCHLOROTHIAZIDE, ENALAPRIL MALEATE)"	C0717738	Enalapril / Hydrochlorothiazide	[u'phsu']	[u'RXNORM']
"ENALAPRIL HCT (HYDROCHLOROTHIAZIDE, ENALAPRIL MALEATE)"	C0700452	Enalapril Maleate	[u'aapp', u'phsu']	[u'RXNORM']
"OTILONIUM BROMIDE (SPASMOMEM)"	C0134250	otilonium bromide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALESION (EPINASTINE HYDROCHLORIDE)(EPINASTINE HYDROCHLORIDE)"	C0772294	epinastine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"ALESION (EPINASTINE HYDROCHLORIDE)(EPINASTINE HYDROCHLORIDE)"	C0772294	epinastine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"ALESION (EPINASTINE HYDROCHLORIDE)(EPINASTINE HYDROCHLORIDE)"	C0772294	epinastine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"SLIDINE SCALE MELOXICAM"	C0083381	meloxicam	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CETRABEN (LIGHT LIQUID PARAFFIN, WHITE SOFT PARAFFIN)"	C0727050	Mineral Oil, Light	[u'orch', u'phsu']	[u'RXNORM']
"CETRABEN (LIGHT LIQUID PARAFFIN, WHITE SOFT PARAFFIN)"	C0031262	Petrolatum	[u'orch', u'phsu']	[u'RXNORM']
"INSULIN/GLARGINE"	C0907402	Insulin Glargine	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"CITALOPRAM ORAL SOLUTION (CITALOPRAM HYDROBROMIDE) (40 MILLIGRAM/MILLI"	C1248707	Citalopram Oral Solution	[u'clnd']	[u'RXNORM']
"CITALOPRAM ORAL SOLUTION (CITALOPRAM HYDROBROMIDE) (40 MILLIGRAM/MILLI"	C0724555	Citalopram hydrobromide	[u'orch', u'phsu']	[u'RXNORM']
"SAQUINAVIR + RITONAVIR (FORMULATION UNKNOWN)(SAQUINAVIR + RITONAVIR) "	C0292818	Ritonavir	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SAQUINAVIR + RITONAVIR (FORMULATION UNKNOWN)(SAQUINAVIR + RITONAVIR) "	C0286738	Saquinavir	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SAQUINAVIR + RITONAVIR (FORMULATION UNKNOWN)(SAQUINAVIR + RITONAVIR) "	C0292818	Ritonavir	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SAQUINAVIR + RITONAVIR (FORMULATION UNKNOWN)(SAQUINAVIR + RITONAVIR) "	C0286738	Saquinavir	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PROACTIV SHEER TINT MOISTURE SPF 15"	C2948930	Proactiv	[u'orch', u'phsu']	[u'RXNORM']
"NOVORAPID 70 MIX CHU FLEXPEN"	C0939412	NovoLog	[u'aapp', u'phsu']	[u'RXNORM']
"CREST PRO-HEALTH COMPLETE ANTICA, CREST"	C0033382	Proline	[u'aapp', u'bacs']	[u'RXNORM']
"CREST PRO-HEALTH COMPLETE ANTICA, CREST"	C2948667	Crest	[u'inch', u'phsu']	[u'RXNORM']
"CREST PRO-HEALTH COMPLETE ANTICA, CREST"	C2948667	Crest	[u'inch', u'phsu']	[u'RXNORM']
"FOSTOIN INJECTION"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"TEMERIT(NEBIVOLOL HYDROCHLORIDE)(NEBIVOLOL HYDROCHLORIDE)"	C0772208	nebivolol hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"TEMERIT(NEBIVOLOL HYDROCHLORIDE)(NEBIVOLOL HYDROCHLORIDE)"	C0772208	nebivolol hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"PLACEBO OR VALSARTAN REGIMEN #2"	C0216784	valsartan	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PLACEBO OR VALSARTAN REGIMEN #2"	C1696465	placebo	[u'bodm']	[u'RXNORM']
"BAXTER 50% ANHYDROUS GLUCOSE 250G/500ML INJECTION BP BAG AHB0264"	C4257321	Glucose Injection	[u'clnd']	[u'RXNORM']
"CIPROFLOXACIN/PLACEBO"	C1696465	placebo	[u'bodm']	[u'RXNORM']
"CIPROFLOXACIN/PLACEBO"	C0008809	Ciprofloxacin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"INFLUENZA VACCINE, 0.5CC"	C0021403	Influenza virus vaccine	[u'imft', u'phsu']	[u'ATC']
"TERAZOSIN HCL (TERAZOSIN)(UNKNOWN)"	C0770137	terazosin hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"ASS ^ISIS^(ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HYZAAR 12.5/25MG"	C0721010	Hyzaar	[u'orch', u'phsu']	[u'RXNORM']
"BACLOFEN 20MG TEVA/IVAX"	C0004609	Baclofen	[u'aapp', u'phsu']	[u'RXNORM', u'ATC']
"PANTOLOC (UNKNOWN) (PANTOPRAZOLE SODIUM SESQUIHYDRATE)"	C0771929	pantoprazole (as pantoprazole sodium sesquihydrate)	[u'orch', u'phsu']	[u'RXNORM']
"APOKYN 10MG/ML US WORLDMEDS"	C1589388	Apokyn	[u'orch', u'phsu']	[u'RXNORM']
"MAXZIDE WITH HCTZ"	C0127096	Maxzide	[u'orch', u'phsu']	[u'RXNORM']
