UTTERANCE	CUI	PT	ST	SOURCES
"LEVACOR AND CALCIUM"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"LEVACOR AND CALCIUM"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"TALOMIL TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ZICAM NASAL SPRAY ? ?"	C0461725	Nasal Spray	[u'bodm']	[u'RXNORM']
"CULTURELLE FOR KIDS PACKET"	C1831755	Culturelle	[u'bact']	[u'RXNORM']
"COSOPT         (DORZOLAMIDE HYDROCHLORIDE,TIMODOL MALEATE)"	C0719542	Cosopt	[u'orch', u'phsu']	[u'RXNORM']
"COSOPT         (DORZOLAMIDE HYDROCHLORIDE,TIMODOL MALEATE)"	C0771293	Dorzolamide hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"COSOPT         (DORZOLAMIDE HYDROCHLORIDE,TIMODOL MALEATE)"	C0220874	Maleate	[u'orch']	[u'RXNORM']
"MENEST (AN HRT EXTRACT OF YAM)"	C0721660	Menest	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"ALUM-MAG HYDROXIDE SIMETH (ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE)"	C0051522	aluminum sulfate	[u'inch', u'phsu']	[u'RXNORM']
"ALUM-MAG HYDROXIDE SIMETH (ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE)"	C0137988	aluminum potassium sulfate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"ALUM-MAG HYDROXIDE SIMETH (ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE)"	C0220853	Hydroxide Ion	[u'elii']	[u'RXNORM']
"ALUM-MAG HYDROXIDE SIMETH (ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE)"	C0002371	Aluminum Hydroxide	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"ALUM-MAG HYDROXIDE SIMETH (ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE)"	C0024476	Magnesium Hydroxide	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"ALUM-MAG HYDROXIDE SIMETH (ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE)"	C0037138	Simethicone	[u'orch', u'phsu']	[u'RXNORM']
"CARBO/LEVO/ENTACAPONE"	C0165921	entacapone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CARBO/LEVO/ENTACAPONE"	C0007955	Charcoal	[u'elii', u'phsu']	[u'RXNORM']
"CALICUM, MAGNESIUM, +D"	C0024467	Magnesium	[u'bacs', u'elii']	[u'RXNORM']
"CALICUM, MAGNESIUM, +D"	C3540792	Magnesium supplements, alimentary tract and metabolism	[u'inch', u'phsu']	[u'ATC']
"CENTRUM SILVER (ASCORBIC ACKD, BIOTIN, CALCIUM, CALCIUM PANOTHENATE, C"	C0037125	Silver	[u'elii']	[u'ATC']
"CENTRUM SILVER (ASCORBIC ACKD, BIOTIN, CALCIUM, CALCIUM PANOTHENATE, C"	C0947651	Silver preparation	[u'phsu']	[u'RXNORM']
"CENTRUM SILVER (ASCORBIC ACKD, BIOTIN, CALCIUM, CALCIUM PANOTHENATE, C"	C0005575	Biotin	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CENTRUM SILVER (ASCORBIC ACKD, BIOTIN, CALCIUM, CALCIUM PANOTHENATE, C"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CENTRUM SILVER (ASCORBIC ACKD, BIOTIN, CALCIUM, CALCIUM PANOTHENATE, C"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"CENTRUM SILVER (ASCORBIC ACKD, BIOTIN, CALCIUM, CALCIUM PANOTHENATE, C"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CENTRUM SILVER (ASCORBIC ACKD, BIOTIN, CALCIUM, CALCIUM PANOTHENATE, C"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"PYRIMETHAMIN/SULFADIAZINE"	C0038675	Sulfadiazine	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"ALUMINUM HYDROXIDE (+) DIPHENHYD"	C0002371	Aluminum Hydroxide	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"PROPOFAN (ACETAMINOPHEN, CAFFEINE, PROPOXYPHENE HYDROCHLORIDE)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PROPOFAN (ACETAMINOPHEN, CAFFEINE, PROPOXYPHENE HYDROCHLORIDE)"	C0006644	Caffeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PROPOFAN (ACETAMINOPHEN, CAFFEINE, PROPOXYPHENE HYDROCHLORIDE)"	C0242451	Propoxyphene Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"MULTIPLE VITAMNS (ASCORBIC ACID, ERGOCALCIFEROL, FOLIC ACID, RETINOL, TOCOPHEROL, VITAMIN B NOS)"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"MULTIPLE VITAMNS (ASCORBIC ACID, ERGOCALCIFEROL, FOLIC ACID, RETINOL, TOCOPHEROL, VITAMIN B NOS)"	C0014695	Ergocalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"MULTIPLE VITAMNS (ASCORBIC ACID, ERGOCALCIFEROL, FOLIC ACID, RETINOL, TOCOPHEROL, VITAMIN B NOS)"	C0016410	Folic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"MULTIPLE VITAMNS (ASCORBIC ACID, ERGOCALCIFEROL, FOLIC ACID, RETINOL, TOCOPHEROL, VITAMIN B NOS)"	C0042839	Vitamin A	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"MULTIPLE VITAMNS (ASCORBIC ACID, ERGOCALCIFEROL, FOLIC ACID, RETINOL, TOCOPHEROL, VITAMIN B NOS)"	C0087161	All-Trans-Retinol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"MULTIPLE VITAMNS (ASCORBIC ACID, ERGOCALCIFEROL, FOLIC ACID, RETINOL, TOCOPHEROL, VITAMIN B NOS)"	C0042874	Vitamin E	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"MULTIPLE VITAMNS (ASCORBIC ACID, ERGOCALCIFEROL, FOLIC ACID, RETINOL, TOCOPHEROL, VITAMIN B NOS)"	C3255108	Tocopherol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"MULTIPLE VITAMNS (ASCORBIC ACID, ERGOCALCIFEROL, FOLIC ACID, RETINOL, TOCOPHEROL, VITAMIN B NOS)"	C0042849	Vitamin B Complex	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"DIPHTERIA/TETANUS/PERTUSSIS VACCINE"	C0039620	Tetanus Vaccine	[u'imft', u'phsu']	[u'ATC']
"DIPHTERIA/TETANUS/PERTUSSIS VACCINE"	C0305062	tetanus toxoid vaccine, inactivated	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"DOXYLAMIN/PARACETAMOL"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TYLENOL ALLERGY SINUS (MULTI-SYMPTOM RELIEF)"	C1519705	Tylenol Sinus	[u'orch', u'phsu']	[u'RXNORM']
"TOPALGIC (TRAMADOL HYDROCHLORIDE, , 0)"	C2350089	tramadol hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"NITROGLYCERINE-EMERGENCY"	C0017887	Nitroglycerin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VIT E NATURAL"	C0042874	Vitamin E	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"SIMPLY SLEEP  25 MG TYLENOL"	C0699142	Tylenol	[u'orch', u'phsu']	[u'RXNORM']
"SIMPLY SLEEP  25 MG TYLENOL"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"ALBUTEROL SULFATE HFA 108 (90 BASE) MCG/ACT"	C0543495	Albuterol Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"ANESTHETICS (ANESTHETICS NOS)"	C0002932	Anesthetics	[u'phsu']	[u'ATC']
"ANESTHETICS (ANESTHETICS NOS)"	C0002932	Anesthetics	[u'phsu']	[u'ATC']
"CO-ENZYME Q10 (50 MILLIGRAM, TABLETS)"	C0056077	coenzyme Q10	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CO-ENZYME Q10 (50 MILLIGRAM, TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"VITAMIN C 500 MG"	C0983829	Ascorbic Acid 500 MG	[u'clnd']	[u'RXNORM']
"MAXB-ND (B COMPLEX) (NICOTINAM, W/PYRIDOXI. HCL/RIBOFL./THIAM.HCL) (PYRIDOXINE HYDROCHLORIDE, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, NICOTINAMIDE)"	C0700496	Pyridoxine Hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"MAXB-ND (B COMPLEX) (NICOTINAM, W/PYRIDOXI. HCL/RIBOFL./THIAM.HCL) (PYRIDOXINE HYDROCHLORIDE, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, NICOTINAMIDE)"	C0770309	Thiamine hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"MAXB-ND (B COMPLEX) (NICOTINAM, W/PYRIDOXI. HCL/RIBOFL./THIAM.HCL) (PYRIDOXINE HYDROCHLORIDE, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, NICOTINAMIDE)"	C0035527	Riboflavin	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"MAXB-ND (B COMPLEX) (NICOTINAM, W/PYRIDOXI. HCL/RIBOFL./THIAM.HCL) (PYRIDOXINE HYDROCHLORIDE, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, NICOTINAMIDE)"	C0028027	Niacinamide	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ELISOR (PRAVASTATIN SODIUM, , 0)"	C0700763	Pravachol	[u'orch', u'phsu']	[u'RXNORM']
"ELISOR (PRAVASTATIN SODIUM, , 0)"	C0700474	Pravastatin Sodium	[u'orch', u'phsu']	[u'RXNORM']
"MURAD (CLARIFYING CLEANSER, EXFOLIATING ACNE GEL, SKIN PERFECTING LOTI"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"DESMOPRESSINE A"	C0011701	desmopressin	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"NELOREN                           (LINCOMYCIN)"	C0023726	Lincomycin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"TAVOR / 00273201/ (TAVOR) 0.5 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"SIMVASTATIN;;;ANTILIPEMIC AGENTS;TABLETS;;"	C0074554	Simvastatin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SIMVASTATIN;;;ANTILIPEMIC AGENTS;TABLETS;;"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"CPT-11 350 MG/M2"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"FOSAMAC(ALENDRONATE SODIUM) 5MG"	C0700482	Alendronate Sodium	[u'orch', u'phsu']	[u'RXNORM']
"CALCIUM PANTOTHENATE W/NICOTINAMIDE/00003501/"	C0006710	Calcium Pantothenate	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CALCIUM PANTOTHENATE W/NICOTINAMIDE/00003501/"	C0028027	Niacinamide	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"METOPROLOL SUCCINATE (METHOPROLOL SUCCINATE)"	C0724633	metoprolol succinate	[u'orch', u'phsu']	[u'RXNORM']
"METOPROLOL SUCCINATE (METHOPROLOL SUCCINATE)"	C0220918	succinate	[u'orch', u'phsu']	[u'RXNORM']
"RADIACARE HYDRO DRSN GEL"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"INFLIXIMAB 100 MG/ML CENTOCOR"	C4034071	infliximab 100 MG	[u'clnd']	[u'RXNORM']
"APAP/CODEINE (PANADEINE CO) (UNKNOWN)"	C0009214	Codeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"APAP/CODEINE (PANADEINE CO) (UNKNOWN)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"INHIBACE//CILAZAPRIL"	C0055723	Cilazapril	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ISONICOTINYLHYDRAZINE(INH)"	C0022209	isoniazid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ISONICOTINYLHYDRAZINE(INH)"	C0022209	isoniazid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DOXALASIN MESYLATE"	C3645051	mesylate	[u'orch']	[u'RXNORM']
"BC HEADACHE POWER"	C2732092	BC Headache	[u'orch', u'phsu']	[u'RXNORM']
"INSULIN MIXTARD                  /00030504/ (INSULIN INJECTION, ISOPHA"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"NOVOLIN U CHU"	C0028467	Novolin	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"INTERFERON - HOFFMAN LA ROCHE"	C0021747	Interferons	[u'aapp', u'imft']	[u'ATC']
"INTERFERON - HOFFMAN LA ROCHE"	C0023031	Lanthanum	[u'elii', u'phsu']	[u'RXNORM']
"INTERFERON - HOFFMAN LA ROCHE"	C0023749	Linoleic Acid	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"INTERFERON - HOFFMAN LA ROCHE"	C3652465	Interferon	[u'aapp', u'imft', u'phsu']	[u'ATC']
"PHENYTYN-SOD EXT 100 MG CAPSULE"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"PHENYTYN-SOD EXT 100 MG CAPSULE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"DEXMEDETOMIDINE INJECTION (DEXMEDETOMIDINE HYDROCHLORIDE) (DEXMEDETOMI"	C4057529	Dexmedetomidine Injection	[u'clnd']	[u'RXNORM']
"DEXMEDETOMIDINE INJECTION (DEXMEDETOMIDINE HYDROCHLORIDE) (DEXMEDETOMI"	C0752310	Dexmedetomidine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"COUMADIN (WARFARIN SODIUM) (UNKNOWN) (WARAFRIN SODIUM)"	C0699129	Coumadin	[u'orch', u'phsu']	[u'RXNORM']
"COUMADIN (WARFARIN SODIUM) (UNKNOWN) (WARAFRIN SODIUM)"	C0376218	Warfarin Sodium	[u'hops', u'orch', u'phsu']	[u'RXNORM']
"COUMADIN (WARFARIN SODIUM) (UNKNOWN) (WARAFRIN SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"COUMADIN (WARFARIN SODIUM) (UNKNOWN) (WARAFRIN SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"COUMADIN (WARFARIN SODIUM) (UNKNOWN) (WARAFRIN SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"AZULENE SULFONATE SODIUM (SODIUM GUALENATE)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"AZULENE SULFONATE SODIUM (SODIUM GUALENATE)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"AZULENE SULFONATE SODIUM (SODIUM GUALENATE)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"AZULENE SULFONATE SODIUM (SODIUM GUALENATE)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"AZULENE SULFONATE SODIUM (SODIUM GUALENATE)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"AZULENE SULFONATE SODIUM (SODIUM GUALENATE)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"BABYBIG(R) [BOTULISM IMMUNE GLOBULIN INTRAVENOUS(HUMAN)]"	C1589335	BabyBIG	[u'aapp', u'phsu']	[u'RXNORM']
"BABYBIG(R) [BOTULISM IMMUNE GLOBULIN INTRAVENOUS(HUMAN)]"	C0021027	Immunoglobulins	[u'aapp', u'imft']	[u'ATC']
"BABYBIG(R) [BOTULISM IMMUNE GLOBULIN INTRAVENOUS(HUMAN)]"	C0085297	Immunoglobulins, Intravenous	[u'aapp', u'imft', u'phsu']	[u'RXNORM']
"BABYBIG(R) [BOTULISM IMMUNE GLOBULIN INTRAVENOUS(HUMAN)]"	C2702333	Immunoglobulin G, Human	[u'aapp', u'imft', u'phsu']	[u'RXNORM']
"BISOPROLOL (BISOPROLOL)  UNSPECIFIED"	C0053799	Bisoprolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BISOPROLOL (BISOPROLOL)  UNSPECIFIED"	C0053799	Bisoprolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VENTOLIN (SALBUTAMOL)(AEROSOL FOR INHALATION)"	C0033744	Ventolin	[u'orch', u'phsu']	[u'RXNORM']
"VENTOLIN (SALBUTAMOL)(AEROSOL FOR INHALATION)"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VENTOLIN (SALBUTAMOL)(AEROSOL FOR INHALATION)"	C1112870	Aerosol Dose Form	[u'bodm']	[u'RXNORM']
"AMMONIUM LACTATE CREAM; TOPICAL: EQ 12% BASE"	C1378128	Cream	[u'bodm']	[u'RXNORM']
"AMMONIUM LACTATE CREAM; TOPICAL: EQ 12% BASE"	C0718495	ammonium lactate	[u'orch', u'phsu']	[u'RXNORM']
"CEPHADOL (DIFENIDOL HYDROCHLORIDE) (TABLETS) (DIFENIDOL HYDROCHLORIDE)"	C0109040	Diphenidol hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"CEPHADOL (DIFENIDOL HYDROCHLORIDE) (TABLETS) (DIFENIDOL HYDROCHLORIDE)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"CEPHADOL (DIFENIDOL HYDROCHLORIDE) (TABLETS) (DIFENIDOL HYDROCHLORIDE)"	C0109040	Diphenidol hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"DIGOXIN TAMIDEABLETS, USP (AMIDE)"	C0012265	Digoxin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"EFFEXOR (VENLAFLAXINE HYDROCHLORIDE)"	C0591437	Effexor	[u'orch', u'phsu']	[u'RXNORM']
"CETIRIZINA DICLORIDRATO"	C0055147	Cetirizine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SULFACITINE"	C0262960	sulfacytine	[u'antb', u'orch']	[u'RXNORM']
"TILDIEM SR"	C0590683	Tildiem	[u'orch', u'phsu']	[u'RXNORM']
"LEDERFOLIN 7,5 MG COMPRESSE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"DILTIAZEM HCL CD (DILTIAZEM HYDROCHLORIDE) (UNKNOWN)"	C0034283	Pyrimethamine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DILTIAZEM HCL CD (DILTIAZEM HYDROCHLORIDE) (UNKNOWN)"	C0700579	Diltiazem Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"DILTIAZEM HCL CD (DILTIAZEM HYDROCHLORIDE) (UNKNOWN)"	C0700579	Diltiazem Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"RANITIDINE HCL (RANITIDINE HYDROCHLORIDE)(ENTERIC-COATED TABLET)"	C0700466	Ranitidine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
