UTTERANCE	CUI	PT	ST	SOURCES
"STRONG NEO-MINOPHABEN C (AMINOACETIC ACID, CYSTEINE, GLYCYRRHIZIC ACID"	C0010654	Cysteine	[u'aapp', u'bacs']	[u'RXNORM']
"STRONG NEO-MINOPHABEN C (AMINOACETIC ACID, CYSTEINE, GLYCYRRHIZIC ACID"	C0061751	Glycyrrhizic Acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ACETAMINOPHEN/PROPDXYPHENE"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BUDEPRION XL   300 MG     ?????"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"BUDEPRION XL   300 MG     ?????"	C1615686	Budeprion	[u'orch', u'phsu']	[u'RXNORM']
"HIDROCLOROTHIAZIDA (ESIDREX COMPRIMIDOS)"	C0700694	Esidrix	[u'orch', u'phsu']	[u'RXNORM']
"PLAQUENIL (HYDROZYCHLOROQUINE PHOSPHATE)"	C0699177	Plaquenil	[u'orch', u'phsu']	[u'RXNORM']
"PLAQUENIL (HYDROZYCHLOROQUINE PHOSPHATE)"	C1601799	phosphate ion	[u'elii', u'phsu']	[u'RXNORM']
"EFFEXOR /01233801/ (VENLFAXINE)"	C0591437	Effexor	[u'orch', u'phsu']	[u'RXNORM']
"MEDIUM//LOPERAMIDE HYDROCHLORIDE"	C0282221	Loperamide Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"HYDROCHLORIDE CLOPIDOGREL SULFATE"	C3536965	Sulfate Ion	[u'elii', u'phsu']	[u'RXNORM']
"HYDROCHLORIDE CLOPIDOGREL SULFATE"	C0070166	clopidogrel	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LUVOXAMINE MALEATE"	C0220874	Maleate	[u'orch']	[u'RXNORM']
"TRIATEC (RAMIPROL)"	C0878061	Altace	[u'orch', u'phsu']	[u'RXNORM']
"THORNE VITAMIN B"	C0042849	Vitamin B Complex	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"PANCREATIN (LIPRAM /00014701/)"	C0030304	Pancreatin	[u'aapp', u'enzy', u'phsu']	[u'RXNORM']
"PANCREATIN (LIPRAM /00014701/)"	C0721373	Lipram	[u'aapp', u'enzy', u'phsu']	[u'RXNORM']
"VITAMIN B12 GATTIKER"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ALBUTEROL (SALBUTAMOL) ACTIVE SUBSTANCE"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALBUTEROL (SALBUTAMOL) ACTIVE SUBSTANCE"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"UNSPECIFIED BIRTH CONTROL PILL MEDICATION"	C0994475	Pills	[u'bodm']	[u'RXNORM']
"FERROSANOL DUODENAL (FERROGLYCINE SULFATE COMPLEX)"	C3536965	Sulfate Ion	[u'elii', u'phsu']	[u'RXNORM']
"PROTAPHAN HUMAN (INSULIN HUMAN INJECTION, ISOPHANE)"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"PROTAPHAN HUMAN (INSULIN HUMAN INJECTION, ISOPHANE)"	C0795635	Regular Insulin, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"CITALOPRAM (BECLOMETASONE DIPROPIONATE) (BECLOMETASONE DIPROPIONATE)"	C0008845	Citalopram	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CITALOPRAM (BECLOMETASONE DIPROPIONATE) (BECLOMETASONE DIPROPIONATE)"	C0004906	Beclomethasone Dipropionate	[u'orch', u'phsu']	[u'RXNORM']
"CITALOPRAM (BECLOMETASONE DIPROPIONATE) (BECLOMETASONE DIPROPIONATE)"	C0004906	Beclomethasone Dipropionate	[u'orch', u'phsu']	[u'RXNORM']
"KAPAKE (CODEINE PHOSPHATE, PARACETAMOL"	C0009217	Codeine Phosphate	[u'orch', u'phsu']	[u'RXNORM']
"KAPAKE (CODEINE PHOSPHATE, PARACETAMOL"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ATP (ADENOSINE TRIPHOSPHATE, DISODIUM SALT)"	C0001480	Adenosine Triphosphate	[u'bacs', u'nnon', u'phsu']	[u'RXNORM']
"ATP (ADENOSINE TRIPHOSPHATE, DISODIUM SALT)"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"ANUSOL (ANUSOL /00117301/) (BISMUTH SUBGALLATE, ZINC OXIDE, BORIC ACID, BISMUTH HYDROXIDE, MYROXYLON BALSAMUM VAR. PEREIRAE BALSAM)"	C0483244	Anusol	[u'orch', u'phsu']	[u'RXNORM']
"ANUSOL (ANUSOL /00117301/) (BISMUTH SUBGALLATE, ZINC OXIDE, BORIC ACID, BISMUTH HYDROXIDE, MYROXYLON BALSAMUM VAR. PEREIRAE BALSAM)"	C0483244	Anusol	[u'orch', u'phsu']	[u'RXNORM']
"ANUSOL (ANUSOL /00117301/) (BISMUTH SUBGALLATE, ZINC OXIDE, BORIC ACID, BISMUTH HYDROXIDE, MYROXYLON BALSAMUM VAR. PEREIRAE BALSAM)"	C0053790	bismuth subgallate	[u'orch', u'phsu']	[u'RXNORM']
"ANUSOL (ANUSOL /00117301/) (BISMUTH SUBGALLATE, ZINC OXIDE, BORIC ACID, BISMUTH HYDROXIDE, MYROXYLON BALSAMUM VAR. PEREIRAE BALSAM)"	C0043491	Zinc Oxide	[u'inch', u'phsu']	[u'RXNORM']
"ANUSOL (ANUSOL /00117301/) (BISMUTH SUBGALLATE, ZINC OXIDE, BORIC ACID, BISMUTH HYDROXIDE, MYROXYLON BALSAMUM VAR. PEREIRAE BALSAM)"	C0006020	boric acid	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"ANUSOL (ANUSOL /00117301/) (BISMUTH SUBGALLATE, ZINC OXIDE, BORIC ACID, BISMUTH HYDROXIDE, MYROXYLON BALSAMUM VAR. PEREIRAE BALSAM)"	C0771161	BISMUTH HYDROXIDE	[u'inch', u'phsu']	[u'RXNORM']
"CLOZAPIN BETA"	C0009079	Clozapine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LANITOP MITE (METILDIGOXIN)"	C0025132	Medigoxin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"OLMETEC (OLMESARTAN MEDOXOMIL) (TABLET) (OLMESARTAN L MEDOXOMIL)"	C0386393	Olmesartan medoxomil	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"OLMETEC (OLMESARTAN MEDOXOMIL) (TABLET) (OLMESARTAN L MEDOXOMIL)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"OLMETEC (OLMESARTAN MEDOXOMIL) (TABLET) (OLMESARTAN L MEDOXOMIL)"	C0386393	Olmesartan medoxomil	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PERCODAN (OXYCODONE TEREPHTHALATE, PHENACETIN, HOMATROPINE, TEREPHTHAL"	C0070384	Percodan	[u'orch', u'phsu']	[u'RXNORM']
"PERCODAN (OXYCODONE TEREPHTHALATE, PHENACETIN, HOMATROPINE, TEREPHTHAL"	C0606954	oxycodone terephthalate	[u'orch', u'phsu']	[u'RXNORM']
"PERCODAN (OXYCODONE TEREPHTHALATE, PHENACETIN, HOMATROPINE, TEREPHTHAL"	C0031364	Phenacetin	[u'hops', u'orch']	[u'RXNORM', u'ATC']
"PERCODAN (OXYCODONE TEREPHTHALATE, PHENACETIN, HOMATROPINE, TEREPHTHAL"	C0062922	homatropine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SODIUM PHOSPHATE IN DEXTROSE"	C0074757	sodium phosphate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"SODIUM PHOSPHATE IN DEXTROSE"	C0017725	Glucose	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"E.45 (PARAFFIN, LIQUID, LANOLIN, PARAFFIN SOFT)"	C0030415	Paraffin	[u'bodm', u'orch']	[u'RXNORM']
"E.45 (PARAFFIN, LIQUID, LANOLIN, PARAFFIN SOFT)"	C0023024	Lanolin	[u'orch', u'phsu']	[u'RXNORM']
"E.45 (PARAFFIN, LIQUID, LANOLIN, PARAFFIN SOFT)"	C0030415	Paraffin	[u'bodm', u'orch']	[u'RXNORM']
"BETASERON (INTERFERON BETA 1B)"	C0284968	Betaseron	[u'aapp', u'phsu']	[u'RXNORM']
"BETASERON (INTERFERON BETA 1B)"	C0244713	interferon beta-1b	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"PAROXETINE HYDROCHLORIDE 20 MG AMERICAN HEALTH PACKAGING"	C4081325	Paroxetine Hydrochloride 20 MG	[u'clnd']	[u'RXNORM']
"CARBI-LEVODOPA 50/200 MG"	C0987131	Levodopa 200 MG	[u'clnd']	[u'RXNORM']
"CARBI-LEVODOPA 50/200 MG"	C1124539	Levodopa 50 MG	[u'clnd']	[u'RXNORM']
"NAMENDA (MEMANTINE HYDROCHLORIDE) (1 MILLIGRAM, TABLET) (MEMANTINE HYD"	C1330412	Namenda	[u'orch', u'phsu']	[u'RXNORM']
"NAMENDA (MEMANTINE HYDROCHLORIDE) (1 MILLIGRAM, TABLET) (MEMANTINE HYD"	C0771988	Memantine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"NAMENDA (MEMANTINE HYDROCHLORIDE) (1 MILLIGRAM, TABLET) (MEMANTINE HYD"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"NAMENDA (MEMANTINE HYDROCHLORIDE) (1 MILLIGRAM, TABLET) (MEMANTINE HYD"	C0020402	hydroxyurea	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NAMENDA (MEMANTINE HYDROCHLORIDE) (1 MILLIGRAM, TABLET) (MEMANTINE HYD"	C0025242	Memantine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LASIX /0032601/ (LASIX-FUROSEMIDE)"	C0699992	Lasix	[u'orch', u'phsu']	[u'RXNORM']
"LASIX /0032601/ (LASIX-FUROSEMIDE)"	C0699992	Lasix	[u'orch', u'phsu']	[u'RXNORM']
"ACTIG (FENTANYL CITRATE) (LOZENGE)"	C0546864	Fentanyl Citrate	[u'orch', u'phsu']	[u'RXNORM']
"ACTIG (FENTANYL CITRATE) (LOZENGE)"	C0991564	Oral Lozenge	[u'bodm']	[u'RXNORM']
"METFORMIN//METFORMIN HYDROCHLORIDE"	C0770893	Metformin hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"BROMIDE (CLB)"	C0006222	Bromides	[u'inch']	[u'ATC']
"BROMIDE (CLB)"	C0008163	Chlorambucil	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"INTERFERON 20MU/M2"	C0021747	Interferons	[u'aapp', u'imft']	[u'ATC']
"INTERFERON 20MU/M2"	C3652465	Interferon	[u'aapp', u'imft', u'phsu']	[u'ATC']
"DEPON (PARACETAMOL) (PARACETAMOL)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DEPON (PARACETAMOL) (PARACETAMOL)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VASELINE INTENSIVE CARE [PARAFFIN]"	C0728774	Vaseline	[u'orch', u'phsu']	[u'RXNORM']
"VASELINE INTENSIVE CARE [PARAFFIN]"	C0030415	Paraffin	[u'bodm', u'orch']	[u'RXNORM']
"TARAXACUM OFFICINALE (TARAXACUM, TARAXACUM OFFICINALE)"	C0440015	Dandelion Extract	[u'orch', u'phsu']	[u'RXNORM']
"TARAXACUM OFFICINALE (TARAXACUM, TARAXACUM OFFICINALE)"	C3486299	Taraxacum officinale whole extract	[u'orch', u'phsu']	[u'RXNORM']
"TARAXACUM OFFICINALE (TARAXACUM, TARAXACUM OFFICINALE)"	C3486299	Taraxacum officinale whole extract	[u'orch', u'phsu']	[u'RXNORM']
"TARAXACUM OFFICINALE (TARAXACUM, TARAXACUM OFFICINALE)"	C0440015	Dandelion Extract	[u'orch', u'phsu']	[u'RXNORM']
"TARAXACUM OFFICINALE (TARAXACUM, TARAXACUM OFFICINALE)"	C3486299	Taraxacum officinale whole extract	[u'orch', u'phsu']	[u'RXNORM']
"DOCUSATE SODIUM, SENNOSIDES A AND B"	C2929603	Docusate / sennoside B	[u'phsu']	[u'RXNORM']
"DOCUSATE SODIUM, SENNOSIDES A AND B"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"DOCUSATE SODIUM, SENNOSIDES A AND B"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"DOCUSATE SODIUM, SENNOSIDES A AND B"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"SENNOSIDES-DOCUSATE SOD"	C1692318	Docusate	[u'orch', u'phsu']	[u'RXNORM']
"SENNOSIDES-DOCUSATE SOD"	C3489575	sennosides, USP	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PLATINOL                                /CAN/"	C0699666	Platinol	[u'inch', u'phsu']	[u'RXNORM']
"NOCTRAN 10 (ACEPROMAZINE, ACEPROMETAZINE,"	C0000959	Acepromazine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NOCTRAN 10 (ACEPROMAZINE, ACEPROMETAZINE,"	C0608826	aceprometazine	[u'orch', u'phsu']	[u'RXNORM']
"CARDIOVASCULAR SYSTEM DRUG (CARDIOVASCULAR SYSTEM DRUGS)"	C3540036	CARDIOVASCULAR SYSTEM DRUGS	[u'phsu']	[u'ATC']
"CARDIOVASCULAR SYSTEM DRUG (CARDIOVASCULAR SYSTEM DRUGS)"	C3540036	CARDIOVASCULAR SYSTEM DRUGS	[u'phsu']	[u'ATC']
"CIRKAN (ASCORBIC ACID/HERBAL EXTRACTS NOS/ HESPERIDIN METHYL CHALCONE/"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CIRKAN (ASCORBIC ACID/HERBAL EXTRACTS NOS/ HESPERIDIN METHYL CHALCONE/"	C0244243	hesperidin methylchalcone	[u'orch', u'phsu']	[u'RXNORM']
"ALPRAZOLAM/ XANAX"	C0699034	Xanax	[u'orch', u'phsu']	[u'RXNORM']
"ALPRAZOLAM/ XANAX"	C0002333	Alprazolam	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BENEFIBER FIBER SUPP VIT B + COLIC ACID(WHEAT DEXTRIN) CAPLET"	C0038854	Suppository	[u'bodm']	[u'RXNORM']
"BENEFIBER FIBER SUPP VIT B + COLIC ACID(WHEAT DEXTRIN) CAPLET"	C0225326	Fiber	[u'orch', u'phsu']	[u'RXNORM']
"BENEFIBER FIBER SUPP VIT B + COLIC ACID(WHEAT DEXTRIN) CAPLET"	C1828805	Benefiber	[u'orch', u'phsu']	[u'RXNORM']
"BENEFIBER FIBER SUPP VIT B + COLIC ACID(WHEAT DEXTRIN) CAPLET"	C1714033	WHEAT DEXTRIN	[u'orch', u'phsu']	[u'RXNORM']
"BENEFIBER FIBER SUPP VIT B + COLIC ACID(WHEAT DEXTRIN) CAPLET"	C0304292	Caplet dose form	[u'bodm']	[u'RXNORM']
"LANZOR CAPSULES"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"ADEK (ERGOCALCIFEROL, ASCORBIC ACID, TOCOPHEROL, FOLIC ACID, RETINOL, "	C0014695	Ergocalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ADEK (ERGOCALCIFEROL, ASCORBIC ACID, TOCOPHEROL, FOLIC ACID, RETINOL, "	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ADEK (ERGOCALCIFEROL, ASCORBIC ACID, TOCOPHEROL, FOLIC ACID, RETINOL, "	C0042874	Vitamin E	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ADEK (ERGOCALCIFEROL, ASCORBIC ACID, TOCOPHEROL, FOLIC ACID, RETINOL, "	C3255108	Tocopherol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"ADEK (ERGOCALCIFEROL, ASCORBIC ACID, TOCOPHEROL, FOLIC ACID, RETINOL, "	C0016410	Folic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ADEK (ERGOCALCIFEROL, ASCORBIC ACID, TOCOPHEROL, FOLIC ACID, RETINOL, "	C0042839	Vitamin A	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ADEK (ERGOCALCIFEROL, ASCORBIC ACID, TOCOPHEROL, FOLIC ACID, RETINOL, "	C0087161	All-Trans-Retinol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"ALBUTEROL INHALER (ALBUTEROL/ABUTEROL SULFATE)"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALBUTEROL INHALER (ALBUTEROL/ABUTEROL SULFATE)"	C0543495	Albuterol Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"CEFROXADINE (CEFROXADINE)"	C0108941	cefroxadine	[u'antb', u'orch']	[u'ATC']
