UTTERANCE	CUI	PT	ST	SOURCES
"ZINC/ASCORBIC ACID/COPPER/CYSTINE/MANGANESE/CALCIUM ASCORBATE/BETACAROTENE/TOCOPHEROL"	C2194188	Ascorbic Acid / Calcium ascorbate	[u'phsu']	[u'RXNORM']
"ZINC/ASCORBIC ACID/COPPER/CYSTINE/MANGANESE/CALCIUM ASCORBATE/BETACAROTENE/TOCOPHEROL"	C0009968	Copper	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"ZINC/ASCORBIC ACID/COPPER/CYSTINE/MANGANESE/CALCIUM ASCORBATE/BETACAROTENE/TOCOPHEROL"	C0010682	Cystine	[u'aapp', u'bacs', u'phsu']	[u'RXNORM']
"ZINC/ASCORBIC ACID/COPPER/CYSTINE/MANGANESE/CALCIUM ASCORBATE/BETACAROTENE/TOCOPHEROL"	C0024706	Manganese	[u'bacs', u'elii']	[u'RXNORM']
"ZINC/ASCORBIC ACID/COPPER/CYSTINE/MANGANESE/CALCIUM ASCORBATE/BETACAROTENE/TOCOPHEROL"	C0043481	Zinc	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"ZINC/ASCORBIC ACID/COPPER/CYSTINE/MANGANESE/CALCIUM ASCORBATE/BETACAROTENE/TOCOPHEROL"	C0053396	Beta Carotene	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ZINC/ASCORBIC ACID/COPPER/CYSTINE/MANGANESE/CALCIUM ASCORBATE/BETACAROTENE/TOCOPHEROL"	C3541396	Zinc Supplements	[u'phsu']	[u'ATC']
"CLOTRIMADERM CREAM 1%"	C1378128	Cream	[u'bodm']	[u'RXNORM']
"CREST PRO-HEALTH RINSE, REFRESHI 20 ML CREST"	C0033382	Proline	[u'aapp', u'bacs']	[u'RXNORM']
"CREST PRO-HEALTH RINSE, REFRESHI 20 ML CREST"	C2948667	Crest	[u'inch', u'phsu']	[u'RXNORM']
"CREST PRO-HEALTH RINSE, REFRESHI 20 ML CREST"	C2948667	Crest	[u'inch', u'phsu']	[u'RXNORM']
"ZICAM ALLERGY RELIEF GEL SWABS 20 MEDICATED SWABS MATRIXX INITIATIVES"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"FIRSTCIN           (CEFOZOPRAN HYDROCHLORIDE) INJECTION"	C0246584	cefozopran	[u'antb', u'orch']	[u'ATC']
"FIRSTCIN           (CEFOZOPRAN HYDROCHLORIDE) INJECTION"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"HAIR SKIN NAILS TABS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"PANTOPRAZOLE 40 MG BY MOUTH 2 TIMES/DAY"	C1126048	pantoprazole 40 MG	[u'clnd']	[u'RXNORM']
"RISEDRONATE SODIUM (RISEDRONATE)"	C0166025	risedronate sodium	[u'orch', u'phsu']	[u'RXNORM']
"RISEDRONATE SODIUM (RISEDRONATE)"	C0246719	Risedronate	[u'orch', u'phsu']	[u'RXNORM']
"NUTREN 1.0 LIQUID (TAURINE, CARNITINE, PROTEINS NOS)"	C0039350	Taurine	[u'aapp', u'bacs', u'phsu']	[u'RXNORM']
"NUTREN 1.0 LIQUID (TAURINE, CARNITINE, PROTEINS NOS)"	C0007258	Carnitine	[u'aapp', u'phsu']	[u'RXNORM']
"NUTREN 1.0 LIQUID (TAURINE, CARNITINE, PROTEINS NOS)"	C0087163	Levocarnitine	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"NUTREN 1.0 LIQUID (TAURINE, CARNITINE, PROTEINS NOS)"	C0033684	Proteins	[u'aapp', u'bacs']	[u'RXNORM']
"LAXOYA//SODIUM PICOSULFATE"	C0071042	picosulfate sodium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LINOLEIC ACID/SUNFLOWER OIL"	C0075639	Sunflower Oil	[u'food', u'orch']	[u'RXNORM']
"LINOLEIC ACID/SUNFLOWER OIL"	C0023749	Linoleic Acid	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"ANALGESICS NOS (ANALGESICS)"	C0002771	Analgesics	[u'hops', u'orch', u'phsu']	[u'ATC']
