UTTERANCE	CUI	PT	ST	SOURCES
"OMEPRAZEN 20 MG CAPSULE RIGIDE GASTRORESISTENTI"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"MONISTAT 1 COMB PCK TRIPLE ACTION-1 OVULE INSERT W/APPL+EXT CRM + C/W"	C0719068	CRM chromium picolinate	[u'orch', u'phsu']	[u'RXNORM']
"MONISTAT 1 COMB PCK TRIPLE ACTION-1 OVULE INSERT W/APPL+EXT CRM + C/W"	C1177005	Monistat	[u'orch', u'phsu']	[u'RXNORM']
"LIDOCAINE TOP PATCH"	C0023660	Lidocaine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SOLUVIT N [ACETIC ACID;ASCORBIC ACID;BIOTIN;CYANOCOBALAMIN;FOLIC ACID;"	C0000983	Acetic Acid	[u'irda', u'orch']	[u'RXNORM', u'ATC']
"SOLUVIT N [ACETIC ACID;ASCORBIC ACID;BIOTIN;CYANOCOBALAMIN;FOLIC ACID;"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"SOLUVIT N [ACETIC ACID;ASCORBIC ACID;BIOTIN;CYANOCOBALAMIN;FOLIC ACID;"	C0005575	Biotin	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"SOLUVIT N [ACETIC ACID;ASCORBIC ACID;BIOTIN;CYANOCOBALAMIN;FOLIC ACID;"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"SOLUVIT N [ACETIC ACID;ASCORBIC ACID;BIOTIN;CYANOCOBALAMIN;FOLIC ACID;"	C0016410	Folic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"TETANUS INJECTION"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"TETANUS INJECTION"	C0305062	tetanus toxoid vaccine, inactivated	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"ELAVIL (AMTRIPTYLINE HYDROCHLORIDE)"	C0087119	Elavil	[u'orch', u'phsu']	[u'RXNORM']
"IRBESARTAN E IDROCLOROTIAZIDE"	C0288171	irbesartan	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"IPRATROPIUM BROMIDE HYDRATE"	C0720930	Hyrex Brand of Dimenhydrinate	[u'orch', u'phsu']	[u'RXNORM']
"IPRATROPIUM BROMIDE HYDRATE"	C0700580	Ipratropium Bromide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FUROSEMID 40MG"	C0016860	Furosemide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CODEINE PHOSPHATE PARACETAMOL"	C2351132	Acetaminophen / Codeine	[u'phsu']	[u'RXNORM']
"CODEINE PHOSPHATE PARACETAMOL"	C0009217	Codeine Phosphate	[u'orch', u'phsu']	[u'RXNORM']
"NITROFURANTOIN MONOHYDRATE/MACROCRYSTALS (NITROFURANTOIN MONOHYDRATE)"	C0770666	NITROFURANTOIN, MACROCRYSTALS	[u'orch', u'phsu']	[u'RXNORM']
"NITROFURANTOIN MONOHYDRATE/MACROCRYSTALS (NITROFURANTOIN MONOHYDRATE)"	C0724647	Nitrofurantoin, Monohydrate	[u'antb', u'orch']	[u'RXNORM']
"RECOMBINANT COAGULATION FACTOR VIII"	C0218184	Kogenate	[u'aapp', u'phsu']	[u'RXNORM']
"RECOMBINANT COAGULATION FACTOR VIII"	C0795577	recombinant antihemophilic factor VIII	[u'aapp', u'phsu']	[u'RXNORM']
"EPREX /UNK/"	C0376539	Eprex	[u'aapp', u'phsu']	[u'RXNORM']
"NOVOLOG (INSULIN ASPART, INSULIN ASPART)"	C0939412	NovoLog	[u'aapp', u'phsu']	[u'RXNORM']
"NOVOLOG (INSULIN ASPART, INSULIN ASPART)"	C0123677	Insulin, Aspart, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"NOVOLOG (INSULIN ASPART, INSULIN ASPART)"	C1708521	Insulin Aspart	[u'aapp', u'horm', u'phsu']	[u'ATC']
"NOVOLOG (INSULIN ASPART, INSULIN ASPART)"	C0123677	Insulin, Aspart, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"NOVOLOG (INSULIN ASPART, INSULIN ASPART)"	C1708521	Insulin Aspart	[u'aapp', u'horm', u'phsu']	[u'ATC']
"VOLTAROL PAIN- EZE(NCH)"	C0037502	Voltarol	[u'orch', u'phsu']	[u'RXNORM']
"METHYLPREDNISOLON//METHYLPREDNISOLONE SODIUM SUCCINATE"	C0700546	Methylprednisolone Sodium Succinate	[u'orch', u'phsu']	[u'RXNORM']
"METHYLPREDNISOLON//METHYLPREDNISOLONE SODIUM SUCCINATE"	C0025815	Methylprednisolone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AMOXICILLIN SODIUM/CLAVULANIC ACID"	C0054066	Amoxicillin / Clavulanate	[u'phsu']	[u'RXNORM']
"AMOXICILLIN SODIUM/CLAVULANIC ACID"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"AMOXICILLIN SODIUM/CLAVULANIC ACID"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"AMOXICILLIN SODIUM/CLAVULANIC ACID"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"FELODIPINE AND METOPROLOL SUCCINATE"	C2928411	Felodipine / Metoprolol	[u'phsu']	[u'RXNORM']
"FELODIPINE AND METOPROLOL SUCCINATE"	C0724633	metoprolol succinate	[u'orch', u'phsu']	[u'RXNORM']
"EPADEL [EICOSAPENTAENOIC ACID ETHYL ESTER]"	C0058978	icosapent ethyl	[u'orch', u'phsu']	[u'RXNORM']
"HYDROCORTISONE ACETATE CREAM USP"	C0063077	hydrocortisone acetate	[u'orch', u'phsu']	[u'RXNORM']
"HYDROCORTISONE ACETATE CREAM USP"	C1378128	Cream	[u'bodm']	[u'RXNORM']
"RANITIDINA CLORIDRATO"	C0034665	Ranitidine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"(EMEND /01627301/)"	C1175300	Emend	[u'orch', u'phsu']	[u'RXNORM']
"PODOPHYLLOTOXIN SEMISYNTHETIC GLYCOSIDES"	C0007158	Cardiac Glycosides	[u'orch', u'phsu']	[u'ATC']
"PODOPHYLLOTOXIN SEMISYNTHETIC GLYCOSIDES"	C0032334	podofilox	[u'hops', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PROSTAGLANDINS (PROSTAGLANDINS)"	C0356622	Prostaglandins, oxytocics	[u'orch', u'phsu']	[u'ATC']
"PROSTAGLANDINS (PROSTAGLANDINS)"	C3539187	Prostaglandin drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	[u'orch', u'phsu']	[u'ATC']
"PROSTAGLANDINS (PROSTAGLANDINS)"	C3540754	Prostaglandin cardiac therapy preparations	[u'orch', u'phsu']	[u'ATC']
"PROSTAGLANDINS (PROSTAGLANDINS)"	C0356622	Prostaglandins, oxytocics	[u'orch', u'phsu']	[u'ATC']
"PROSTAGLANDINS (PROSTAGLANDINS)"	C3539187	Prostaglandin drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	[u'orch', u'phsu']	[u'ATC']
"PROSTAGLANDINS (PROSTAGLANDINS)"	C3540754	Prostaglandin cardiac therapy preparations	[u'orch', u'phsu']	[u'ATC']
"INSULATARD NOS"	C0307071	Novolin N	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"ANTI-EPILEPTICS"	C0003299	Antiepileptic Agents	[u'phsu']	[u'ATC']
"NALBUPHIN"	C0027348	Nalbuphine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ONE TAXOTERE"	C0699967	Taxotere	[u'orch', u'phsu']	[u'RXNORM']
"CARBOSTESIN WITH ADRENALIN"	C0014563	Epinephrine	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CARBOSTESIN WITH ADRENALIN"	C1963284	Adrenalin	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"GINKO (UNK INGREDIENTS)"	C0772125	Ginkgo biloba extract	[u'orch', u'phsu']	[u'RXNORM']
"GINKO (UNK INGREDIENTS)"	C0872895	Ginkgo Biloba Leaf Extract	[u'orch', u'phsu']	[u'RXNORM']
"TENOFOVIR DISOPROXIL FUMARATE/LAMIVUDINE"	C0209738	Lamivudine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TENOFOVIR DISOPROXIL FUMARATE/LAMIVUDINE"	C1099776	Tenofovir disoproxil fumarate	[u'nnon', u'phsu']	[u'RXNORM']
"COR-TYZINE PEDIATRIC NASAL DROPS"	C0991524	Nasal drops	[u'bodm']	[u'RXNORM']
"COR-TYZINE PEDIATRIC NASAL DROPS"	C0056331	cordycepin	[u'nnon', u'phsu']	[u'RXNORM']
"COR-TYZINE PEDIATRIC NASAL DROPS"	C2741639	Tyzine	[u'orch', u'phsu']	[u'RXNORM']
"SUDAFED COMPOUND"	C0700727	Sudafed	[u'orch', u'phsu']	[u'RXNORM']
"CERAVE MOISTURIZING LOTION WITH SPF 30"	C0544341	Lotion	[u'bodm']	[u'RXNORM']
"TRPL ANTIBIOTIC OINT 067"	C0028912	Ointments	[u'bodm']	[u'RXNORM']
"K-PAX IMMUNE SUPPORT"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"REFRESH TEARS LUBRICANT EYE DROPS"	C0015399	Eye Drops	[u'bodm']	[u'RXNORM']
"FERROMIA (FERROUS SODIUM CITRATE) TABLET"	C0142825	sodium citrate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FERROMIA (FERROUS SODIUM CITRATE) TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"FERRUM HAUSMANN /00023505/"	C0076040	teferrol	[u'orch', u'phsu']	[u'RXNORM']
"ZICAM LIQUID NASAL GEL"	C0991526	Nasal Gel	[u'bodm']	[u'RXNORM']
"VITAMIN B 12 SHOTS"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"HYDROCODONE APAP (PROCET /USA/)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HYDROCODONE APAP (PROCET /USA/)"	C0020264	Hydrocodone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HYDROCODONE APAP (PROCET /USA/)"	C1170553	Procet	[u'orch', u'phsu']	[u'RXNORM']
"KETIPINOR 100 MG TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"KETIPINOR 100 MG TABLET"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"LEDERFOLIN - 175 MG POLVERE PER SOLUZIONE PER INFUSIONE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"INSULIN GLARGINE, HUMAN"	C0907402	Insulin Glargine	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"PSEUDO 60/TRIPROLIDINE"	C0041098	Triprolidine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ARTHRITIS STRENGTH TYLENOL"	C0699142	Tylenol	[u'orch', u'phsu']	[u'RXNORM']
"SULFAMETHOXAZOLE (+) TRIMETHOPRI"	C0038689	Sulfamethoxazole	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"VORINOSTAT (SUBEROYLANILIDE HYDROXAMIC ACID) ORAL DRUG UNSPECIFIED FOR"	C0672708	Vorinostat	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VORINOSTAT (SUBEROYLANILIDE HYDROXAMIC ACID) ORAL DRUG UNSPECIFIED FOR"	C0672708	Vorinostat	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"APPLE CIDER VINEGAR PLUS CHROMIUM"	C0008574	Chromium	[u'elii', u'hops']	[u'RXNORM']
"APPLE CIDER VINEGAR PLUS CHROMIUM"	C1178459	Apple Cider Vinegar	[u'orch', u'phsu']	[u'RXNORM']
"FOOD - PLANT SOURCE, PEA, GREEN OR ENGLISH PISUM SATIVUM"	C0069964	palmidrol	[u'orch']	[u'RXNORM']
"FOOD - PLANT SOURCE, PEA, GREEN OR ENGLISH PISUM SATIVUM"	C3257529	Pisum sativum (pea) extract	[u'orch']	[u'RXNORM']
"FOOD - PLANT SOURCE, PEA, GREEN OR ENGLISH PISUM SATIVUM"	C3540798	Food allergenic extracts	[u'imft', u'phsu']	[u'ATC']
"SYNTHROID(LEVOTHYROXINE SODIUM) (UNKNOWN)"	C0728762	Synthroid	[u'aapp', u'phsu']	[u'RXNORM']
"SYNTHROID(LEVOTHYROXINE SODIUM) (UNKNOWN)"	C0079691	Levothyroxine Sodium	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"EPSON SALT"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"TOPROL XL(METOPROLOL SUCCINATE)"	C2723006	Toprol	[u'orch', u'phsu']	[u'RXNORM']
"TOPROL XL(METOPROLOL SUCCINATE)"	C0724633	metoprolol succinate	[u'orch', u'phsu']	[u'RXNORM']
"CARBOCISTEINE (MUCODYNE)"	C0006992	Carbocysteine	[u'aapp', u'phsu']	[u'RXNORM', u'ATC']
"AYCLOVIR (ACICLOVIR)"	C0001367	Acyclovir	[u'nnon', u'phsu']	[u'RXNORM', u'ATC']
"CALCIUM + D (CALCIUM D3 ^STADA^)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUM + D (CALCIUM D3 ^STADA^)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"CALCIUM + D (CALCIUM D3 ^STADA^)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUM + D (CALCIUM D3 ^STADA^)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"PYRIDOXINE (+) THIAMINE"	C0034272	pyridoxine	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"PYRIDOXINE (+) THIAMINE"	C0039840	Thiamine	[u'orch', u'vita']	[u'RXNORM', u'ATC']
"LO LOESTRIN FE (NORETHINDRONE ACETATE, ETHINYLESTRADIOL, FERROUS FUMARATE) TABLET, 1000/10UG"	C0068980	norethindrone acetate	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"LO LOESTRIN FE (NORETHINDRONE ACETATE, ETHINYLESTRADIOL, FERROUS FUMARATE) TABLET, 1000/10UG"	C3848561	ferric cation	[u'elii', u'phsu']	[u'RXNORM']
"LO LOESTRIN FE (NORETHINDRONE ACETATE, ETHINYLESTRADIOL, FERROUS FUMARATE) TABLET, 1000/10UG"	C0015011	Ethinyl Estradiol	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LO LOESTRIN FE (NORETHINDRONE ACETATE, ETHINYLESTRADIOL, FERROUS FUMARATE) TABLET, 1000/10UG"	C0060276	Ferrous fumarate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LO LOESTRIN FE (NORETHINDRONE ACETATE, ETHINYLESTRADIOL, FERROUS FUMARATE) TABLET, 1000/10UG"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"BUTALBITAL ACETAMINOPHEN + CAFFEINE TABLETS USP"	C0717361	Acetaminophen / butalbital	[u'phsu']	[u'RXNORM']
"BUTALBITAL ACETAMINOPHEN + CAFFEINE TABLETS USP"	C1245218	Caffeine Oral Tablet	[u'clnd']	[u'RXNORM']
"ISOFOSFAMIDE"	C0020823	Ifosfamide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ASA/DIPYRIDAMOLE"	C0012582	Dipyridamole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ASA/DIPYRIDAMOLE"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FAMPRIDINE ( FAMPRIDINE)"	C0000477	dalfampridine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FAMPRIDINE ( FAMPRIDINE)"	C0000477	dalfampridine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BONINE (MECLOZINE HYDROCHLORIDE)"	C0005985	Bonine	[u'orch', u'phsu']	[u'RXNORM']
"BONINE (MECLOZINE HYDROCHLORIDE)"	C0282227	Meclizine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"A AND D ORIGINAL (LANOLIN / PETROLATUM) OINTMENT"	C0982252	Lanolin / Petrolatum	[u'phsu']	[u'RXNORM']
"A AND D ORIGINAL (LANOLIN / PETROLATUM) OINTMENT"	C0028912	Ointments	[u'bodm']	[u'RXNORM']
"LOESTRIN (ETHINYL ESTRADIOL, NORETHINDRONE ACETATE)"	C0015011	Ethinyl Estradiol	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LOESTRIN (ETHINYL ESTRADIOL, NORETHINDRONE ACETATE)"	C0068980	norethindrone acetate	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"CO-MICARDIS"	C0721704	Micardis	[u'orch', u'phsu']	[u'RXNORM']
"MORE PILLS"	C0994475	Pills	[u'bodm']	[u'RXNORM']
"GAS-X EXTSTR CHEWABLE TABS CHERRY CREME (NCH) (SIMETHICONE) CHEWABLE T"	C0720580	Gas-X	[u'orch', u'phsu']	[u'RXNORM']
"GAS-X EXTSTR CHEWABLE TABS CHERRY CREME (NCH) (SIMETHICONE) CHEWABLE T"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"GAS-X EXTSTR CHEWABLE TABS CHERRY CREME (NCH) (SIMETHICONE) CHEWABLE T"	C0037138	Simethicone	[u'orch', u'phsu']	[u'RXNORM']
"MIGRAINE PILL"	C0994475	Pills	[u'bodm']	[u'RXNORM']
"TRIAMTERENE/HYDROCHLOROTHIAZID"	C0040869	Triamterene	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CALCITRIOLUM"	C0006674	Calcitriol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"FIORICET-COD"	C3488428	Cod, unspecified preparation	[u'aapp', u'phsu']	[u'RXNORM']
"FIORICET-COD"	C0633854	Fioricet	[u'orch', u'phsu']	[u'RXNORM']
"SULFADICRAMIDE"	C3652541	sulfadicramide	[u'orch', u'phsu']	[u'ATC']
"APO-CANDESARTAN/HCTZ"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"APO-CANDESARTAN/HCTZ"	C0717550	candesartan	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HYLANDS BABY CALMING TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"CO-RENITEN (ENALAPRIL MALEATE, HYDROCHLOROTHIAZIDE)"	C0700452	Enalapril Maleate	[u'aapp', u'phsu']	[u'RXNORM']
"CO-RENITEN (ENALAPRIL MALEATE, HYDROCHLOROTHIAZIDE)"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PAIN CREAM"	C1378128	Cream	[u'bodm']	[u'RXNORM']
"AMOXICILLIN/CLAVULANATE (AUGMENTIN)"	C0054066	Amoxicillin / Clavulanate	[u'phsu']	[u'RXNORM']
"AMOXICILLIN/CLAVULANATE (AUGMENTIN)"	C0591132	Augmentin	[u'antb', u'orch']	[u'RXNORM']
