UTTERANCE	CUI	PT	ST	SOURCES
"AMOXICILLIN/CLAVULANIC ACID (AUGMENTIN)"	C0054066	Amoxicillin / Clavulanate	[u'phsu']	[u'RXNORM']
"AMOXICILLIN/CLAVULANIC ACID (AUGMENTIN)"	C0591132	Augmentin	[u'antb', u'orch']	[u'RXNORM']
"BLUSH POWDER"	C0032861	Powder dose form	[u'bodm']	[u'RXNORM']
"MACROGOL/POTASSIUM CHLORIDE/SODIUM BICARBONATE/SODIUM CHLORIDE/SODI..."	C0718014	Potassium Chloride / Sodium Chloride	[u'phsu']	[u'RXNORM']
"MACROGOL/POTASSIUM CHLORIDE/SODIUM BICARBONATE/SODIUM CHLORIDE/SODI..."	C0032483	Polyethylene Glycols	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MACROGOL/POTASSIUM CHLORIDE/SODIUM BICARBONATE/SODIUM CHLORIDE/SODI..."	C0973231	bicarbonate ion	[u'inch']	[u'RXNORM']
"UNSPECIFIED NASAL SPRAY FOR ALLERGIES"	C0461725	Nasal Spray	[u'bodm']	[u'RXNORM']
"TRAMADOL HYDROCHLORIDE (TRAMADOL HYDROCHLORIDE) CAPSULE"	C2350089	tramadol hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"TRAMADOL HYDROCHLORIDE (TRAMADOL HYDROCHLORIDE) CAPSULE"	C2350089	tramadol hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"TRAMADOL HYDROCHLORIDE (TRAMADOL HYDROCHLORIDE) CAPSULE"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"COPPERTONE OIL FREE SPF 45 (AVOBENZONE/HOMOSALATE/OCTORYLENE/OCTISALAT"	C3541397	oil ingredients	[u'orch', u'phsu']	[u'ATC']
"COPPERTONE OIL FREE SPF 45 (AVOBENZONE/HOMOSALATE/OCTORYLENE/OCTISALAT"	C0097513	avobenzone	[u'orch', u'phsu']	[u'RXNORM']
"COPPERTONE OIL FREE SPF 45 (AVOBENZONE/HOMOSALATE/OCTORYLENE/OCTISALAT"	C0304631	homosalate	[u'orch', u'phsu']	[u'RXNORM']
"ALBYL-E (ACETYLSALICYLIC ACID)(ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALBYL-E (ACETYLSALICYLIC ACID)(ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BICARBONATE MOUTH RINSE"	C0026647	Mouthwash	[u'bodm']	[u'RXNORM']
"BICARBONATE MOUTH RINSE"	C0973231	bicarbonate ion	[u'inch']	[u'RXNORM']
"ACECOL            (TEMOCAPRIL HYDROCHLORIDE)"	C0753183	Temocapril	[u'orch', u'phsu']	[u'ATC']
"5-HT3 (NO PREF. NAME)"	C0028128	Nitric Oxide	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"TRIEST COMPOUNDED HORMONE CREAM"	C1378128	Cream	[u'bodm']	[u'RXNORM']
"ASPIRIN CARDIO (ACETYLSALICYCLIC ACID) (FILM-COATED TABLET))"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ASPIRIN CARDIO (ACETYLSALICYCLIC ACID) (FILM-COATED TABLET))"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ASPIRIN CARDIO (ACETYLSALICYCLIC ACID) (FILM-COATED TABLET))"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE) (UNKNOWN)?"	C0087162	Vitamin B6	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE) (UNKNOWN)?"	C0700496	Pyridoxine Hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"ADOAIR (SERETIDE) (FLUTICASONE PROPIONATE, SALMETEROL XINAFOATE)"	C0117996	Fluticasone propionate	[u'orch', u'phsu']	[u'RXNORM']
"ADOAIR (SERETIDE) (FLUTICASONE PROPIONATE, SALMETEROL XINAFOATE)"	C0245531	Salmeterol xinafoate	[u'orch', u'phsu']	[u'RXNORM']
"MULTI-VIT TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"IMMUNE GLOBULIN   10GRAMS   TALECRIS"	C0021027	Immunoglobulins	[u'aapp', u'imft']	[u'ATC']
"IMMUNE GLOBULIN   10GRAMS   TALECRIS"	C0085297	Immunoglobulins, Intravenous	[u'aapp', u'imft', u'phsu']	[u'RXNORM']
"IMMUNE GLOBULIN   10GRAMS   TALECRIS"	C2702333	Immunoglobulin G, Human	[u'aapp', u'imft', u'phsu']	[u'RXNORM']
"ETOPOSIDE INJ. 1G/50ML - BEN VENUE LABS, INC."	C0035100	Chymosin	[u'aapp', u'enzy']	[u'RXNORM']
"ETOPOSIDE INJ. 1G/50ML - BEN VENUE LABS, INC."	C0015133	Etoposide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ETOPOSIDE INJ. 1G/50ML - BEN VENUE LABS, INC."	C1272883	Injection	[u'bodm']	[u'RXNORM']
"LEVOTHYROXINE (LEVOTHYROXINE /00587301/)"	C0040165	levothyroxine	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"LEVOTHYROXINE (LEVOTHYROXINE /00587301/)"	C0040165	levothyroxine	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"COMPOUNDED THYROID EXTRACT"	C3540038	THYROID DIAGNOSTIC RADIOPHARMACEUTICALS	[u'irda']	[u'ATC']
"FUTHAN (NAFAMOSTAT MESILATE) (AMV)"	C3645051	mesylate	[u'orch']	[u'RXNORM']
"PHENYLEPHRINE HYDROCHLORIDE/GUAIFENESIN/PHENYLPROPANOLAMINE HYDROCHLOR"	C0031470	Phenylephrine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"PHENYLEPHRINE HYDROCHLORIDE/GUAIFENESIN/PHENYLPROPANOLAMINE HYDROCHLOR"	C0717803	Guaifenesin / Phenylpropanolamine	[u'phsu']	[u'RXNORM']
"SPIGELIA 30X"	C3486732	Spigelia marilandica root extract	[u'orch', u'phsu']	[u'RXNORM']
"ULTRAM (TRAMADOL HYDROCHLORIDE) (TRAMADOL HYDROCHLORDIE)"	C0724054	Ultram	[u'orch', u'phsu']	[u'RXNORM']
"ULTRAM (TRAMADOL HYDROCHLORIDE) (TRAMADOL HYDROCHLORDIE)"	C2350089	tramadol hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"ULTRAM (TRAMADOL HYDROCHLORIDE) (TRAMADOL HYDROCHLORDIE)"	C0040610	Tramadol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HYDROCODONE/APAA"	C0020264	Hydrocodone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LAC B (LACTOBACILLUS BIFIDUS, LYPHILIZED)"	C0772177	Lactobacillus bifidus	[u'bact']	[u'RXNORM']
"VOLVIX (MANGANESE CHLORIDE_ZINC SULFATE HYDRATE COMBINED DRUG)"	C0720930	Hyrex Brand of Dimenhydrinate	[u'orch', u'phsu']	[u'RXNORM']
"VOLVIX (MANGANESE CHLORIDE_ZINC SULFATE HYDRATE COMBINED DRUG)"	C0065642	manganese chloride	[u'inch', u'phsu']	[u'RXNORM']
"VOLVIX (MANGANESE CHLORIDE_ZINC SULFATE HYDRATE COMBINED DRUG)"	C0078794	Zinc Sulfate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"CELUCURINE (SUXAMETHONIUM) (SUXAMETHONIUM)"	C0038627	Succinylcholine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CELUCURINE (SUXAMETHONIUM) (SUXAMETHONIUM)"	C0038627	Succinylcholine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CENTRUM SILVER              "	C0037125	Silver	[u'elii']	[u'ATC']
"CENTRUM SILVER              "	C0947651	Silver preparation	[u'phsu']	[u'RXNORM']
"RADIATION THERAPY (NO INGREDIENTS/SUBCUTANCES)"	C0028128	Nitric Oxide	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"ECOSPRIN-AV (ASPIRIN + ATORVASTATIN)"	C0286651	atorvastatin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ECOSPRIN-AV (ASPIRIN + ATORVASTATIN)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TRIMEBUTINE MALEATE (PREPARATION FOR ORAL USE (NOS))"	C0877833	Trimebutine Maleate Salt	[u'orch', u'phsu']	[u'RXNORM']
"METHOCARBAMOL + CODEINE"	C0009214	Codeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METHOCARBAMOL + CODEINE"	C0025659	Methocarbamol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"UNKNOWN EYE DROP SOLUTION"	C0029083	Ophthalmic Solution	[u'bodm']	[u'RXNORM']
"REBAMIPIDE MEIJI"	C0069562	rebamipide	[u'orch', u'phsu']	[u'ATC']
"OXYCODONE/APAP 5/325 TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"OXYCODONE/APAP 5/325 TABLETS"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"OXYCODONE/APAP 5/325 TABLETS"	C0030049	Oxycodone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FUROSEMID HEXAL 40 MG TABLETT"	C0016860	Furosemide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FUROSEMID HEXAL 40 MG TABLETT"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"DIPROBASE OINTMENT (PARAFFIN, LIQUID, WHITE SOFT PARAFFIN)"	C0028912	Ointments	[u'bodm']	[u'RXNORM']
"DIPROBASE OINTMENT (PARAFFIN, LIQUID, WHITE SOFT PARAFFIN)"	C0030415	Paraffin	[u'bodm', u'orch']	[u'RXNORM']
"DIPROBASE OINTMENT (PARAFFIN, LIQUID, WHITE SOFT PARAFFIN)"	C0031262	Petrolatum	[u'orch', u'phsu']	[u'RXNORM']
"BISOPROLOL-5MG"	C0053799	Bisoprolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SODIUM CHLORIDE / POTASSIUM CHLORIDE"	C0032825	Potassium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"SODIUM CHLORIDE / POTASSIUM CHLORIDE"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"LEXOTAN - 3 MG CAPSULE RIGIDE"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"LEXOTAN - 3 MG CAPSULE RIGIDE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"ALKA SELTZER SINUS AND COUGH"	C0051166	Alka-Seltzer	[u'orch', u'phsu']	[u'RXNORM']
"DULOXETINE HYDROCHLORIDE/DULOXETINE"	C1505020	duloxetine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"BEMETIZIDE AND TRIAMTERENE"	C0040869	Triamterene	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BEMETIZIDE AND TRIAMTERENE"	C0057293	dehydrosanol	[u'orch', u'phsu']	[u'RXNORM']
"CAELYN (PEGYLATED LIPOSOMAL DOXORUBICIN HCL) (DOXORUBICIN HYDROCHLORID"	C0546861	Doxorubicin Hydrochloride	[u'antb', u'orch']	[u'RXNORM']
"CAELYN (PEGYLATED LIPOSOMAL DOXORUBICIN HCL) (DOXORUBICIN HYDROCHLORID"	C0546861	Doxorubicin Hydrochloride	[u'antb', u'orch']	[u'RXNORM']
"ISCOVER (CLOPIDOGREL SULFATE (600 MILLIGRAM)"	C3536965	Sulfate Ion	[u'elii', u'phsu']	[u'RXNORM']
"ISCOVER (CLOPIDOGREL SULFATE (600 MILLIGRAM)"	C0070166	clopidogrel	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALDACTONE 100 MG FILMTABLETTEN"	C0990352	Spironolactone 100 MG	[u'clnd']	[u'RXNORM']
"BALSAMORHINOL (EPHEDRINE, BERGAMOT OIL, AURANTIN, LEVOMENOL)"	C0014479	Ephedrine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BALSAMORHINOL (EPHEDRINE, BERGAMOT OIL, AURANTIN, LEVOMENOL)"	C0105754	bergamot oil	[u'orch']	[u'RXNORM']
"BALSAMORHINOL (EPHEDRINE, BERGAMOT OIL, AURANTIN, LEVOMENOL)"	C0053774	bisabolol	[u'orch', u'phsu']	[u'RXNORM']
"BALSAMORHINOL (EPHEDRINE, BERGAMOT OIL, AURANTIN, LEVOMENOL)"	C3256398	alpha-bisabolol, (+-)-	[u'orch']	[u'RXNORM']
"AARANE (ALLERGOSPASMIN)"	C0012694	Cromolyn Sodium	[u'orch', u'phsu']	[u'RXNORM']
"FE INFUSIONS"	C3848561	ferric cation	[u'elii', u'phsu']	[u'RXNORM']
"PROGESTRON SR ESTROGEN"	C0014939	Estrogens	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"DIOVAN / DIOVAN HCT"	C0719950	Diovan HCT	[u'orch', u'phsu']	[u'RXNORM']
"GHRH (GHRH) (SOMATORELIN ACETATE)"	C0000975	Acetate	[u'orch', u'phsu']	[u'RXNORM']
"GHRH (GHRH) (SOMATORELIN ACETATE)"	C1961852	Somatorelin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"D?RIBOSE"	C0035549	Ribose	[u'orch']	[u'RXNORM']
"DALFAGAN (PRACETAMOL) (PARACETAMOL)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VALTEC [VALSARTAN]"	C0216784	valsartan	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"I.V FLUIDS (I.V SOLUTIONS)"	C3654018	IV solutions used in parenteral administration of fluids, electrolytes and nutrients	[u'phsu']	[u'ATC']
"ANTIPSORIATIC FOR TOPICAL USE"	C1874314	ANTIPSORIATICS	[u'phsu']	[u'ATC']
"PARAPRES 32 MG COMPRIMIDOS"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"ERYFER (ASCORBIC ACID\FERROUS SULFATE\SODIUM BICARBONATE)"	C0074722	Sodium Bicarbonate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ERYFER (ASCORBIC ACID\FERROUS SULFATE\SODIUM BICARBONATE)"	C0717440	Ascorbic Acid / ferrous sulfate	[u'phsu']	[u'RXNORM']
"ANTIFUNGAL SHAMPOO"	C0718566	Anti-Fungal	[u'orch', u'phsu']	[u'RXNORM']
"DOUBLE TUSSIN DM DXTROMETH 30 MG; GUAIF 200 MG; ELGE,"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"DOUBLE TUSSIN DM DXTROMETH 30 MG; GUAIF 200 MG; ELGE,"	C0011816	Dextromethorphan	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DOUBLE TUSSIN DM DXTROMETH 30 MG; GUAIF 200 MG; ELGE,"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"DOUBLE TUSSIN DM DXTROMETH 30 MG; GUAIF 200 MG; ELGE,"	C0720733	Guaifed	[u'orch', u'phsu']	[u'RXNORM']
"VITAMIN C?BIOFLAVINOIDS?RH"	C0035493	Rhodium	[u'elii']	[u'RXNORM']
"VITAMIN C?BIOFLAVINOIDS?RH"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"AMITORIDE + HYDROCHLOROTHIAZIDE (TIALORIDE MITE)"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LOPRESSOR (METOPROLOL TARTRATE) (UNKNOWN)?"	C0700776	Lopressor	[u'orch', u'phsu']	[u'RXNORM']
"LOPRESSOR (METOPROLOL TARTRATE) (UNKNOWN)?"	C0700548	Metoprolol Tartrate	[u'orch', u'phsu']	[u'RXNORM']
"ASPIRIN (ACETYLASTICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"RHEUMATREX (METHOTREXATE SODIUM) UNKNOWN"	C1513197	Rheumatrex	[u'aapp', u'phsu']	[u'RXNORM']
"RHEUMATREX (METHOTREXATE SODIUM) UNKNOWN"	C0949359	Methotrexate Sodium	[u'orch', u'phsu']	[u'RXNORM']
"LOCUASTI SODIUM"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"LOCUASTI SODIUM"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"LOCUASTI SODIUM"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"PROTAMIN                           /00187402/"	C0033603	Protamines	[u'aapp', u'bacs', u'phsu']	[u'RXNORM', u'ATC']
"ASPIRIN / BABY ASPIRIN"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LOTRIMIN CR"	C0699670	Lotrimin	[u'orch', u'phsu']	[u'RXNORM']
"VITAMIN B12 (CYCANOCOBALMIN)"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"FISH OIL WITH D"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"IMMUNOGLOBULIN / IMMUNOGLOBULINS"	C0021027	Immunoglobulins	[u'aapp', u'imft']	[u'ATC']
"IMMUNOGLOBULIN / IMMUNOGLOBULINS"	C0021027	Immunoglobulins	[u'aapp', u'imft']	[u'ATC']
"ARMOUR THYROID (THYROTD) (60 MILLIGRAM, TABLETS)"	C0718658	Armour Thyroid	[u'orch', u'phsu']	[u'RXNORM']
"ARMOUR THYROID (THYROTD) (60 MILLIGRAM, TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"NOVOLOG SOLUTION 5 UNITS SQ TID AC"	C0939412	NovoLog	[u'aapp', u'phsu']	[u'RXNORM']
"DOXYCYCLINE (DOXYCYCLINE MONOHYDRATE) UNKNOWN"	C0013090	Doxycycline	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"DOXYCYCLINE (DOXYCYCLINE MONOHYDRATE) UNKNOWN"	C0700451	Doxycycline Monohydrate	[u'antb', u'orch']	[u'RXNORM']
"HUMAN PROTHROMBINIC COMPLEX"	C2828369	prothrombin, human	[u'aapp', u'bacs', u'phsu']	[u'RXNORM']
"FENTANYL PATCH   75MCG/HR    MYLAN"	C0015846	Fentanyl	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALBUTEROL RESPIRATORY TREATMENT"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ACETAMINOPHEN INFANT GRAPE 100 MG/ML 289"	C0982928	Acetaminophen 100 MG/ML	[u'clnd']	[u'RXNORM']
"NITROGLYCERINE (NITROGLYCERIN) (GLYCERYL TRINITRATE)"	C0017887	Nitroglycerin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NITROGLYCERINE (NITROGLYCERIN) (GLYCERYL TRINITRATE)"	C0017887	Nitroglycerin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NITROGLYCERINE (NITROGLYCERIN) (GLYCERYL TRINITRATE)"	C0017887	Nitroglycerin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SULFA PLUS (CLIOQUINOL, PAPAVERINE HYDROCHLORIDE, SULFAGUANIDINE, VITA"	C0021978	Clioquinol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SULFA PLUS (CLIOQUINOL, PAPAVERINE HYDROCHLORIDE, SULFAGUANIDINE, VITA"	C0700461	Papaverine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"SULFA PLUS (CLIOQUINOL, PAPAVERINE HYDROCHLORIDE, SULFAGUANIDINE, VITA"	C0038681	Sulfaguanidine	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"SUSTANCE GEL"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"ANESTEZIN CREAM"	C1378128	Cream	[u'bodm']	[u'RXNORM']
