UTTERANCE	CUI	PT	ST	SOURCES
"ZICAM COLD REMEDY NASAL GEL  MATRIX INITIATIVES"	C4050026	Matrix	[u'orch', u'phsu']	[u'RXNORM']
"ARFORMOTEROL TARTRATE INHALATION SOLUTION (15 UG)"	C1154181	Inhalant Solution	[u'bodm']	[u'RXNORM']
"ARFORMOTEROL TARTRATE INHALATION SOLUTION (15 UG)"	C1814684	Arformoterol Tartrate	[u'orch', u'phsu']	[u'RXNORM']
"MEMBAL 50 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"INFLUENZA (VAXIGRIP) (UNKNOWN)"	C0021403	Influenza virus vaccine	[u'imft', u'phsu']	[u'ATC']
"NIFLAN(PRANOPROFEN)"	C0072652	pyranoprofen	[u'orch', u'phsu']	[u'ATC']
"BELOC ZOK MITE RETARD TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"BERIPLEX P/N/00357601/ (PLASMA PROTEIN FRACTION HUMAN)"	C0071214	plasma protein fraction	[u'aapp', u'bacs', u'phsu']	[u'RXNORM']
"LOTONEL (TORASEMIDE)"	C0076840	torsemide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"GLUCOSAMINE CHONDROITIN FLAX SEED OIL (GLUCOSAMINE, CHONDROITIN SULFATE)"	C0023754	Linseed Oil	[u'food', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"GLUCOSAMINE CHONDROITIN FLAX SEED OIL (GLUCOSAMINE, CHONDROITIN SULFATE)"	C0017718	Glucosamine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"GLUCOSAMINE CHONDROITIN FLAX SEED OIL (GLUCOSAMINE, CHONDROITIN SULFATE)"	C0017718	Glucosamine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"GLUCOSAMINE CHONDROITIN FLAX SEED OIL (GLUCOSAMINE, CHONDROITIN SULFATE)"	C0008466	Chondroitin Sulfates	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"STANDARD THERAPY GROUP: TACROLIMUS"	C0085149	Tacrolimus	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PLAQUINAL (HYDROXYCHLOROQUINE PHOSPHATE)"	C1601799	phosphate ion	[u'elii', u'phsu']	[u'RXNORM']
"PLAQUINAL (HYDROXYCHLOROQUINE PHOSPHATE)"	C0020336	Hydroxychloroquine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LANSOPRAZOL (ANTAID)"	C0050940	lansoprazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ZELBORAF 240MG TAB GENENTEC"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ZELBORAF 240MG TAB GENENTEC"	C3192267	Zelboraf	[u'orch', u'phsu']	[u'RXNORM']
"GRANULOCYTE COLONY STIMULATING STIMULATING FACTOR"	C0009392	Colony-Stimulating Factors	[u'aapp', u'bacs']	[u'ATC']
"ALUMHYDROX W/MAGNCARB/MAGNHYDROX/SIMETHICONE (ALUMHYDROX W/MAGNCARB/MAGNHYDROX/SIMETHICONE)"	C0037138	Simethicone	[u'orch', u'phsu']	[u'RXNORM']
"ALUMHYDROX W/MAGNCARB/MAGNHYDROX/SIMETHICONE (ALUMHYDROX W/MAGNCARB/MAGNHYDROX/SIMETHICONE)"	C0037138	Simethicone	[u'orch', u'phsu']	[u'RXNORM']
"FISH OIL OMEGA-3 FATTY ACIDS (FISH OIL)"	C0015689	Omega-3 Fatty Acids	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"FISH OIL OMEGA-3 FATTY ACIDS (FISH OIL)"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"FISH OIL OMEGA-3 FATTY ACIDS (FISH OIL)"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"FLAXSEED OIL (LINUM USITATISSIMUM SEED OILD)"	C0023754	Linseed Oil	[u'food', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"APO-SERTRALINE /01011401/ (SERTRALINE)"	C0074393	Sertraline	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"APO-SERTRALINE /01011401/ (SERTRALINE)"	C0074393	Sertraline	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NAT-RUL PSYLLIUM SEED HUSK"	C0353946	Ispaghula husk	[u'orch', u'phsu']	[u'RXNORM']
"ESSAVEN [AESCULUS HIPPOCASTANUM EXTRACT;CHELIDONINE;CRATAEGUS LAEVIGAT"	C0994438	Horse Chestnut Preparation	[u'orch', u'phsu']	[u'RXNORM']
"ESSAVEN [AESCULUS HIPPOCASTANUM EXTRACT;CHELIDONINE;CRATAEGUS LAEVIGAT"	C3255598	Hawthorn leaf with flower extract	[u'orch', u'phsu']	[u'RXNORM']
"ACT MOUTHWASH"	C0026647	Mouthwash	[u'bodm']	[u'RXNORM']
"SALICYLATE NOS (NOT SPECIFIED)"	C0036075	salicylate	[u'orch', u'phsu']	[u'RXNORM']
"PROVENTIL INHALER (ALBUTEROL SULFATE) OD"	C0699770	Proventil	[u'orch', u'phsu']	[u'RXNORM']
"PROVENTIL INHALER (ALBUTEROL SULFATE) OD"	C0543495	Albuterol Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"ROSE GERANIUM IN SESAME OIL SPRAY"	C0304113	Rose oil	[u'orch']	[u'RXNORM']
"ROSE GERANIUM IN SESAME OIL SPRAY"	C3256256	ROSA CENTIFOLIA FLOWER OIL	[u'orch']	[u'RXNORM']
"ROSE GERANIUM IN SESAME OIL SPRAY"	C3665568	Pelargonium graveolens whole extract	[u'orch', u'phsu']	[u'RXNORM']
"ROSE GERANIUM IN SESAME OIL SPRAY"	C0036845	Sesame Oil	[u'food', u'orch', u'phsu']	[u'RXNORM']
"ETONOGESTREL (BATCH #: 538273/619089)"	C0047683	Etonogestrel	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"RIVOTRIL 2 MG, COMPRIME QUADRISECABLE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"RIVOTRIL 2 MG, COMPRIME QUADRISECABLE"	C0699317	Rivotril	[u'orch', u'phsu']	[u'RXNORM']
"HEPATITIS B IMMUNOGLOBULINS (HEPATITIS B IMMUNOGLOBULINS)"	C0062525	hepatitis B immune globulin	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"HEPATITIS B IMMUNOGLOBULINS (HEPATITIS B IMMUNOGLOBULINS)"	C0062525	hepatitis B immune globulin	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"DIFFU K GELULE"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"FLUNISOLIDE 250MCG/MENTHOL"	C0025368	Menthol	[u'orch', u'phsu']	[u'RXNORM']
"FLUNISOLIDE 250MCG/MENTHOL"	C0060501	flunisolide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PREMARINS (ESTROGENS, CONJUGATED)"	C0014939	Estrogens	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"PREMARINS (ESTROGENS, CONJUGATED)"	C3537250	ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	[u'horm', u'orch', u'phsu']	[u'ATC']
"PREMARINS (ESTROGENS, CONJUGATED)"	C3541386	Estrogens, endocrine therapy drugs	[u'horm', u'orch', u'phsu']	[u'ATC']
"MECLIZINE   /00072801/ (MECLOZINE)"	C0025039	Meclizine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MECLIZINE   /00072801/ (MECLOZINE)"	C0025039	Meclizine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"XIFAXIN(TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ALBUMIN ^NORDISK^"	C0001924	Albumins	[u'aapp', u'bacs']	[u'ATC']
"ZINERYT LOTION"	C0544341	Lotion	[u'bodm']	[u'RXNORM']
"CARBAMAZEPINE TABLETS USP (CHEWABLE), 100 MG"	C1245301	Carbamazepine Oral Tablet	[u'clnd']	[u'RXNORM']
"CARBAMAZEPINE TABLETS USP (CHEWABLE), 100 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"TOP CARE OR TYLENOL"	C0699142	Tylenol	[u'orch', u'phsu']	[u'RXNORM']
"PAREGORIC USP 29"	C0070108	paregoric	[u'orch', u'phsu']	[u'RXNORM']
"PLAVIX (AFTER EVENT)"	C0633084	Plavix	[u'orch', u'phsu']	[u'RXNORM']
"ALVEDON (PARACETAMOL"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PROPO-N/APAP 100-650- TEVA"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"OMEGA-3 FISH OIL (SALMO SALAR OIL)"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"OMEGA-3 FISH OIL (SALMO SALAR OIL)"	C3541397	oil ingredients	[u'orch', u'phsu']	[u'ATC']
"HYDROCODONE/ACETAMINIPHEN"	C0020264	Hydrocodone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DOXETAXEL 44 MG IV (AVENTIS)"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"LOESTRIN 1.5/30 (ETHINYLESTRADIOL,NORETHISTERONE ACETATE)"	C0015011	Ethinyl Estradiol	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LOESTRIN 1.5/30 (ETHINYLESTRADIOL,NORETHISTERONE ACETATE)"	C0068980	norethindrone acetate	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"DISCOTRINE (GLYCERYL TRINITRATE) (10 MG, TRANSDERMAL PATCH) (TRINITRATE)"	C0017887	Nitroglycerin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DISCOTRINE (GLYCERYL TRINITRATE) (10 MG, TRANSDERMAL PATCH) (TRINITRATE)"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"DISCOTRINE (GLYCERYL TRINITRATE) (10 MG, TRANSDERMAL PATCH) (TRINITRATE)"	C0991556	Transdermal System	[u'medd']	[u'RXNORM']
"TERSYSOM FOAM"	C0991510	Foam drug form	[u'bodm']	[u'RXNORM']
"KROGER BRAND VITAMIN C 500MG"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"NON FLUORIDE WATER"	C0043047	Water	[u'inch', u'phsu']	[u'RXNORM']
"NON FLUORIDE WATER"	C3541971	Fluoride supplements	[u'phsu']	[u'ATC']
"BENADRYL 'WARNER-LAMBERT^/USA/(DIPHENHDRAMINE HYDROCHLORIDE)"	C0700899	Benadryl	[u'orch', u'phsu']	[u'RXNORM']
"DL-METHYLEPHEDRINE HYDROCHLORIDE (DL-METHYLEPHEDRINE HYDROCHLORIDE) UN"	C2699793	METHYLEPHEDRINE HYDROCHLORIDE, DL-	[u'orch', u'phsu']	[u'RXNORM']
"DL-METHYLEPHEDRINE HYDROCHLORIDE (DL-METHYLEPHEDRINE HYDROCHLORIDE) UN"	C2699793	METHYLEPHEDRINE HYDROCHLORIDE, DL-	[u'orch', u'phsu']	[u'RXNORM']
"AVEENO ACTIVE NATURALS POSITIVELY RADIANT TINTED MOISTURIZER SPF 30 FAIR/LIGHT"	C2949246	Aveeno Active Naturals	[u'orch', u'phsu']	[u'RXNORM']
"VICODINE (PARACETAMOL, HYDROCODONE BITARTRATE)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VICODINE (PARACETAMOL, HYDROCODONE BITARTRATE)"	C0546868	Hydrocodone Bitartrate	[u'orch', u'phsu']	[u'RXNORM']
"(ATARAX /000584701/)"	C0684229	Atarax	[u'orch', u'phsu']	[u'RXNORM']
"ALENDRONATE/CHOLECA"	C0102118	Alendronate	[u'orch', u'phsu']	[u'RXNORM']
"INSULATARD FLEXPEN 100 UI/ML SUSPENSION INYECTABLE EN UNA PLUMA PRECAR"	C0038960	Suspensions	[u'bodm']	[u'RXNORM']
"INSULATARD FLEXPEN 100 UI/ML SUSPENSION INYECTABLE EN UNA PLUMA PRECAR"	C0307071	Novolin N	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"BC POWDERS (ASA + SALICYLAMIDE)"	C0032861	Powder dose form	[u'bodm']	[u'RXNORM']
"BC POWDERS (ASA + SALICYLAMIDE)"	C0036071	salicylamide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BC POWDERS (ASA + SALICYLAMIDE)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NEW THYROID MEDICAITON"	C3540038	THYROID DIAGNOSTIC RADIOPHARMACEUTICALS	[u'irda']	[u'ATC']
"RISEDRONATE       (RISEDRONIC ACID)"	C0246719	Risedronate	[u'orch', u'phsu']	[u'RXNORM']
"RISEDRONATE       (RISEDRONIC ACID)"	C0140610	risedronic acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BETAMETHASON//BETAMETHASONE"	C0005308	Betamethasone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"XPECT-PE"	C1629830	Xpect PE	[u'orch', u'phsu']	[u'RXNORM']
"B.T.ENEMA"	C0993595	Enema	[u'bodm']	[u'RXNORM']
"TRIMETOPRIM SULFA (SULFAMETHOXAZOLE, TRIMETHOPRIM)"	C0038689	Sulfamethoxazole	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"TRIMETOPRIM SULFA (SULFAMETHOXAZOLE, TRIMETHOPRIM)"	C0041041	Trimethoprim	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"PHARMALGEN 9801) APIS MELLIFERA (PHARMALGEN (801) APIS MELIFERA)"	C0939871	Apis mellifera preparation	[u'orch', u'phsu']	[u'RXNORM']
"PHARMALGEN 9801) APIS MELLIFERA (PHARMALGEN (801) APIS MELIFERA)"	C0795657	alpha 1-proteinase inhibitor, human	[u'aapp', u'imft', u'phsu']	[u'RXNORM']
"ASTOMIN                 (DIMEMORFAN PHOSPHATE)"	C1601799	phosphate ion	[u'elii', u'phsu']	[u'RXNORM']
"ASTOMIN                 (DIMEMORFAN PHOSPHATE)"	C0058193	dimemorfan	[u'orch', u'phsu']	[u'ATC']
"DECAN//DEXAMETHASONE"	C0011777	Dexamethasone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"GENSULIN M30 (INSULIN HUMAN, INSULIN HUMAN INJECTION, ISOPHANE)"	C0795635	Regular Insulin, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"GENSULIN M30 (INSULIN HUMAN, INSULIN HUMAN INJECTION, ISOPHANE)"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"GENSULIN M30 (INSULIN HUMAN, INSULIN HUMAN INJECTION, ISOPHANE)"	C0795635	Regular Insulin, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"HUMULIN N, NOVOLIN N"	C0306370	Humulin N	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"HUMULIN N, NOVOLIN N"	C0307071	Novolin N	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"ACETYLSALISYLIC ACID (ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DURATEARS FREE SINGLE DOSE EYEDROPS"	C0015399	Eye Drops	[u'bodm']	[u'RXNORM']
"VIT C GUMMIE"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"DIPHENHTDRAMINE 25 MG  PHARMACEUTICAL ASSOCIATES"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CIBALENA (NCH) (CAFFEINE CITRATE, ACETYLSALICYLIC ACID, ACETAMINOPHEN "	C0054436	caffeine citrate	[u'orch', u'phsu']	[u'RXNORM']
"CIBALENA (NCH) (CAFFEINE CITRATE, ACETYLSALICYLIC ACID, ACETAMINOPHEN "	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CIBALENA (NCH) (CAFFEINE CITRATE, ACETYLSALICYLIC ACID, ACETAMINOPHEN "	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CHLORPHENIRAMINE MALEATE/DEXCHLORPHENIRAMINE MALEATE"	C0137440	Dexchlorpheniramine maleate	[u'orch', u'phsu']	[u'RXNORM']
"CHLORPHENIRAMINE MALEATE/DEXCHLORPHENIRAMINE MALEATE"	C0546857	Chlorpheniramine Maleate	[u'orch', u'phsu']	[u'RXNORM']
"IDAMYCIN POWDER, STERILE"	C0032861	Powder dose form	[u'bodm']	[u'RXNORM']
"IDAMYCIN POWDER, STERILE"	C0728795	Idamycin	[u'antb', u'orch']	[u'RXNORM']
"DEFIBROTIDE 20 - 30 MG/KG/DAY (Q6H)"	C0057257	defibrotide	[u'nnon', u'phsu']	[u'RXNORM', u'ATC']
"DEFIBROTIDE 20 - 30 MG/KG/DAY (Q6H)"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"DEFIBROTIDE 20 - 30 MG/KG/DAY (Q6H)"	C4083210	defibrotide, bovine lung	[u'nnon', u'phsu']	[u'RXNORM']
"RANIBIZUMAB 10MG/ML, 0.3 ML/VIAL"	C1566537	ranibizumab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"UNSPECIFIED CREAM PRODUCT"	C1378128	Cream	[u'bodm']	[u'RXNORM']
"DICLOFENAC (WATSON LABORATORIES) (DICLOFENAC POTASSIUM) TABLET, 50MG"	C0012091	Diclofenac	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DICLOFENAC (WATSON LABORATORIES) (DICLOFENAC POTASSIUM) TABLET, 50MG"	C0282131	Diclofenac Potassium	[u'orch', u'phsu']	[u'RXNORM']
"DICLOFENAC (WATSON LABORATORIES) (DICLOFENAC POTASSIUM) TABLET, 50MG"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ASTHMA COR"	C0056331	cordycepin	[u'nnon', u'phsu']	[u'RXNORM']
"PLAVIX (CLOPIDOGREL BITARTRATE)"	C0633084	Plavix	[u'orch', u'phsu']	[u'RXNORM']
"PLAVIX (CLOPIDOGREL BITARTRATE)"	C0070166	clopidogrel	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FLUOCINONIDE ACETATE"	C0000975	Acetate	[u'orch', u'phsu']	[u'RXNORM']
"FLUOCINONIDE ACETATE"	C0016299	Fluocinonide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SUDAFED PE COLD"	C1634017	Sudafed PE	[u'orch', u'phsu']	[u'RXNORM']
"K DILT-XR 180MG CAP DILCOR-XR"	C0991505	Extended Release Oral Capsule	[u'bodm']	[u'RXNORM']
"K DILT-XR 180MG CAP DILCOR-XR"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"K DILT-XR 180MG CAP DILCOR-XR"	C1601858	Dilt	[u'orch', u'phsu']	[u'RXNORM']
"VITAMIN B12-FOLIC ACID (FOLGAMMA ^ANKERMANN^) (TABLETS)"	C0016410	Folic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"VITAMIN B12-FOLIC ACID (FOLGAMMA ^ANKERMANN^) (TABLETS)"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"VITAMIN B12-FOLIC ACID (FOLGAMMA ^ANKERMANN^) (TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ALLERGY SHOTS(ALLERGENIC EXTRACTS)"	C0002092	Allergens	[u'imft']	[u'ATC']
"ACETYLSALICYLIC ACID (ACETYSALICYLIC ACID"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NOVOLOG SLIDING SCALE INSULIN"	C0939412	NovoLog	[u'aapp', u'phsu']	[u'RXNORM']
"PANADEINE FORTE-CODEINE PHOSPHATE, PARACETAMOL"	C0009217	Codeine Phosphate	[u'orch', u'phsu']	[u'RXNORM']
"PANADEINE FORTE-CODEINE PHOSPHATE, PARACETAMOL"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METRONIDAZOL TAB 500MG"	C0025872	Metronidazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METRONIDAZOL TAB 500MG"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"COR-30"	C0056331	cordycepin	[u'nnon', u'phsu']	[u'RXNORM']
"ISMN 20 / ISOSORBIDMONONITRAT"	C0064079	Isosorbide Mononitrate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"OZAPEN (OZAGREL SODIUM) INJECTION"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"OZAPEN (OZAGREL SODIUM) INJECTION"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"OZAPEN (OZAGREL SODIUM) INJECTION"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"OZAPEN (OZAGREL SODIUM) INJECTION"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"TIROSINT / LEVOTHYROXINE SODIUM"	C0079691	Levothyroxine Sodium	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"TIROSINT / LEVOTHYROXINE SODIUM"	C1964481	Tirosint	[u'orch', u'phsu']	[u'RXNORM']
"SODIUM ACID PHOSPHATE (SODIUM PHOSPHATE MONOBASIC (ANHYDRATE))"	C0770578	Sodium Phosphate, Monobasic	[u'inch', u'phsu']	[u'RXNORM']
"SODIUM ACID PHOSPHATE (SODIUM PHOSPHATE MONOBASIC (ANHYDRATE))"	C0074757	sodium phosphate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"DEPO INJECTIONS"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"SITAGLIPTIN PHOSPHATE (ANTI-DIABETICS)"	C1667080	sitagliptin phosphate	[u'orch', u'phsu']	[u'RXNORM']
"BRONCHODUAL (FENOTEROL/IPRATROPIUM BROMIDE)"	C0700580	Ipratropium Bromide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BRONCHODUAL (FENOTEROL/IPRATROPIUM BROMIDE)"	C1827410	Fenoterol / Ipratropium	[u'phsu']	[u'RXNORM']
"CO?CODAMOL"	C2351132	Acetaminophen / Codeine	[u'phsu']	[u'RXNORM']
"PROVENTIL MDI (ALBUTEROL, ALBUTEROL SULFATE)"	C0993596	Metered Dose Inhaler	[u'medd']	[u'RXNORM']
"PROVENTIL MDI (ALBUTEROL, ALBUTEROL SULFATE)"	C0699770	Proventil	[u'orch', u'phsu']	[u'RXNORM']
"PROVENTIL MDI (ALBUTEROL, ALBUTEROL SULFATE)"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PROVENTIL MDI (ALBUTEROL, ALBUTEROL SULFATE)"	C0543495	Albuterol Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"CANDESARCOMP 16 MG/12,5 MG TABLETTEN"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CANDESARCOMP 16 MG/12,5 MG TABLETTEN"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CARBOUTHIUM-LITHIUM CARBNOATE"	C0023870	Lithium	[u'elii', u'phsu']	[u'RXNORM', u'ATC']
"CARBOUTHIUM-LITHIUM CARBNOATE"	C3540800	Lithium antipsychotics	[u'phsu']	[u'ATC']
"DEXAMPHETAMINE SUMPHATE"	C0011812	Dextroamphetamine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
