UTTERANCE	CUI	PT	ST	SOURCES
"CLINIMIX N9G15E (UNKNOWN) GLUCOSE, GLYCINE, ALANINE, SERINE, TYROSINE, LEUCINE, METHIONINE, PHENYLALANINE, VALINE, THREONINE, TRYPTOPHAN, L-, ISOLEUCINE, SODIUM ACETATE, PROLINE, LYSINE HYDROCHLORIDE, ARGININE HYDROCHLORIDE, HISTIDINE HYDROCHLORIDE, SODIUM CHLORIDE, POTASSIUM PHOSPHATE DIBASIC, MAGNESIUM CHLORIDE, CALCIUM CHLORIDE DIHYDRATE)"	C0142785	Sodium Acetate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CLINIMIX N9G15E (UNKNOWN) GLUCOSE, GLYCINE, ALANINE, SERINE, TYROSINE, LEUCINE, METHIONINE, PHENYLALANINE, VALINE, THREONINE, TRYPTOPHAN, L-, ISOLEUCINE, SODIUM ACETATE, PROLINE, LYSINE HYDROCHLORIDE, ARGININE HYDROCHLORIDE, HISTIDINE HYDROCHLORIDE, SODIUM CHLORIDE, POTASSIUM PHOSPHATE DIBASIC, MAGNESIUM CHLORIDE, CALCIUM CHLORIDE DIHYDRATE)"	C0033382	Proline	[u'aapp', u'bacs']	[u'RXNORM']
"CLINIMIX N9G15E (UNKNOWN) GLUCOSE, GLYCINE, ALANINE, SERINE, TYROSINE, LEUCINE, METHIONINE, PHENYLALANINE, VALINE, THREONINE, TRYPTOPHAN, L-, ISOLEUCINE, SODIUM ACETATE, PROLINE, LYSINE HYDROCHLORIDE, ARGININE HYDROCHLORIDE, HISTIDINE HYDROCHLORIDE, SODIUM CHLORIDE, POTASSIUM PHOSPHATE DIBASIC, MAGNESIUM CHLORIDE, CALCIUM CHLORIDE DIHYDRATE)"	C0024340	Lysine Hydrochloride	[u'aapp', u'bacs', u'phsu']	[u'RXNORM']
"CLINIMIX N9G15E (UNKNOWN) GLUCOSE, GLYCINE, ALANINE, SERINE, TYROSINE, LEUCINE, METHIONINE, PHENYLALANINE, VALINE, THREONINE, TRYPTOPHAN, L-, ISOLEUCINE, SODIUM ACETATE, PROLINE, LYSINE HYDROCHLORIDE, ARGININE HYDROCHLORIDE, HISTIDINE HYDROCHLORIDE, SODIUM CHLORIDE, POTASSIUM PHOSPHATE DIBASIC, MAGNESIUM CHLORIDE, CALCIUM CHLORIDE DIHYDRATE)"	C0301556	Arginine hydrochloride	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CLINIMIX N9G15E (UNKNOWN) GLUCOSE, GLYCINE, ALANINE, SERINE, TYROSINE, LEUCINE, METHIONINE, PHENYLALANINE, VALINE, THREONINE, TRYPTOPHAN, L-, ISOLEUCINE, SODIUM ACETATE, PROLINE, LYSINE HYDROCHLORIDE, ARGININE HYDROCHLORIDE, HISTIDINE HYDROCHLORIDE, SODIUM CHLORIDE, POTASSIUM PHOSPHATE DIBASIC, MAGNESIUM CHLORIDE, CALCIUM CHLORIDE DIHYDRATE)"	C2981337	histidine monohydrochloride	[u'aapp', u'phsu']	[u'RXNORM']
"CLINIMIX N9G15E (UNKNOWN) GLUCOSE, GLYCINE, ALANINE, SERINE, TYROSINE, LEUCINE, METHIONINE, PHENYLALANINE, VALINE, THREONINE, TRYPTOPHAN, L-, ISOLEUCINE, SODIUM ACETATE, PROLINE, LYSINE HYDROCHLORIDE, ARGININE HYDROCHLORIDE, HISTIDINE HYDROCHLORIDE, SODIUM CHLORIDE, POTASSIUM PHOSPHATE DIBASIC, MAGNESIUM CHLORIDE, CALCIUM CHLORIDE DIHYDRATE)"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"CLINIMIX N9G15E (UNKNOWN) GLUCOSE, GLYCINE, ALANINE, SERINE, TYROSINE, LEUCINE, METHIONINE, PHENYLALANINE, VALINE, THREONINE, TRYPTOPHAN, L-, ISOLEUCINE, SODIUM ACETATE, PROLINE, LYSINE HYDROCHLORIDE, ARGININE HYDROCHLORIDE, HISTIDINE HYDROCHLORIDE, SODIUM CHLORIDE, POTASSIUM PHOSPHATE DIBASIC, MAGNESIUM CHLORIDE, CALCIUM CHLORIDE DIHYDRATE)"	C0138037	Dibasic potassium phosphate	[u'inch', u'phsu']	[u'RXNORM']
"CLINIMIX N9G15E (UNKNOWN) GLUCOSE, GLYCINE, ALANINE, SERINE, TYROSINE, LEUCINE, METHIONINE, PHENYLALANINE, VALINE, THREONINE, TRYPTOPHAN, L-, ISOLEUCINE, SODIUM ACETATE, PROLINE, LYSINE HYDROCHLORIDE, ARGININE HYDROCHLORIDE, HISTIDINE HYDROCHLORIDE, SODIUM CHLORIDE, POTASSIUM PHOSPHATE DIBASIC, MAGNESIUM CHLORIDE, CALCIUM CHLORIDE DIHYDRATE)"	C0024472	Magnesium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"CLINIMIX N9G15E (UNKNOWN) GLUCOSE, GLYCINE, ALANINE, SERINE, TYROSINE, LEUCINE, METHIONINE, PHENYLALANINE, VALINE, THREONINE, TRYPTOPHAN, L-, ISOLEUCINE, SODIUM ACETATE, PROLINE, LYSINE HYDROCHLORIDE, ARGININE HYDROCHLORIDE, HISTIDINE HYDROCHLORIDE, SODIUM CHLORIDE, POTASSIUM PHOSPHATE DIBASIC, MAGNESIUM CHLORIDE, CALCIUM CHLORIDE DIHYDRATE)"	C0724543	Calcium Chloride Dihydrate	[u'inch', u'phsu']	[u'RXNORM']
"HYDROCO/APAP  5-500M   WATSON"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"COLCICHINE"	C0009262	Colchicine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PSYLLIUM (PLANTAGO AFRA) (PLANTAGO AFRA)"	C0033979	Psyllium	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"PLAVIX+ASPIRIN"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PLAVIX+ASPIRIN"	C0633084	Plavix	[u'orch', u'phsu']	[u'RXNORM']
"SAROTEN (SAROTEN RETARD-AMITRIPTYLINE HYDROCHLORIDE)  (NOT SPECIFIED)"	C0700523	Amitriptyline Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"SALINE (SODIUM CHLORIDE)(SODIUKM CHLORIDE)"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"SALINE (SODIUM CHLORIDE)(SODIUKM CHLORIDE)"	C0596019	Chloride Ion	[u'elii']	[u'RXNORM']
"ATHYMIL TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"EYELASH ENHANCERS: LI-LASH"	C3495095	lithium cation	[u'elii', u'phsu']	[u'RXNORM']
"GARLIC ALLIUM SATIVUM"	C0885057	Garlic preparation	[u'orch', u'phsu']	[u'RXNORM']
"GARLIC ALLIUM SATIVUM"	C0885057	Garlic preparation	[u'orch', u'phsu']	[u'RXNORM']
"TEFOR [METFORMIN]"	C0025598	Metformin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AMBIEN (ZOLPIDEM TARTRATE) (ZOLPIDEM  TARTRATE)"	C0487782	Ambien	[u'orch', u'phsu']	[u'RXNORM']
"AMBIEN (ZOLPIDEM TARTRATE) (ZOLPIDEM  TARTRATE)"	C0724725	Zolpidem tartrate	[u'orch', u'phsu']	[u'RXNORM']
"AMBIEN (ZOLPIDEM TARTRATE) (ZOLPIDEM  TARTRATE)"	C0724725	Zolpidem tartrate	[u'orch', u'phsu']	[u'RXNORM']
"BABY ASPIRIN (ACETALYSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MOPRAL (OMEPRZAOLE) CAPSULE, 20 MG"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"MOPRAL (OMEPRZAOLE) CAPSULE, 20 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CYCLOPHOSPHAMIDE W/DOXORUBICIN/PRED"	C0032952	Prednisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CYCLOPHOSPHAMIDE W/DOXORUBICIN/PRED"	C0044955	prednylidene	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CYCLOPHOSPHAMIDE W/DOXORUBICIN/PRED"	C0010583	Cyclophosphamide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CYCLOPHOSPHAMIDE W/DOXORUBICIN/PRED"	C0013089	Doxorubicin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"DOXYCYCLINE 100 MG RX 132 WRITTEN ON BLUE CAPSULES"	C0013090	Doxycycline	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"DOXYCYCLINE 100 MG RX 132 WRITTEN ON BLUE CAPSULES"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"DOXYCYCLINE 100 MG RX 132 WRITTEN ON BLUE CAPSULES"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"CARDIA 120 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CALCICHEW DE (CALCIUM CARBONATE, CHOLECALCIFEROL)"	C0719089	Calci-Chew	[u'orch', u'phsu']	[u'RXNORM']
"CALCICHEW DE (CALCIUM CARBONATE, CHOLECALCIFEROL)"	C0006681	Calcium Carbonate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"CALCICHEW DE (CALCIUM CARBONATE, CHOLECALCIFEROL)"	C0008318	Cholecalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ROSUVASTATIN CALCIUM/CRESTOR"	C1098080	Crestor	[u'orch', u'phsu']	[u'RXNORM']
"ROSUVASTATIN CALCIUM/CRESTOR"	C1101751	Rosuvastatin calcium	[u'orch', u'phsu']	[u'RXNORM']
"CODEINE PHOSPHATE WITH PARACETAMOL (CO-CODAMOL)"	C0009217	Codeine Phosphate	[u'orch', u'phsu']	[u'RXNORM']
"CODEINE PHOSPHATE WITH PARACETAMOL (CO-CODAMOL)"	C2351132	Acetaminophen / Codeine	[u'phsu']	[u'RXNORM']
"CODEINE PHOSPHATE WITH PARACETAMOL (CO-CODAMOL)"	C2351132	Acetaminophen / Codeine	[u'phsu']	[u'RXNORM']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C0017725	Glucose	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C0002520	Amino Acids	[u'aapp', u'bacs', u'phsu']	[u'ATC']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C0006699	Calcium Gluconate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C0024480	Magnesium Sulfate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C0032825	Potassium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C0074757	sodium phosphate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C0039840	Thiamine	[u'orch', u'vita']	[u'RXNORM', u'ATC']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C0015620	Famotidine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C0043481	Zinc	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C3541396	Zinc Supplements	[u'phsu']	[u'ATC']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"TPN (DEXTROSE, AMINO ACID, CALCIUM GLUCONATE, MAGNESIUM SULFATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM PHOSPHATE, MVI-12, THIAMINE, FAMOTIDINE, ZINC, ASCORBIC ACID, L-CARNITINE)"	C0087163	Levocarnitine	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"INACTIVE INGREDIENT OF ALCOHOL 21.6%"	C0001962	Ethanol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VOLTAREN (TABLETS) DICLOFENAC SODIUM"	C0699958	Voltaren	[u'orch', u'phsu']	[u'RXNORM']
"VOLTAREN (TABLETS) DICLOFENAC SODIUM"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"VOLTAREN (TABLETS) DICLOFENAC SODIUM"	C0700583	Diclofenac Sodium	[u'orch', u'phsu']	[u'RXNORM']
"OMNICEF /01130201/(CEFDINIR) CAPSULE, 300MG"	C0285868	Omnicef	[u'antb', u'orch']	[u'RXNORM']
"OMNICEF /01130201/(CEFDINIR) CAPSULE, 300MG"	C0060405	cefdinir	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"OMNICEF /01130201/(CEFDINIR) CAPSULE, 300MG"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"TRUVADA (EMTRICITABINE, TENOFIR DISOPROXIL FUMARATE)"	C1528494	Truvada	[u'nnon', u'phsu']	[u'RXNORM']
"TRUVADA (EMTRICITABINE, TENOFIR DISOPROXIL FUMARATE)"	C0909839	emtricitabine	[u'nnon', u'phsu']	[u'RXNORM', u'ATC']
"TRUVADA (EMTRICITABINE, TENOFIR DISOPROXIL FUMARATE)"	C0220833	fumarate	[u'orch', u'phsu']	[u'RXNORM']
"FE SUBSTITUTION"	C3848561	ferric cation	[u'elii', u'phsu']	[u'RXNORM']
"TYLENOL COLD + FLU PRODUCT"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TRIMETHOPRIM SULFA 800MG / 160MG GENERIC"	C0041041	Trimethoprim	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"BLOOD PRESSURE MEDICINES NOS"	C0003364	Antihypertensive Agents	[u'phsu']	[u'ATC']
"COLIMYCIN /00013206/ (COLISTIMETHATE SODIUM)"	C0009316	Colistin	[u'aapp', u'antb']	[u'RXNORM', u'ATC']
"COLIMYCIN /00013206/ (COLISTIMETHATE SODIUM)"	C0110462	Colistimethate sodium	[u'aapp', u'antb']	[u'RXNORM']
"BYSTOLIC AZILECT"	C1712038	Azilect	[u'orch', u'phsu']	[u'RXNORM']
"BYSTOLIC AZILECT"	C1995642	Bystolic	[u'orch', u'phsu']	[u'RXNORM']
"ZICAM NO DRIP NASAL GEL 2X MATRIXX INITIATIVES"	C0991526	Nasal Gel	[u'bodm']	[u'RXNORM']
"FERROFUMARAAT PCH TABLET 200MG"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
