UTTERANCE	CUI	PT	ST	SOURCES
"ACETYLSALICYLIC ACID (MAGNYL DAK)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LISINOPRIL-HCTZ (PRINZIDE/00977901/)"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LISINOPRIL-HCTZ (PRINZIDE/00977901/)"	C0065374	Lisinopril	[u'aapp', u'phsu']	[u'RXNORM', u'ATC']
"LISINOPRIL-HCTZ (PRINZIDE/00977901/)"	C0722805	Prinzide	[u'orch', u'phsu']	[u'RXNORM']
"TRUSOPT (PRESERVATIVE-FREE FORMULATION)"	C0592218	Trusopt	[u'orch', u'phsu']	[u'RXNORM']
"COMBIVENT (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE) (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE)"	C0591282	Combivent	[u'orch', u'phsu']	[u'RXNORM']
"COMBIVENT (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE) (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE)"	C0700580	Ipratropium Bromide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"COMBIVENT (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE) (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE)"	C0543495	Albuterol Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"COMBIVENT (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE) (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE)"	C0700580	Ipratropium Bromide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"COMBIVENT (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE) (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE)"	C0543495	Albuterol Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"BUDEPRION SR 150 MG."	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"BUDEPRION SR 150 MG."	C1615686	Budeprion	[u'orch', u'phsu']	[u'RXNORM']
"CYCLO-PROGYNOVA (CYCLABIL)"	C0728806	Progynova	[u'orch', u'phsu']	[u'RXNORM']
"CYCLO-PROGYNOVA (CYCLABIL)"	C1172566	emodepside	[u'aapp', u'phsu']	[u'RXNORM']
"TOCONIJUST (TOCOPHERYL NICOTINATE)"	C3255108	Tocopherol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"FIRST MYERS IV MAGNESIUM, CALCIUM, SELENIUM, ZINC, VITAMIN B5, B6, B12, B COMPLEX AND VITAMIN C"	C0024467	Magnesium	[u'bacs', u'elii']	[u'RXNORM']
"FIRST MYERS IV MAGNESIUM, CALCIUM, SELENIUM, ZINC, VITAMIN B5, B6, B12, B COMPLEX AND VITAMIN C"	C3540792	Magnesium supplements, alimentary tract and metabolism	[u'inch', u'phsu']	[u'ATC']
"FIRST MYERS IV MAGNESIUM, CALCIUM, SELENIUM, ZINC, VITAMIN B5, B6, B12, B COMPLEX AND VITAMIN C"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"FIRST MYERS IV MAGNESIUM, CALCIUM, SELENIUM, ZINC, VITAMIN B5, B6, B12, B COMPLEX AND VITAMIN C"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"FIRST MYERS IV MAGNESIUM, CALCIUM, SELENIUM, ZINC, VITAMIN B5, B6, B12, B COMPLEX AND VITAMIN C"	C0036581	Selenium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"FIRST MYERS IV MAGNESIUM, CALCIUM, SELENIUM, ZINC, VITAMIN B5, B6, B12, B COMPLEX AND VITAMIN C"	C0521939	Selenium supplement	[u'inch', u'phsu']	[u'ATC']
"FIRST MYERS IV MAGNESIUM, CALCIUM, SELENIUM, ZINC, VITAMIN B5, B6, B12, B COMPLEX AND VITAMIN C"	C0043481	Zinc	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"FIRST MYERS IV MAGNESIUM, CALCIUM, SELENIUM, ZINC, VITAMIN B5, B6, B12, B COMPLEX AND VITAMIN C"	C3541396	Zinc Supplements	[u'phsu']	[u'ATC']
"FIRST MYERS IV MAGNESIUM, CALCIUM, SELENIUM, ZINC, VITAMIN B5, B6, B12, B COMPLEX AND VITAMIN C"	C0724325	Vitamin B-complex with vitamin C	[u'orch', u'phsu', u'vita']	[u'ATC']
"ASCORBIC ACID, B-COMPLEX, FOLIC ACID"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ASCORBIC ACID, B-COMPLEX, FOLIC ACID"	C0016410	Folic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CALCARB-VITD"	C0042866	Vitamin D	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"CALCARB-VITD"	C0719084	CalCarb	[u'inch']	[u'RXNORM']
"INJ ARIXTRA 2.5 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"INJ ARIXTRA 2.5 MG"	C1099665	Arixtra	[u'orch', u'phsu']	[u'RXNORM']
"INJ ARIXTRA 2.5 MG"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"MAGNESIUM SULFATE (50%) 1 GM IN 500 ML NS"	C0024480	Magnesium Sulfate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"MAGNESIUM SULFATE (50%) 1 GM IN 500 ML NS"	C3854019	Gentamicin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"CHINESE SLIMMING CAPSULES"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"ISOPTIN (VERAPAMIL HYDROCHLORIDE)(TABLETS)(VERAPAMIL HYDROCHLORIDE)"	C0700933	Isoptin	[u'orch', u'phsu']	[u'RXNORM']
"ISOPTIN (VERAPAMIL HYDROCHLORIDE)(TABLETS)(VERAPAMIL HYDROCHLORIDE)"	C0700468	Verapamil hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"ISOPTIN (VERAPAMIL HYDROCHLORIDE)(TABLETS)(VERAPAMIL HYDROCHLORIDE)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ISOPTIN (VERAPAMIL HYDROCHLORIDE)(TABLETS)(VERAPAMIL HYDROCHLORIDE)"	C0700468	Verapamil hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"BERLININSULIN H BASAL (INSULIN HUMAN)"	C0795635	Regular Insulin, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"AETOXISCLEROL TAMPONNE 0.3%, SOL'N INJECTABLE I.V."	C1272883	Injection	[u'bodm']	[u'RXNORM']
"RANITIDINA LABESFAL (RANITIDINE HYDROCHLORIDE, RANITIDINE HYDROCHLORIDE) (RANITIDINE HYDROCHLORIDE, RANITIDINE HYDROCHLORIDE)"	C0034665	Ranitidine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"RANITIDINA LABESFAL (RANITIDINE HYDROCHLORIDE, RANITIDINE HYDROCHLORIDE) (RANITIDINE HYDROCHLORIDE, RANITIDINE HYDROCHLORIDE)"	C0700466	Ranitidine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"RANITIDINA LABESFAL (RANITIDINE HYDROCHLORIDE, RANITIDINE HYDROCHLORIDE) (RANITIDINE HYDROCHLORIDE, RANITIDINE HYDROCHLORIDE)"	C0700466	Ranitidine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"RANITIDINA LABESFAL (RANITIDINE HYDROCHLORIDE, RANITIDINE HYDROCHLORIDE) (RANITIDINE HYDROCHLORIDE, RANITIDINE HYDROCHLORIDE)"	C0700466	Ranitidine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"RANITIDINA LABESFAL (RANITIDINE HYDROCHLORIDE, RANITIDINE HYDROCHLORIDE) (RANITIDINE HYDROCHLORIDE, RANITIDINE HYDROCHLORIDE)"	C0700466	Ranitidine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"FATTY ACIDS NOS W/TOCOPHEROL"	C0042874	Vitamin E	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"FATTY ACIDS NOS W/TOCOPHEROL"	C3255108	Tocopherol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"POTASSIUM/SODIUM CHLORIDE, POLYETHYLENEGLYCOL,SODIUMHYDROGENCARBONATE"	C0032825	Potassium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"POTASSIUM/SODIUM CHLORIDE, POLYETHYLENEGLYCOL,SODIUMHYDROGENCARBONATE"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"POTASSIUM/SODIUM CHLORIDE, POLYETHYLENEGLYCOL,SODIUMHYDROGENCARBONATE"	C0032483	Polyethylene Glycols	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CVS OYSTERSHELL CALCIUM PLUS D"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CVS OYSTERSHELL CALCIUM PLUS D"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"VITAMIN B-17"	C0042849	Vitamin B Complex	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"CHLORPHENIRAMINE MALEATE (CHLORPHENRAMINE MALEATE)"	C0546857	Chlorpheniramine Maleate	[u'orch', u'phsu']	[u'RXNORM']
"CHLORPHENIRAMINE MALEATE (CHLORPHENRAMINE MALEATE)"	C0220874	Maleate	[u'orch']	[u'RXNORM']
"GAMOLENIC ACID (GAMOLENIC ACID)"	C0061078	gamma-Linolenic Acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"GAMOLENIC ACID (GAMOLENIC ACID)"	C0061078	gamma-Linolenic Acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LV 500 MG/M2"	C0731033	Leucovorin Calcium	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"LV 500 MG/M2"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"RANITIDINE HYDROCHLORIDE (RANITIDINE HYDROCHLORIDE) AMPOULE"	C0700466	Ranitidine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"RANITIDINE HYDROCHLORIDE (RANITIDINE HYDROCHLORIDE) AMPOULE"	C0700466	Ranitidine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"BAB ASA (ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BAB ASA (ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FLEET PHOSPHO-SODA 2 BOTTLES - 1.5 FLU. OUNCES C.B. FLEET COMPANY, INC"	C0306214	Fleet Phospho-Soda	[u'inch', u'phsu']	[u'RXNORM']
"GINSENG AND ROYAL JELLY ? NOW"	C0073603	royal jelly	[u'orch', u'phsu']	[u'RXNORM']
"GINSENG AND ROYAL JELLY ? NOW"	C1119918	Ginseng Preparation	[u'orch', u'phsu']	[u'RXNORM']
"GAS X ORAL"	C0720580	Gas-X	[u'orch', u'phsu']	[u'RXNORM']
"TRAMADOL HYDROCHLORIDE/ACETAMINOPHEN COMBINED DRUG"	C1169987	Acetaminophen / Tramadol	[u'phsu']	[u'RXNORM']
"N/HCTZ"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ACIDI ACTACRINCI (ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALKA SELTZERS"	C0051166	Alka-Seltzer	[u'orch', u'phsu']	[u'RXNORM']
"WELLBUTRIN (BUPROPIN HYDROCHLORIDE) (BUPROPIN HYDROCHLORIDE)"	C0085934	Wellbutrin	[u'orch', u'phsu']	[u'RXNORM']
"PROPOXYPHENE/NAPS/APAP"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PROPOXYPHENE/NAPS/APAP"	C0033493	Propoxyphene	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"INSUMAN COMB 25/75 (ISOPHANE INSULIN/HUMAN INSULIN)"	C0795633	insulin human, isophane	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"TRAMADOL+ ACETAMINOFEN"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TRAMADOL+ ACETAMINOFEN"	C0040610	Tramadol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PREDNISONE//PREDNISONE ACETATE"	C0000975	Acetate	[u'orch', u'phsu']	[u'RXNORM']
"PREDNISONE//PREDNISONE ACETATE"	C0032952	Prednisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALOES /00257301/"	C0304554	Aloe Extract	[u'orch', u'phsu']	[u'RXNORM']
"ALOES /00257301/"	C2825121	aloe vera leaf extract	[u'orch', u'phsu']	[u'RXNORM']
"HYDROCODONE BITARTRATE/APAP (HYDROCODONE BITARTRATE, ACETAMOPHEN)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HYDROCODONE BITARTRATE/APAP (HYDROCODONE BITARTRATE, ACETAMOPHEN)"	C0546868	Hydrocodone Bitartrate	[u'orch', u'phsu']	[u'RXNORM']
"HYDROCODONE BITARTRATE/APAP (HYDROCODONE BITARTRATE, ACETAMOPHEN)"	C0546868	Hydrocodone Bitartrate	[u'orch', u'phsu']	[u'RXNORM']
"TRU OSTED CALCIUM"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"TRU OSTED CALCIUM"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"VITAMIN ALL"	C0042890	Vitamins	[u'orch', u'phsu', u'vita']	[u'ATC']
"ANTIBIOTIC MEDICINE(COMBINATIONS OF ANTIBACTERIALS)"	C3653745	COMBINATIONS OF ANTIBACTERIALS	[u'phsu']	[u'ATC']
"CHONDROITIN W/METHYLSULFONYLMETHANE"	C0058231	methylsulfonylmethane	[u'orch', u'phsu']	[u'RXNORM']
"CELECOXIB, IBUPROFEN, PLACEBO"	C0538927	celecoxib	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CELECOXIB, IBUPROFEN, PLACEBO"	C0020740	Ibuprofen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CELECOXIB, IBUPROFEN, PLACEBO"	C1696465	placebo	[u'bodm']	[u'RXNORM']
"STERILE WATER 10ML"	C0359299	sterile water	[u'inch', u'phsu']	[u'RXNORM']
"FER-IRON DROPS 15 MG PER 0.6 ML -OLD FORMULA- RUGBY"	C0302583	Iron	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"FER-IRON DROPS 15 MG PER 0.6 ML -OLD FORMULA- RUGBY"	C0302583	Iron	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"FER-IRON DROPS 15 MG PER 0.6 ML -OLD FORMULA- RUGBY"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"MAXIGESIC, PARACETAMOL 500MG+ IBUPROFEN 150MG"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MAXIGESIC, PARACETAMOL 500MG+ IBUPROFEN 150MG"	C0020740	Ibuprofen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ERYTHROCYTE (ERYTHROCYTE) (ERYTHROCYTE)"	C0014792	Erythrocytes	[u'cell']	[u'ATC']
"ERYTHROCYTE (ERYTHROCYTE) (ERYTHROCYTE)"	C0014792	Erythrocytes	[u'cell']	[u'ATC']
"ERYTHROCYTE (ERYTHROCYTE) (ERYTHROCYTE)"	C0014792	Erythrocytes	[u'cell']	[u'ATC']
"VASOPRESSORS (VASOPRESSIN, DOPAMINE, EPINEPHRINE, OR NOREPINEPHRINE)"	C0028351	Norepinephrine	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VASOPRESSORS (VASOPRESSIN, DOPAMINE, EPINEPHRINE, OR NOREPINEPHRINE)"	C3887648	Norepinephrine, DL-	[u'orch', u'phsu']	[u'RXNORM']
"VASOPRESSORS (VASOPRESSIN, DOPAMINE, EPINEPHRINE, OR NOREPINEPHRINE)"	C0013030	Dopamine	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VASOPRESSORS (VASOPRESSIN, DOPAMINE, EPINEPHRINE, OR NOREPINEPHRINE)"	C0014563	Epinephrine	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VASOPRESSORS (VASOPRESSIN, DOPAMINE, EPINEPHRINE, OR NOREPINEPHRINE)"	C1705480	Vasopressin (USP)	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"LASIX (FUROSEMIDE SODIUM)(TABLETS)(FUROSEMIDE SODIUM)"	C0699992	Lasix	[u'orch', u'phsu']	[u'RXNORM']
"LASIX (FUROSEMIDE SODIUM)(TABLETS)(FUROSEMIDE SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"LASIX (FUROSEMIDE SODIUM)(TABLETS)(FUROSEMIDE SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"LASIX (FUROSEMIDE SODIUM)(TABLETS)(FUROSEMIDE SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"LASIX (FUROSEMIDE SODIUM)(TABLETS)(FUROSEMIDE SODIUM)"	C0016860	Furosemide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LASIX (FUROSEMIDE SODIUM)(TABLETS)(FUROSEMIDE SODIUM)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"LASIX (FUROSEMIDE SODIUM)(TABLETS)(FUROSEMIDE SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"LASIX (FUROSEMIDE SODIUM)(TABLETS)(FUROSEMIDE SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"LASIX (FUROSEMIDE SODIUM)(TABLETS)(FUROSEMIDE SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"LASIX (FUROSEMIDE SODIUM)(TABLETS)(FUROSEMIDE SODIUM)"	C0016860	Furosemide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CLARITIN D EXTENDED RELEASE"	C0719359	Claritin-D	[u'orch', u'phsu']	[u'RXNORM']
"PRODODION CAPSULE"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"UBICOR 50 MG CAPSULE RIGIDE"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"UBICOR 50 MG CAPSULE RIGIDE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"B122 INJECTION"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"THYROID PREPARATIONS (THYROID MEDICATION (DRUG NAME UNKNOWN)"	C0279175	Thyroid preparations	[u'phsu']	[u'ATC']
"THYROID PREPARATIONS (THYROID MEDICATION (DRUG NAME UNKNOWN)"	C0279175	Thyroid preparations	[u'phsu']	[u'ATC']
"PORCINE WESTHROID"	C0724396	Westhroid	[u'orch', u'phsu']	[u'RXNORM']
"HYDROCODONE WITH CODIENE"	C0020264	Hydrocodone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BENERVA (THIAMINE HYDROCHLORIDE)(THIAMINE HYDROCHLORIDE)"	C0770309	Thiamine hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"BENERVA (THIAMINE HYDROCHLORIDE)(THIAMINE HYDROCHLORIDE)"	C0770309	Thiamine hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"CREST PRO HEALTH RINSE 0.07% CETYLPYRIDINIUM PROCTOR AND GAMBLE"	C0007906	Cetylpyridinium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CREST PRO HEALTH RINSE 0.07% CETYLPYRIDINIUM PROCTOR AND GAMBLE"	C0033382	Proline	[u'aapp', u'bacs']	[u'RXNORM']
"CREST PRO HEALTH RINSE 0.07% CETYLPYRIDINIUM PROCTOR AND GAMBLE"	C2948667	Crest	[u'inch', u'phsu']	[u'RXNORM']
"SODIUM ACETATE/GLUCONATE SODIUM/POTASSIUM CHLORIDE/SODIUM CHLORIDE/MAGNESIUM CHLORIDE"	C0024472	Magnesium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"SODIUM ACETATE/GLUCONATE SODIUM/POTASSIUM CHLORIDE/SODIUM CHLORIDE/MAGNESIUM CHLORIDE"	C0142853	Sodium gluconate	[u'orch', u'phsu']	[u'RXNORM']
"SODIUM ACETATE/GLUCONATE SODIUM/POTASSIUM CHLORIDE/SODIUM CHLORIDE/MAGNESIUM CHLORIDE"	C0032825	Potassium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"SODIUM ACETATE/GLUCONATE SODIUM/POTASSIUM CHLORIDE/SODIUM CHLORIDE/MAGNESIUM CHLORIDE"	C0142785	Sodium Acetate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MOBENZOCIN, INJ, 1G1VIAL"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"NEUROTROPIN (RABBIT VACCINIA EXTRACT) (TABLETS)"	C0042216	Vaccinia virus	[u'virs']	[u'RXNORM']
"NEUROTROPIN (RABBIT VACCINIA EXTRACT) (TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"BUTALBITAL WITH APAP"	C0054234	butalbital	[u'orch', u'phsu']	[u'RXNORM']
"BUTALBITAL WITH APAP"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AXAGON 20 MG COMPRESSE GASTRORESISTENTI"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CYTRA?K"	C0719609	Cytra-K	[u'orch', u'phsu']	[u'RXNORM']
"BORTEZOMIB: 2.1MG IV ON 8/27, 8/30, 9/3, 9/6, 9/16, 9/19"	C1176309	bortezomib	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DENNOSIDES-DOCUSATE SODIUM"	C0243237	Docusate Sodium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ANTITHYROID PREPARATIONS (ANTITHYROID AGENT NOS)"	C0040125	Antithyroid Agents	[u'horm', u'phsu']	[u'ATC']
"ANTITHYROID PREPARATIONS (ANTITHYROID AGENT NOS)"	C0040125	Antithyroid Agents	[u'horm', u'phsu']	[u'ATC']
"SPASFON (PHLOROGLUCIOL/TRIMETHYLPHLOROGLUCINOL,,0)"	C0043892	trimethylphloroglucinol	[u'orch', u'phsu']	[u'RXNORM']
"BAYER CHILDREN'S ASPIRIN (ACETLYSALICYLIC ACID)"	C0718828	Bayer Aspirin	[u'orch', u'phsu']	[u'RXNORM']
"EFEXOR /BEL/"	C0591437	Effexor	[u'orch', u'phsu']	[u'RXNORM']
"CLOFARABINE 50 MG IV"	C0092777	clofarabine	[u'nnon', u'phsu']	[u'RXNORM', u'ATC']
"CLOFARABINE 50 MG IV"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"NITRAZADON (NITRAZADON)"	C0591820	Mogadon	[u'orch', u'phsu']	[u'RXNORM']
"NITRAZADON (NITRAZADON)"	C0591820	Mogadon	[u'orch', u'phsu']	[u'RXNORM']
"EPINASTINE HYDROCHLORIDE W/PSEUDOEPHEDRINE"	C0304430	Pseudoephedrine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"EPINASTINE HYDROCHLORIDE W/PSEUDOEPHEDRINE"	C0772294	epinastine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"LONAFARNIB 150 MG (SCHERING-PLOUGH)"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
