UTTERANCE	CUI	PT	ST	SOURCES
"XENADRINE RFA-1 /01521201/ (ACETYLCARNITINE, CITRUS AURANTIUM, EPHEDRA SPP., LEVOTHYROXINE, PANTOTHENIC ACID, PAULLINIA CUPANA, SALIX ALBA BARK, ZINGIBER OFFICINALE RHIZOME)"	C2349151	Salix alba bark extract	[u'orch', u'phsu']	[u'RXNORM']
"DIBENZYLINE (PENOXYBENZAMINE HYDROCHLORIDE)"	C0701367	Dibenzyline	[u'orch', u'phsu']	[u'RXNORM']
"DIGOXIN-FAB FRAGMENT"	C0012265	Digoxin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PEPCID OVER THE COUNTER"	C0678119	Pepcid	[u'orch', u'phsu']	[u'RXNORM']
"CONJUGATED ESTROGENS EQUINE"	C0014938	Estrogens, Conjugated (USP)	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PARIET (RASEPRAZOLE SODIUM)"	C0732574	Pariet	[u'orch', u'phsu']	[u'RXNORM']
"PARIET (RASEPRAZOLE SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"PARIET (RASEPRAZOLE SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"PARIET (RASEPRAZOLE SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"SALBUTAMOL W/AMBROXOL"	C0002421	Ambroxol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SALBUTAMOL W/AMBROXOL"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DOCETAXEL     30MG/M2     AVENTIS"	C0246415	docetaxel	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PREDNISONE TAPER (PREDNISONE /00044701/)"	C0032952	Prednisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PREDNISONE TAPER (PREDNISONE /00044701/)"	C0032952	Prednisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CANGRELOR VS. PLACEBO"	C1121991	cangrelor	[u'nnon', u'phsu']	[u'RXNORM', u'ATC']
"CANGRELOR VS. PLACEBO"	C1696465	placebo	[u'bodm']	[u'RXNORM']
"CALCIUM PHOSPHATE/VITAMIN D3"	C0008318	Cholecalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CALCIUM PHOSPHATE/VITAMIN D3"	C3265062	vitamin D3	[u'orch', u'phsu']	[u'RXNORM']
"CALCIUM PHOSPHATE/VITAMIN D3"	C0006711	calcium phosphate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"THIAMIN, RIBOFLAVIN, NICOTINAMIDE"	C0039840	Thiamine	[u'orch', u'vita']	[u'RXNORM', u'ATC']
"THIAMIN, RIBOFLAVIN, NICOTINAMIDE"	C0035527	Riboflavin	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"THIAMIN, RIBOFLAVIN, NICOTINAMIDE"	C0028027	Niacinamide	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ASTRAGALUS POLYSACCHARIDES"	C1095897	Astragalus preparation	[u'orch', u'phsu']	[u'RXNORM']
"HEMOPHILUS INFLUENZA VACCINE (INFLUENZA VACCINE)"	C0018483	Haemophilus influenzae	[u'bact']	[u'RXNORM']
"HEMOPHILUS INFLUENZA VACCINE (INFLUENZA VACCINE)"	C0021403	Influenza virus vaccine	[u'imft', u'phsu']	[u'ATC']
"HEMOPHILUS INFLUENZA VACCINE (INFLUENZA VACCINE)"	C0021403	Influenza virus vaccine	[u'imft', u'phsu']	[u'ATC']
"APAP/CODEIN SOLUTION"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"APAP/CODEIN SOLUTION"	C0009214	Codeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AMILORIDE HCL AND HYDROCHLOROTHIAIZDE"	C0546849	Amiloride Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"MAALOX ANTACID/ ANTIGAS RD LIQ COOL MINT (NCH) (MAGNESIUM HYDROXIDE, A"	C1576800	Mint extract	[u'orch', u'phsu']	[u'RXNORM']
"MAALOX ANTACID/ ANTIGAS RD LIQ COOL MINT (NCH) (MAGNESIUM HYDROXIDE, A"	C0003138	Antacids	[u'phsu']	[u'ATC']
"MAALOX ANTACID/ ANTIGAS RD LIQ COOL MINT (NCH) (MAGNESIUM HYDROXIDE, A"	C0065461	Maalox	[u'inch', u'phsu']	[u'RXNORM']
"MAALOX ANTACID/ ANTIGAS RD LIQ COOL MINT (NCH) (MAGNESIUM HYDROXIDE, A"	C0024476	Magnesium Hydroxide	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"VANOBID (CANDICIDIN)"	C0006834	Candicidin	[u'antb', u'orch']	[u'ATC']
"MOBILITY PILLS"	C0994475	Pills	[u'bodm']	[u'RXNORM']
"PERENTAL (YEAST DRIDE)"	C0036025	Saccharomyces cerevisiae	[u'fngs']	[u'RXNORM']
"PERENTAL (YEAST DRIDE)"	C0717551	Candida albicans allergenic extract	[u'imft', u'phsu']	[u'RXNORM']
"RHINOCORT-D"	C0678163	Rhinocort	[u'orch', u'phsu']	[u'RXNORM']
"ALCOHOL /00002101/ (BEER / WINE)"	C0001962	Ethanol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CONCERTA SR"	C0939301	Concerta	[u'orch', u'phsu']	[u'RXNORM']
"SALMETEROL/ FLUTICAZONE"	C0073992	salmeterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VETIVER CLARY SAGE BERGAMOT"	C1337310	Clary sage extract	[u'orch']	[u'RXNORM']
"TAZOCIN(TAZOBACTAM SODIUM)"	C0724700	TAZOBACTAM SODIUM	[u'orch', u'phsu']	[u'RXNORM']
"RITUXIMAB OR PLACEBO(PLACEBO)"	C1696465	placebo	[u'bodm']	[u'RXNORM']
"RITUXIMAB OR PLACEBO(PLACEBO)"	C0393022	rituximab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"RITUXIMAB OR PLACEBO(PLACEBO)"	C1696465	placebo	[u'bodm']	[u'RXNORM']
"HYDROXYZINE HCL 25"	C0600110	Hydroxyzine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"SMZ/TMP DS 800-160 TAB (GENERIC FOR BACTRIM)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"SMZ/TMP DS 800-160 TAB (GENERIC FOR BACTRIM)"	C0041044	Trimethoprim-Sulfamethoxazole Combination	[u'phsu']	[u'RXNORM']
"SMZ/TMP DS 800-160 TAB (GENERIC FOR BACTRIM)"	C0591139	Bactrim	[u'orch', u'phsu']	[u'RXNORM']
"ZOLPIDEM TARTRATE (ZOLPIDEM TARTRATE0"	C0724725	Zolpidem tartrate	[u'orch', u'phsu']	[u'RXNORM']
"ZOLPIDEM TARTRATE (ZOLPIDEM TARTRATE0"	C0078839	zolpidem	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HERBOLOGICAL PROBIOTIC BLEND (PANCREATIN, BROMELAINS, PAPAIN, MENTHA X"	C0030304	Pancreatin	[u'aapp', u'enzy', u'phsu']	[u'RXNORM']
"HERBOLOGICAL PROBIOTIC BLEND (PANCREATIN, BROMELAINS, PAPAIN, MENTHA X"	C0006217	Bromelains	[u'aapp', u'enzy', u'phsu']	[u'RXNORM', u'ATC']
"HERBOLOGICAL PROBIOTIC BLEND (PANCREATIN, BROMELAINS, PAPAIN, MENTHA X"	C0030346	Papain	[u'aapp', u'enzy', u'phsu']	[u'RXNORM']
"ASPIRIN(ACETYL SALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ASPIRIN(ACETYL SALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SEROPRAM (TABLETS) CITALOPRAM HYDROBROMIDE"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"SEROPRAM (TABLETS) CITALOPRAM HYDROBROMIDE"	C0724555	Citalopram hydrobromide	[u'orch', u'phsu']	[u'RXNORM']
"UNSPECIFIED HAIR/SKIN/NAILS TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"TUBERSOL 5 TU (TUBERCULIN PPD (M) 5 TU) , SANOFI PASTEUR LTD., C3584A"	C0723947	Tubersol	[u'aapp', u'irda', u'phsu']	[u'RXNORM']
"TUBERSOL 5 TU (TUBERCULIN PPD (M) 5 TU) , SANOFI PASTEUR LTD., C3584A"	C0034131	Purified Protein Derivative of Tuberculin	[u'aapp', u'imft', u'irda']	[u'RXNORM']
"ROCURONIUM BROMIDE FOR INJ"	C0069632	rocuronium bromide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ROCURONIUM BROMIDE FOR INJ"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"AMOXICILLINE/ACIDE CLAVULANIQUE RPG"	C0055860	Clavulanic Acid	[u'antb', u'orch']	[u'RXNORM']
"AMOXICILLINE/ACIDE CLAVULANIQUE RPG"	C0002645	Amoxicillin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"HUMULIN-HUMAN INSULIN (RDNA)  (HU"	C0795635	Regular Insulin, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"HUMULIN-HUMAN INSULIN (RDNA)  (HU"	C0020172	Humulin S	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"HUMULIN-HUMAN INSULIN (RDNA)  (HU"	C3538423	Humulin	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"BROMPHEN DX (BROMPHENIRAMINE MALEATE, DEXTROMETHORPHA)"	C0546853	Brompheniramine Maleate	[u'orch', u'phsu']	[u'RXNORM']
"UNKNOW INJECTION"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"VOLATILE ANESTHETIC AGENT (ANAESTHETICS, GENERAL)"	C0002932	Anesthetics	[u'phsu']	[u'ATC']
"VOLATILE ANESTHETIC AGENT (ANAESTHETICS, GENERAL)"	C0002932	Anesthetics	[u'phsu']	[u'ATC']
"PRAMIPEXOLE, HYDROXYZ HCL, CELECOXIB"	C0074710	Pramipexole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PRAMIPEXOLE, HYDROXYZ HCL, CELECOXIB"	C0538927	celecoxib	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PANTOZOL (PANTOPRAZOLE SODIUM) (UNKNOWN)"	C0795650	Pantoprazole sodium	[u'orch', u'phsu']	[u'RXNORM']
"DYMISTA 137/150 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"DYMISTA 137/150 MG"	C3473071	Dymista	[u'orch', u'phsu']	[u'RXNORM']
"GOODSENSE ASPIRIN ADULT LOW DOSE"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NATURAL B12 (CYANOCOBALAMIN)(UNKNOWN)"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"FELBINAC/FELBINAC IMINOBIS(2-PROPANOL)"	C0877860	Felbinac	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FELBINAC/FELBINAC IMINOBIS(2-PROPANOL)"	C0022237	Isopropyl Alcohol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AMPICILLIN AND SALBUCTAM 3.0 G"	C0002680	Ampicillin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"NESIRITIDE (0.01MCG/KG/MIN)"	C0054015	Nesiritide	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"FAXOLET ER 150 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"COOL BLUE RINSE LISTERINE"	C0065081	Listerine	[u'orch', u'phsu']	[u'RXNORM']
"PANTOPRAZOLE SOD DR TAB 93/12"	C0039226	Delayed Release Oral Tablet	[u'bodm']	[u'RXNORM']
"PANTOPRAZOLE SOD DR TAB 93/12"	C0081876	pantoprazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"K  DUR;KLOR-CON M"	C0306511	K-Dur	[u'inch', u'phsu']	[u'RXNORM']
"K  DUR;KLOR-CON M"	C0721242	Klor-Con	[u'inch', u'phsu']	[u'RXNORM']
"ONDANSETRONE ACCORD HEALTHCARE 2 MG/ML"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"ENANPLUS 75 MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA 100 COMPR..."	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CARDIO MAGNESIUM AND ZINC"	C0024467	Magnesium	[u'bacs', u'elii']	[u'RXNORM']
"CARDIO MAGNESIUM AND ZINC"	C0043481	Zinc	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CARDIO MAGNESIUM AND ZINC"	C3540792	Magnesium supplements, alimentary tract and metabolism	[u'inch', u'phsu']	[u'ATC']
"CARDIO MAGNESIUM AND ZINC"	C3541396	Zinc Supplements	[u'phsu']	[u'ATC']
"AVEENO PROTECT PLUS HYDRATE SUNSCREEN BROAD SPECTRUM SPF30"	C0720930	Hyrex Brand of Dimenhydrinate	[u'orch', u'phsu']	[u'RXNORM']
"QUETIAPINE-TEVA"	C0123091	quetiapine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ACIDEX (SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE) (SODIUM ALGINATE, SODIU, BICARBONATE, CALCIUM CARBONATE)"	C0142791	Sodium alginate	[u'orch', u'phsu']	[u'RXNORM']
"ACIDEX (SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE) (SODIUM ALGINATE, SODIU, BICARBONATE, CALCIUM CARBONATE)"	C0074722	Sodium Bicarbonate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ACIDEX (SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE) (SODIUM ALGINATE, SODIU, BICARBONATE, CALCIUM CARBONATE)"	C0006681	Calcium Carbonate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"ACIDEX (SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE) (SODIUM ALGINATE, SODIU, BICARBONATE, CALCIUM CARBONATE)"	C0142791	Sodium alginate	[u'orch', u'phsu']	[u'RXNORM']
"ACIDEX (SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE) (SODIUM ALGINATE, SODIU, BICARBONATE, CALCIUM CARBONATE)"	C0973231	bicarbonate ion	[u'inch']	[u'RXNORM']
"ACIDEX (SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE) (SODIUM ALGINATE, SODIU, BICARBONATE, CALCIUM CARBONATE)"	C0006681	Calcium Carbonate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"CALCIUM W-VIT D"	C0042866	Vitamin D	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"CALCIUM W-VIT D"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUM W-VIT D"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"VITAMIN A + VITAMIN D3+ VITAMIN E"	C2928104	Vitamin A / Vitamin E	[u'phsu']	[u'RXNORM']
"LEVOTHYRODINE SODIUM"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"LEVOTHYRODINE SODIUM"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"LEVOTHYRODINE SODIUM"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"EYE DROPS EYE DROPS, SOLUTION"	C0015399	Eye Drops	[u'bodm']	[u'RXNORM']
"MYLANTA(ALUMINUM HYDROXIDE GEL, DRIED, MAGNESIUM HYDROXIDE, SIMETICONE)"	C0067044	Mylanta	[u'orch', u'phsu']	[u'RXNORM']
"MYLANTA(ALUMINUM HYDROXIDE GEL, DRIED, MAGNESIUM HYDROXIDE, SIMETICONE)"	C0002372	Aluminum Hydroxide Gel	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"MYLANTA(ALUMINUM HYDROXIDE GEL, DRIED, MAGNESIUM HYDROXIDE, SIMETICONE)"	C0024476	Magnesium Hydroxide	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"MYLANTA(ALUMINUM HYDROXIDE GEL, DRIED, MAGNESIUM HYDROXIDE, SIMETICONE)"	C0037138	Simethicone	[u'orch', u'phsu']	[u'RXNORM']
"ROBITUSSIN COLD, COUGH + FLU"	C0723110	Robitussin	[u'orch', u'phsu']	[u'RXNORM']
"REFLEX (PICLOMAINE SALICYLATE) (500 MILLIGRAM, TABLETS) (PICOLAMINE SALICYLALTE)"	C0036075	salicylate	[u'orch', u'phsu']	[u'RXNORM']
"REFLEX (PICLOMAINE SALICYLATE) (500 MILLIGRAM, TABLETS) (PICOLAMINE SALICYLALTE)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"TOPIRAMATE ACTAVIS GROUP PTC"	C0724584	coagulation factor IX, human	[u'aapp', u'bacs', u'phsu']	[u'RXNORM']
"TOPIRAMATE ACTAVIS GROUP PTC"	C4048712	factor IX complex	[u'aapp', u'bacs', u'phsu']	[u'RXNORM']
"TOPIRAMATE ACTAVIS GROUP PTC"	C0076829	topiramate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ESTORGEN NOS(ESTROGEN NOS)"	C0014939	Estrogens	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"NACL + MG 10% + KCL"	C0032825	Potassium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"NACL + MG 10% + KCL"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"NACL + MG 10% + KCL"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CALCIUM DOBESILATE CAPSULE (DOBESILATE CALCIUM)"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"CALCIUM DOBESILATE CAPSULE (DOBESILATE CALCIUM)"	C0006694	Calcium Dobesilate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CALCIUM DOBESILATE CAPSULE (DOBESILATE CALCIUM)"	C0006694	Calcium Dobesilate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DELAPRIDE (DELAPRIL HYDROCHLORIDE, INDAPAMIDE)"	C0057301	delapril	[u'orch', u'phsu']	[u'ATC']
"DELAPRIDE (DELAPRIL HYDROCHLORIDE, INDAPAMIDE)"	C0021186	Indapamide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"RENNIE - (CALCIUM AND MAGNESIUM CARBONATE) - TABLET"	C0006681	Calcium Carbonate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"RENNIE - (CALCIUM AND MAGNESIUM CARBONATE) - TABLET"	C0065517	magnesium carbonate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"RENNIE - (CALCIUM AND MAGNESIUM CARBONATE) - TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"GRAPE SEED EXTRACT WITH VITAMIN C PLUS RESVERATROL"	C0772454	Grape Seed Extract	[u'orch', u'phsu']	[u'RXNORM']
"GRAPE SEED EXTRACT WITH VITAMIN C PLUS RESVERATROL"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"GRAPE SEED EXTRACT WITH VITAMIN C PLUS RESVERATROL"	C0073096	resveratrol	[u'orch', u'phsu']	[u'RXNORM']
"HUMER (SEA WATER)"	C0043047	Water	[u'inch', u'phsu']	[u'RXNORM']
"BRICANYL TURBUHALER 0.5 MG/AEM"	C2710946	Terbutaline Sulfate 0.5 MG	[u'clnd']	[u'RXNORM']
"GAVISCON [ALGINIC ACID;ALUMINIUM HYDROXIDE;SODIUM BICARBONATE]"	C0061146	Gaviscon	[u'inch', u'phsu']	[u'RXNORM']
"GAVISCON [ALGINIC ACID;ALUMINIUM HYDROXIDE;SODIUM BICARBONATE]"	C0051156	alginic acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"GAVISCON [ALGINIC ACID;ALUMINIUM HYDROXIDE;SODIUM BICARBONATE]"	C0002371	Aluminum Hydroxide	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"GAVISCON [ALGINIC ACID;ALUMINIUM HYDROXIDE;SODIUM BICARBONATE]"	C0074722	Sodium Bicarbonate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ISOSORB//ISOSORBIDE MONONITRATE"	C0064079	Isosorbide Mononitrate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DURACARE//POLYVINYL ALCOHOL"	C0032623	Polyvinyl Alcohol	[u'bodm']	[u'RXNORM']
"SULFACETAMIDE 10% EYE DROPS 10% BAUSCH + LOMB"	C0015399	Eye Drops	[u'bodm']	[u'RXNORM']
"SULFACETAMIDE 10% EYE DROPS 10% BAUSCH + LOMB"	C0038670	Sulfacetamide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TYLENOL WITH CODIENE #3"	C2351132	Acetaminophen / Codeine	[u'phsu']	[u'RXNORM']
"TYLENOL CHILDRENS CHEWABLE TABLETS (PARACETAMOL)"	C1243075	Acetaminophen Oral Tablet [Tylenol]	[u'clnd']	[u'RXNORM']
"TYLENOL CHILDRENS CHEWABLE TABLETS (PARACETAMOL)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DEPAKINE SYRUP 200MG/ML"	C0700661	Depakene	[u'orch', u'phsu']	[u'RXNORM']
"SYNTHROID (LEVOTHYROXINE SODIUM)(LEVOTHYROXINE SODIUM"	C0728762	Synthroid	[u'aapp', u'phsu']	[u'RXNORM']
"SYNTHROID (LEVOTHYROXINE SODIUM)(LEVOTHYROXINE SODIUM"	C0079691	Levothyroxine Sodium	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"SYNTHROID (LEVOTHYROXINE SODIUM)(LEVOTHYROXINE SODIUM"	C0079691	Levothyroxine Sodium	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"PARIET,TAB,10MG"	C0732574	Pariet	[u'orch', u'phsu']	[u'RXNORM']
"PARIET,TAB,10MG"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"BUTALBITAL/ACETYLSALICYLIC ACID/CAFFEINE"	C0006644	Caffeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BUTALBITAL/ACETYLSALICYLIC ACID/CAFFEINE"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BUTALBITAL/ACETYLSALICYLIC ACID/CAFFEINE"	C0054234	butalbital	[u'orch', u'phsu']	[u'RXNORM']
"PANGOL (AMYLASE, BRINASE, LIPASE, PANCREATIN)"	C0002712	Amylases	[u'aapp', u'enzy', u'phsu']	[u'RXNORM', u'ATC']
"PANGOL (AMYLASE, BRINASE, LIPASE, PANCREATIN)"	C0006188	Brinolase	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"PANGOL (AMYLASE, BRINASE, LIPASE, PANCREATIN)"	C0023764	Lipase	[u'aapp', u'enzy', u'phsu']	[u'RXNORM']
"PANGOL (AMYLASE, BRINASE, LIPASE, PANCREATIN)"	C0030304	Pancreatin	[u'aapp', u'enzy', u'phsu']	[u'RXNORM']
"NATTO JAPANESE FOOD PRODUCT"	C3540798	Food allergenic extracts	[u'imft', u'phsu']	[u'ATC']
"PSYLLIUM SUGAR FREE"	C0033979	Psyllium	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"PSYLLIUM SUGAR FREE"	C0007004	Carbohydrates	[u'orch']	[u'ATC']
"PSYLLIUM SUGAR FREE"	C3665462	RAW SUGAR	[u'bodm', u'orch']	[u'RXNORM']
"PERIANAL OINTMENT"	C0028912	Ointments	[u'bodm']	[u'RXNORM']
"FLUTICASONE 50 MCG/INH"	C0022209	isoniazid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FLUTICASONE 50 MCG/INH"	C0082607	fluticasone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CHROMAGEN [CYANOCOBALAMIN,LIDOCAINE HYDROCHLORIDE,PEPTONIZED IRON]"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CHROMAGEN [CYANOCOBALAMIN,LIDOCAINE HYDROCHLORIDE,PEPTONIZED IRON]"	C0546869	Lidocaine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"CHROMAGEN [CYANOCOBALAMIN,LIDOCAINE HYDROCHLORIDE,PEPTONIZED IRON]"	C0770198	IRON,PEPTONIZED	[u'orch', u'phsu']	[u'RXNORM']
"RASAGILINE-AZILECT"	C1712038	Azilect	[u'orch', u'phsu']	[u'RXNORM']
