UTTERANCE	CUI	PT	ST	SOURCES
"ELOXATINE-(OXALIPLATIN)-SOLUTION 5MG/ML"	C0069717	oxaliplatin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LOPRAZOLAM MESILATE (HAVLANE)"	C0771040	LOPRAZOLAM MESYLATE	[u'orch', u'phsu']	[u'RXNORM']
"PARACETAMOL, CAFEINE, DEXTROPROPXYPHENE"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PARACETAMOL, CAFEINE, DEXTROPROPXYPHENE"	C0006644	Caffeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VALISONE SCALP LOTION"	C0544341	Lotion	[u'bodm']	[u'RXNORM']
"VALISONE SCALP LOTION"	C0724173	Valisone	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"HORSE OINTMENT"	C0028912	Ointments	[u'bodm']	[u'RXNORM']
"SODIUM (CON.)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"SODIUM (CON.)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"SODIUM (CON.)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"AZLAIRE (PRANLUKAST)"	C0526058	pranlukast	[u'orch', u'phsu']	[u'ATC']
"HIGH VIT C"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"VENTOLIN/ SALBUTAMOL"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VENTOLIN/ SALBUTAMOL"	C0033744	Ventolin	[u'orch', u'phsu']	[u'RXNORM']
"LANZO 15 MG MUNS?NDERFALLANDE TABLETT"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"DIHYDROCODEINE THIOCYANATE"	C0220926	thiocyanate	[u'inch']	[u'RXNORM']
"DIHYDROCODEINE THIOCYANATE"	C0058056	dihydrocodeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BARIATRIC FUSION (VITAMIN AND MINERAL SUPPLEMENT)"	C0042890	Vitamins	[u'orch', u'phsu', u'vita']	[u'ATC']
"TWICE -A-DAY (12 HOUR) NASAL SPRAY  MFGD.BY  PROPHARMA INC"	C0461725	Nasal Spray	[u'bodm']	[u'RXNORM']
"INSTA-CHAR (AQUEOUS BASE)"	C0721074	Insta-Char	[u'orch', u'phsu']	[u'RXNORM']
"OTHER FOOD EXTRACTS"	C3540798	Food allergenic extracts	[u'imft', u'phsu']	[u'ATC']
"HYDROCODONE-APAP 5/325"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HYDROCODONE-APAP 5/325"	C0020264	Hydrocodone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ZANTAC (RANITIDINE HYDROCHLORIDE) (150 MILLIGRAM, TABLETS)"	C0592278	Zantac	[u'orch', u'phsu']	[u'RXNORM']
"ZANTAC (RANITIDINE HYDROCHLORIDE) (150 MILLIGRAM, TABLETS)"	C0700466	Ranitidine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"ZANTAC (RANITIDINE HYDROCHLORIDE) (150 MILLIGRAM, TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"BIAXIN DS"	C0701281	Biaxin	[u'antb', u'orch']	[u'RXNORM']
"4-LEXAPRO"	C1170371	Lexapro	[u'orch', u'phsu']	[u'RXNORM']
"MAMLODIEINE AMLODIPINE BESYLATE"	C0354468	Amlodipine Besylate	[u'orch', u'phsu']	[u'RXNORM']
"CURCUMEN (CURCUMA ZANTHORRHIZA)"	C0077524	Turmeric extract	[u'orch', u'phsu']	[u'RXNORM']
"PERCODAN (OXYCODONE TEREPHTHALATE, HOMATROPINE TEREPHTHALATE, PHENACET"	C0070384	Percodan	[u'orch', u'phsu']	[u'RXNORM']
"PERCODAN (OXYCODONE TEREPHTHALATE, HOMATROPINE TEREPHTHALATE, PHENACET"	C0606954	oxycodone terephthalate	[u'orch', u'phsu']	[u'RXNORM']
"PERCODAN (OXYCODONE TEREPHTHALATE, HOMATROPINE TEREPHTHALATE, PHENACET"	C0062922	homatropine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALOE VERA SKIN PROTECTANT EX"	C0995182	Aloe vera preparation	[u'orch', u'phsu']	[u'RXNORM']
"ALOE VERA SKIN PROTECTANT EX"	C2825121	aloe vera leaf extract	[u'orch', u'phsu']	[u'RXNORM']
"TEARS NATURALE II OPHTHALMIC DROPS"	C0015399	Eye Drops	[u'bodm']	[u'RXNORM']
"TEARS NATURALE II OPHTHALMIC DROPS"	C0723613	Tears Naturale	[u'orch', u'phsu']	[u'RXNORM']
"REVITAL CAPSULES"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"REQUIP AND VALIUM"	C0593342	Requip	[u'orch', u'phsu']	[u'RXNORM']
"REQUIP AND VALIUM"	C0699187	Valium	[u'orch', u'phsu']	[u'RXNORM']
"PYRIDOXINE HCL CRYSTAL (PRYIDOXINE HYDROCHLORIDE)"	C0700496	Pyridoxine Hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"KLOR-CON (POTASIUM CHLORIDE)"	C0721242	Klor-Con	[u'inch', u'phsu']	[u'RXNORM']
"KLOR-CON (POTASIUM CHLORIDE)"	C0596019	Chloride Ion	[u'elii']	[u'RXNORM']
"PHENYTOIN "	C0031507	Phenytoin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HDYROCODONE/ACETAMINOPHEN"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ELECTROLYTE-INFUSION"	C0013832	Electrolytes	[u'inch', u'phsu']	[u'ATC']
"GAVISCON PREVENT"	C0061146	Gaviscon	[u'inch', u'phsu']	[u'RXNORM']
"ACETAMINOPHINE (PARACETAMOL)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DAKTARIN /NET/"	C0591322	Daktarin	[u'orch', u'phsu']	[u'RXNORM']
"TECHNETIUM TC-99M TETROFOSMIN"	C1366036	Tetrofosmin	[u'irda', u'orch', u'phsu']	[u'RXNORM']
"TECHNETIUM TC-99M TETROFOSMIN"	C0303611	Technetium 99m	[u'irda']	[u'RXNORM']
"YARROW MIX"	C0771936	Yarrow flower extract	[u'orch', u'phsu']	[u'RXNORM']
"NEURO PS 50 MG GOLD  (ONSET DATE APPROXIATE)"	C0018026	Gold	[u'elii', u'phsu']	[u'RXNORM']
"NEURO PS 50 MG GOLD  (ONSET DATE APPROXIATE)"	C0301704	phosphatidylserine	[u'orch']	[u'RXNORM']
"NEURO PS 50 MG GOLD  (ONSET DATE APPROXIATE)"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CAMILLA BIRTH CONTROL PILLS"	C0994475	Pills	[u'bodm']	[u'RXNORM']
"ASA 81 EC"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"RECTAL SUPP"	C0991547	Rectal Suppository	[u'bodm']	[u'RXNORM']
"VITAMIN D (ERGOCALCIFEROL) CAPSULE, 1000 IU"	C0014695	Ergocalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"VITAMIN D (ERGOCALCIFEROL) CAPSULE, 1000 IU"	C0042866	Vitamin D	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"VITAMIN D (ERGOCALCIFEROL) CAPSULE, 1000 IU"	C0014695	Ergocalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"VITAMIN D (ERGOCALCIFEROL) CAPSULE, 1000 IU"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"PROCARBAZINA (651A)"	C0033223	Procarbazine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"EFFEXOR/CAN/ (VENLAFAXINE HYDROCHLORIDE)"	C0591437	Effexor	[u'orch', u'phsu']	[u'RXNORM']
"EFFEXOR/CAN/ (VENLAFAXINE HYDROCHLORIDE)"	C0771200	Venlafaxine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"VIT  D-3"	C0042866	Vitamin D	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"IPRATROPIUM BROMIDE/ ALBUTEROL NEBULIZER"	C0717386	Albuterol / Ipratropium	[u'phsu']	[u'RXNORM']
"IPRATROPIUM BROMIDE/ ALBUTEROL NEBULIZER"	C0700580	Ipratropium Bromide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VITAMIN D/FOLIC ACID"	C0016410	Folic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"VITAMIN D/FOLIC ACID"	C0014695	Ergocalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"VITAMIN D/FOLIC ACID"	C0042866	Vitamin D	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"D5W 1/2 NACL"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"HYPOPHEN (STAR PHARMACEUTICALS) METHENAMINE 81.6 MG, BENZOIC ACID 9.0 "	C1141291	Methenamine 81.6 MG	[u'clnd']	[u'RXNORM']
"HYPOPHEN (STAR PHARMACEUTICALS) METHENAMINE 81.6 MG, BENZOIC ACID 9.0 "	C0053225	Benzoic Acid	[u'orch', u'phsu']	[u'RXNORM']
"LAC HYDRIN FIVE"	C0721283	Lac-Hydrin	[u'orch', u'phsu']	[u'RXNORM']
"TRIAMTEREN HYDROCHLORIDE"	C0040869	Triamterene	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ATROVASTATION 40 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"TUMS REGULAR"	C0723950	Tums	[u'inch', u'phsu']	[u'RXNORM']
"THYROID MEDICATION (NOT SPECIFIED) (ALL OTHER THERAPEUTIC PRODUCTS)"	C0279175	Thyroid preparations	[u'phsu']	[u'ATC']
"DOTAREM: 06GD040A / MEGLUMINE GADOTERATE"	C0025179	Meglumine	[u'orch', u'phsu']	[u'RXNORM']
"LEUCOROIN CALCIUM INJECTION (LEUCOVORIN)"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"LEUCOROIN CALCIUM INJECTION (LEUCOVORIN)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"LEUCOROIN CALCIUM INJECTION (LEUCOVORIN)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"LEUCOROIN CALCIUM INJECTION (LEUCOVORIN)"	C0023413	Leucovorin	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"CHLORHEXIDIN (CHLORHEXIDINE GLUCONATE) MOUTHWASH"	C0008196	Chlorhexidine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CHLORHEXIDIN (CHLORHEXIDINE GLUCONATE) MOUTHWASH"	C0055361	chlorhexidine gluconate	[u'orch', u'phsu']	[u'RXNORM']
"CHLORHEXIDIN (CHLORHEXIDINE GLUCONATE) MOUTHWASH"	C0026647	Mouthwash	[u'bodm']	[u'RXNORM']
"FLAXSEE OIL (LINUM USITATISSIMUM SEED OIL)"	C3541397	oil ingredients	[u'orch', u'phsu']	[u'ATC']
"FLAXSEE OIL (LINUM USITATISSIMUM SEED OIL)"	C3541397	oil ingredients	[u'orch', u'phsu']	[u'ATC']
"BLINDED ALISKIREN ALI+TAB+CVR"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"BLINDED ALISKIREN ALI+TAB+CVR"	C1120110	aliskiren	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
" LOCOL TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"PENICILLIN G PANPHARMA (BENZYLPENICILLIN POTASSIUM)"	C0030827	Penicillin G	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"PENICILLIN G PANPHARMA (BENZYLPENICILLIN POTASSIUM)"	C0700462	Penicillin G Potassium	[u'antb', u'orch']	[u'RXNORM']
"INFLUENZA QUADRIVALENT VACCINE"	C0021403	Influenza virus vaccine	[u'imft', u'phsu']	[u'ATC']
"RANITDINE (NGX) (RANITIDINE HYDROCHLORIDE) UNKNOWN"	C0700466	Ranitidine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"EISEN (II)"	C0302583	Iron	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"PROPRANOLOL ER HYDROCHLORIDE)"	C0282321	Propranolol Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"LAMIVUDINE+ZIDIVUDINE+NEVIRAPINE"	C0132326	Nevirapine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LAMIVUDINE+ZIDIVUDINE+NEVIRAPINE"	C0209738	Lamivudine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ATROPIN-CARE"	C0004259	Atropine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SUGAR PILLS (NOS)"	C0994475	Pills	[u'bodm']	[u'RXNORM']
"SUGAR PILLS (NOS)"	C0007004	Carbohydrates	[u'orch']	[u'ATC']
"SUGAR PILLS (NOS)"	C3665462	RAW SUGAR	[u'bodm', u'orch']	[u'RXNORM']
"LEUCOVORIN (CALCIUM FOTINATE)"	C0731033	Leucovorin Calcium	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CHLODIAZEPOSIDE/CLIDINIUM"	C0055877	clidinium	[u'orch', u'phsu']	[u'RXNORM']
"NASOCORT AQ NASAL SPRAY  16.5 GM  SANOFI-AVENTIS"	C0461725	Nasal Spray	[u'bodm']	[u'RXNORM']
"NASOCORT AQ NASAL SPRAY  16.5 GM  SANOFI-AVENTIS"	C3854019	Gentamicin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"HIGH PROTEIN W/ D3 1000"	C0033684	Proteins	[u'aapp', u'bacs']	[u'RXNORM']
"MERCILON (ETHNYLESTRADIOL + DESOGESTREL)"	C0057558	Desogestrel	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"OSTEO BI-FLEX JOINT SHIELD 2 TABLETS DAILY"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"OSTEO BI-FLEX JOINT SHIELD 2 TABLETS DAILY"	C1700059	Osteo Bi-Flex	[u'orch', u'phsu']	[u'RXNORM']
"SERTRALIN RANBAXY 50 MG TABLETT"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"FLOMOX (CEFCAPENE)"	C2699134	cefcapene	[u'antb', u'orch']	[u'ATC']
"LACTATED RINGER'S (CALCIUM CHLORIDE DIHYDRATE/POTASSIUM CHLORIDE SODIU"	C0376261	Lactate	[u'orch', u'phsu']	[u'RXNORM']
"LACTATED RINGER'S (CALCIUM CHLORIDE DIHYDRATE/POTASSIUM CHLORIDE SODIU"	C0724543	Calcium Chloride Dihydrate	[u'inch', u'phsu']	[u'RXNORM']
"LACTATED RINGER'S (CALCIUM CHLORIDE DIHYDRATE/POTASSIUM CHLORIDE SODIU"	C0032825	Potassium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"DEFEROVAMINE MESYLATE 500MG/VIAL ABBOT LABS"	C0035100	Chymosin	[u'aapp', u'enzy']	[u'RXNORM']
"DEFEROVAMINE MESYLATE 500MG/VIAL ABBOT LABS"	C3645051	mesylate	[u'orch']	[u'RXNORM']
"BOTULINUM TOXIN 100 UNITS"	C0006055	Botulinum Toxins	[u'aapp', u'hops', u'phsu']	[u'ATC']
"UNKNOWN BIRTH CONTROL INJECTION"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"METEOSPASMYL 20 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"ENALAPRIL MALEATE W/HYDROCHLOROTHAZIDE"	C0700452	Enalapril Maleate	[u'aapp', u'phsu']	[u'RXNORM']
"PHENAZON"	C0003420	Antipyrine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PHENAZON"	C0072665	pyrazon	[u'hops', u'orch']	[u'RXNORM']
"DHA DROPS"	C0142831	sodium dehydroacetate	[u'irda', u'orch']	[u'RXNORM']
"DHA DROPS"	C2348308	doconexent	[u'orch', u'phsu']	[u'RXNORM']
"SOLUBLE VITAMIN A"	C0042839	Vitamin A	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"SOLUBLE VITAMIN A"	C0087161	All-Trans-Retinol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"TRAMUNDIN IR"	C0022071	Iridium	[u'elii']	[u'RXNORM']
"PAROXETINE HYDROCHLORIDE (PAROXETINE HYDRCHLORIDE)"	C0771019	Paroxetine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"PAROXETINE HYDROCHLORIDE (PAROXETINE HYDRCHLORIDE)"	C0070122	Paroxetine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"KLACID TABLET 250 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"KLACID TABLET 250 MG"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ASP SUPP"	C0038854	Suppository	[u'bodm']	[u'RXNORM']
"DEXTROSE AND NACL INFUSION"	C0017725	Glucose	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DEXTROSE AND NACL INFUSION"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"NEOPAREN 1 INJECTION"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"BACLOFENE WINTHROP 10 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"BACLOFENE WINTHROP 10 MG"	C0004609	Baclofen	[u'aapp', u'phsu']	[u'RXNORM', u'ATC']
"ARTHMAX PRO"	C0033382	Proline	[u'aapp', u'bacs']	[u'RXNORM']
"LASIC /SCH/ (FUROSEMIDE, FUROSEMIDE SODIUM)"	C0016860	Furosemide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LASIC /SCH/ (FUROSEMIDE, FUROSEMIDE SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"LASIC /SCH/ (FUROSEMIDE, FUROSEMIDE SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"LASIC /SCH/ (FUROSEMIDE, FUROSEMIDE SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"LASIC /SCH/ (FUROSEMIDE, FUROSEMIDE SODIUM)"	C0016860	Furosemide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CITALOPRAM HBR 10"	C0008845	Citalopram	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LIXIANA 60 MG COMPRIMIDOS RECUBIERTOS CON PELICULA"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"KOSHER FOODS WHICH ARE HIGH IN SALT"	C3540798	Food allergenic extracts	[u'imft', u'phsu']	[u'ATC']
"KOSHER FOODS WHICH ARE HIGH IN SALT"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"METOCLOPRAMIDE 10MG/2ML SICOR"	C0025853	Metoclopramide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TRIAMINIC CHEST CONGESTION 4 OZ; MFD BY NOVARTIS (PSEUDOEPHEDRINE FREE"	C1170671	Triaminic Chest Congestion	[u'orch', u'phsu']	[u'RXNORM']
