UTTERANCE	CUI	PT	ST	SOURCES
"PREMPLUS (ESTROGENS CONJUGATED, MEDROGESTERONE)"	C0014939	Estrogens	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"PREMPLUS (ESTROGENS CONJUGATED, MEDROGESTERONE)"	C3537250	ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	[u'horm', u'orch', u'phsu']	[u'ATC']
"PREMPLUS (ESTROGENS CONJUGATED, MEDROGESTERONE)"	C3541386	Estrogens, endocrine therapy drugs	[u'horm', u'orch', u'phsu']	[u'ATC']
"ANALGESICS (ANALGESICS NOS)"	C0002771	Analgesics	[u'hops', u'orch', u'phsu']	[u'ATC']
"ANALGESICS (ANALGESICS NOS)"	C0002771	Analgesics	[u'hops', u'orch', u'phsu']	[u'ATC']
"CARDIOASPRIRIN (ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ATVAQUONE/PROGUANIL"	C0008241	Proguanil	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SINGULAIR HS"	C0595724	Singulair	[u'orch', u'phsu']	[u'RXNORM']
"ANTIBIOTICS ORAL"	C0003237	Antibiotics, Antitubercular	[u'antb']	[u'ATC']
"ANTIBIOTICS ORAL"	C3540704	Antibiotics for systemic use	[u'antb']	[u'ATC']
"ANTIBIOTICS ORAL"	C3540705	Antifungal Antibiotics, Topical	[u'antb']	[u'ATC']
"ANTIBIOTICS ORAL"	C3540706	Antibiotic throat preparations	[u'antb']	[u'ATC']
"ANTIBIOTICS ORAL"	C3540707	Antibiotics FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE	[u'antb']	[u'ATC']
"ANTIBIOTICS ORAL"	C3540708	Antibiotics, Gynecological	[u'antb']	[u'ATC']
"ANTIBIOTICS ORAL"	C3540709	antibiotics, intestinal	[u'antb']	[u'ATC']
"ANTIBIOTICS ORAL"	C3540710	Antibiotics, ophthalmologic	[u'antb']	[u'ATC']
"TELATINIB MESYLATE"	C3645051	mesylate	[u'orch']	[u'RXNORM']
"5-FLUOROURACIL - SOLUTION -"	C0016360	Fluorouracil	[u'nnon', u'phsu']	[u'RXNORM', u'ATC']
"HYDROXYCARBAMID (HYDROXYCARBAMIDE)"	C0020402	hydroxyurea	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HYDROXYCARBAMID (HYDROXYCARBAMIDE)"	C0020402	hydroxyurea	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SODIUM IODIDE I-131 (INN:SODIUM IODIDE (131))"	C0304982	Sodium iodide I131	[u'inch', u'irda']	[u'RXNORM']
"SODIUM IODIDE I-131 (INN:SODIUM IODIDE (131))"	C0037521	Sodium Iodide	[u'inch', u'irda', u'phsu']	[u'RXNORM']
"DEPOT INJECTION (ALL OTHER THERAPEUTIC PRODUCTS)"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"PV SWEET OIL"	C0069449	olive oil	[u'food', u'orch']	[u'RXNORM']
"PV SWEET OIL"	C0030840	Penicillin V	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"OMEPRAL TABLETS 10"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"GLYCERIN /00200601/ (GLYCERIN - GLYCEROL)"	C0017861	Glycerin	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"GLYCERIN /00200601/ (GLYCERIN - GLYCEROL)"	C0017861	Glycerin	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"GLYCERIN /00200601/ (GLYCERIN - GLYCEROL)"	C0017861	Glycerin	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FOLINSAERE (FOLINIC ACID) (FOLINIC ACID)"	C0023413	Leucovorin	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"FOLINSAERE (FOLINIC ACID) (FOLINIC ACID)"	C0023413	Leucovorin	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"LEVOXYL (LEVOXYTHROXINE SODIUM)"	C0721346	Levoxyl	[u'aapp', u'phsu']	[u'RXNORM']
"LEVOXYL (LEVOXYTHROXINE SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"LEVOXYL (LEVOXYTHROXINE SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"LEVOXYL (LEVOXYTHROXINE SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"NUTRITION SUPL ENSURE/VAN PWD 400GM"	C0032861	Powder dose form	[u'bodm']	[u'RXNORM']
"SYMBICORT WITH FORMOTEROL"	C1121854	Symbicort	[u'orch', u'phsu']	[u'RXNORM']
"SYMBICORT WITH FORMOTEROL"	C0060657	formoterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AMISULPRID 200 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CETYLPYRIDINIUM CHLORIDE HYDRATE"	C0720930	Hyrex Brand of Dimenhydrinate	[u'orch', u'phsu']	[u'RXNORM']
"CETYLPYRIDINIUM CHLORIDE HYDRATE"	C0007907	Cetylpyridinium Chloride	[u'orch', u'phsu']	[u'RXNORM']
"IPROTROPIUM BROMIDE/ALBUTEROL"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"IPROTROPIUM BROMIDE/ALBUTEROL"	C0006222	Bromides	[u'inch']	[u'ATC']
"ASPARA-CA (CALCIUM L-ASPARATE)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"ASPARA-CA (CALCIUM L-ASPARATE)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"LISTERINE CITRUS MOUTHWASH"	C0026647	Mouthwash	[u'bodm']	[u'RXNORM']
"LISTERINE CITRUS MOUTHWASH"	C0065081	Listerine	[u'orch', u'phsu']	[u'RXNORM']
"ACETAMINPHEN (PARACETAMOL)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"COMPOUNDED (ATENOLOL 50MG+HYDROCHLOROTHIAZIDE 20MG + LOSARTAN 60MG)"	C0717825	Hydrochlorothiazide / Losartan	[u'phsu']	[u'RXNORM']
"COMPOUNDED (ATENOLOL 50MG+HYDROCHLOROTHIAZIDE 20MG + LOSARTAN 60MG)"	C0004147	Atenolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TIMOLOL MSD"	C0040233	Timolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METACLOPRAMIDE (METOCLOPRAMIDE HYDROCHLORIDE) (UNKNOWN)"	C0025853	Metoclopramide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METACLOPRAMIDE (METOCLOPRAMIDE HYDROCHLORIDE) (UNKNOWN)"	C0887128	Metoclopramide Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"NITROQUICK (GLYCERYL TRINITRATE) (UNKNOWN)?"	C0722120	Nitroquick	[u'orch', u'phsu']	[u'RXNORM']
"NITROQUICK (GLYCERYL TRINITRATE) (UNKNOWN)?"	C0017887	Nitroglycerin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METPROLOL  BETA BLOCKER"	C0001645	Adrenergic beta-Antagonists	[u'phsu']	[u'ATC']
"FLOVENT AEROSOL SOLUTION"	C0720466	Flovent	[u'orch', u'phsu']	[u'RXNORM']
"FLOVENT AEROSOL SOLUTION"	C1112870	Aerosol Dose Form	[u'bodm']	[u'RXNORM']
"TITANOREINE (CARRAGEEN/LIDOCAINE HYDROCHLORIDE/TITANIUM DIOXIDE/ZINC O"	C0076733	titanium dioxide	[u'inch', u'phsu']	[u'RXNORM']
"TITANOREINE (CARRAGEEN/LIDOCAINE HYDROCHLORIDE/TITANIUM DIOXIDE/ZINC O"	C0546869	Lidocaine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"TITANOREINE (CARRAGEEN/LIDOCAINE HYDROCHLORIDE/TITANIUM DIOXIDE/ZINC O"	C0043481	Zinc	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"TITANOREINE (CARRAGEEN/LIDOCAINE HYDROCHLORIDE/TITANIUM DIOXIDE/ZINC O"	C0544348	Chondrus Preparation	[u'orch', u'phsu']	[u'RXNORM']
"TITANOREINE (CARRAGEEN/LIDOCAINE HYDROCHLORIDE/TITANIUM DIOXIDE/ZINC O"	C3541396	Zinc Supplements	[u'phsu']	[u'ATC']
"PLAVIX/ CLOPIDOGREL"	C0070166	clopidogrel	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PLAVIX/ CLOPIDOGREL"	C0633084	Plavix	[u'orch', u'phsu']	[u'RXNORM']
"NORETHINDRONE ACETATE AGYSTIN"	C0068980	norethindrone acetate	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"OMEGA 3                            /06816701/"	C0015689	Omega-3 Fatty Acids	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"LAB-ALTEPLASE"	C0032143	alteplase	[u'aapp', u'enzy', u'phsu']	[u'RXNORM', u'ATC']
"LAB-ALTEPLASE"	C0035100	Chymosin	[u'aapp', u'enzy']	[u'RXNORM']
"XYREM (OXBATE SODIUM)"	C1170735	Xyrem	[u'orch', u'phsu']	[u'RXNORM']
"XYREM (OXBATE SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"XYREM (OXBATE SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"XYREM (OXBATE SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"EXPOSE 100 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"COENZYME Q10 W/MEGA EFA AND HAWTHORNE"	C0056077	coenzyme Q10	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"COENZYME Q10 W/MEGA EFA AND HAWTHORNE"	C0077666	Ubiquinone Q2	[u'aapp', u'enzy']	[u'RXNORM']
"QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZI"	C0770920	Quinapril hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"CRANBERRY CAPUSLE"	C0453273	Cranberry preparation	[u'orch', u'phsu']	[u'RXNORM']
"EPA/DHA FISH OIL"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"EPA/DHA FISH OIL"	C0142831	sodium dehydroacetate	[u'irda', u'orch']	[u'RXNORM']
"EPA/DHA FISH OIL"	C2348308	doconexent	[u'orch', u'phsu']	[u'RXNORM']
"BUSPIRON (BUSPIRON) (HYOSCINE BUTYLBROMIDE, METAMIZOLE SODIUM MONOHYDRATE)"	C0006462	Buspirone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BUSPIRON (BUSPIRON) (HYOSCINE BUTYLBROMIDE, METAMIZOLE SODIUM MONOHYDRATE)"	C0006462	Buspirone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BUSPIRON (BUSPIRON) (HYOSCINE BUTYLBROMIDE, METAMIZOLE SODIUM MONOHYDRATE)"	C0006519	butylscopolamine bromide	[u'orch', u'phsu']	[u'RXNORM']
"BUSPIRON (BUSPIRON) (HYOSCINE BUTYLBROMIDE, METAMIZOLE SODIUM MONOHYDRATE)"	C3714569	METAMIZOLE SODIUM	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SPIRIVA (TIOTROPIUM BROMIDE HYDRATE)"	C0905678	Spiriva	[u'orch', u'phsu']	[u'RXNORM']
"SPIRIVA (TIOTROPIUM BROMIDE HYDRATE)"	C0720930	Hyrex Brand of Dimenhydrinate	[u'orch', u'phsu']	[u'RXNORM']
"SPIRIVA (TIOTROPIUM BROMIDE HYDRATE)"	C1306772	tiotropium bromide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SALBUTAMOL TABLETS BP 2MG (SALBUTAMOL) UNKNOWN"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SALBUTAMOL TABLETS BP 2MG (SALBUTAMOL) UNKNOWN"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"SALBUTAMOL TABLETS BP 2MG (SALBUTAMOL) UNKNOWN"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BETAMETHASON//BETAMETHASONE VALERATE"	C0750848	Betamethasone valerate	[u'orch', u'phsu']	[u'RXNORM']
"NITROFURANTOIN MONOHYDRATE/MACROCRYSTALS (NITROFURANTOIN MONOHYDRATE/M"	C0770666	NITROFURANTOIN, MACROCRYSTALS	[u'orch', u'phsu']	[u'RXNORM']
"NITROFURANTOIN MONOHYDRATE/MACROCRYSTALS (NITROFURANTOIN MONOHYDRATE/M"	C0724647	Nitrofurantoin, Monohydrate	[u'antb', u'orch']	[u'RXNORM']
"EPINASTINE HCL UNK(EPINASTINE HYDROCHLORIDE) UNKNOWN"	C0772294	epinastine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"EPINASTINE HCL UNK(EPINASTINE HYDROCHLORIDE) UNKNOWN"	C0772294	epinastine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"20AA COMPOUND AMINO ACID"	C0002520	Amino Acids	[u'aapp', u'bacs', u'phsu']	[u'ATC']
"D3/MAG11/ZINC"	C0043481	Zinc	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"D3/MAG11/ZINC"	C3541396	Zinc Supplements	[u'phsu']	[u'ATC']
"CAL MAGNESIUM ZINC"	C0043481	Zinc	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CAL MAGNESIUM ZINC"	C3541396	Zinc Supplements	[u'phsu']	[u'ATC']
"CAL MAGNESIUM ZINC"	C0024467	Magnesium	[u'bacs', u'elii']	[u'RXNORM']
"CAL MAGNESIUM ZINC"	C3540792	Magnesium supplements, alimentary tract and metabolism	[u'inch', u'phsu']	[u'ATC']
"RAUBASINE-ALMITRINE BISMESILATE (RAUBASINE-ALMITRINE BISMESILATE)"	C0002165	Almitrine Dimesylate	[u'orch', u'phsu']	[u'RXNORM']
"RAUBASINE-ALMITRINE BISMESILATE (RAUBASINE-ALMITRINE BISMESILATE)"	C0051033	ajmalicine	[u'orch', u'phsu']	[u'RXNORM']
"RAUBASINE-ALMITRINE BISMESILATE (RAUBASINE-ALMITRINE BISMESILATE)"	C0002165	Almitrine Dimesylate	[u'orch', u'phsu']	[u'RXNORM']
"RAUBASINE-ALMITRINE BISMESILATE (RAUBASINE-ALMITRINE BISMESILATE)"	C0051033	ajmalicine	[u'orch', u'phsu']	[u'RXNORM']
"TS 1  /JPN/ (GIMERACIL, OTERACIL POTASSIUM, TEGAFUR)"	C0032821	Potassium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"TS 1  /JPN/ (GIMERACIL, OTERACIL POTASSIUM, TEGAFUR)"	C0304475	Potassium supplement	[u'inch', u'phsu']	[u'ATC']
"TS 1  /JPN/ (GIMERACIL, OTERACIL POTASSIUM, TEGAFUR)"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"TS 1  /JPN/ (GIMERACIL, OTERACIL POTASSIUM, TEGAFUR)"	C0016778	Tegafur	[u'nnon', u'phsu']	[u'RXNORM', u'ATC']
"CRANBERRY CAPLET"	C0304292	Caplet dose form	[u'bodm']	[u'RXNORM']
"CRANBERRY CAPLET"	C0453273	Cranberry preparation	[u'orch', u'phsu']	[u'RXNORM']
"EMEND - MERCK SHARP + DOHME LIMITED"	C1175300	Emend	[u'orch', u'phsu']	[u'RXNORM']
"UNAT 10 MG (TORASDEMIDE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"METACOLINA CHLORIDE"	C0596019	Chloride Ion	[u'elii']	[u'RXNORM']
"OMNIPRED FORTE"	C1966611	Omnipred	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"SONIAS COMBINATION TABLETS LD (PIOGLITAZONE HYDROCHLORIDE, GLIMEPIRIDE"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"SONIAS COMBINATION TABLETS LD (PIOGLITAZONE HYDROCHLORIDE, GLIMEPIRIDE"	C0872972	Pioglitazone hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"SONIAS COMBINATION TABLETS LD (PIOGLITAZONE HYDROCHLORIDE, GLIMEPIRIDE"	C0061323	glimepiride	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"IZILOX 400"	C0875968	Avelox	[u'orch', u'phsu']	[u'RXNORM']
"MAGNESIUM PLUS PROTEIN (MAGNESIUM COMPOUNDS)"	C0033684	Proteins	[u'aapp', u'bacs']	[u'RXNORM']
"MAGNESIUM PLUS PROTEIN (MAGNESIUM COMPOUNDS)"	C0024467	Magnesium	[u'bacs', u'elii']	[u'RXNORM']
"MAGNESIUM PLUS PROTEIN (MAGNESIUM COMPOUNDS)"	C3540792	Magnesium supplements, alimentary tract and metabolism	[u'inch', u'phsu']	[u'ATC']
"MAGNESIUM PLUS PROTEIN (MAGNESIUM COMPOUNDS)"	C3541964	antacids containing magnesium compounds	[u'phsu']	[u'ATC']
"VICOPROFEN 7.5/200MG"	C0724280	Vicoprofen	[u'orch', u'phsu']	[u'RXNORM']
"CALCIUM CARBONOTE"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUM CARBONOTE"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"BLEOMYCIN 15 000 KY INJEKTIOKUIVA-AINE/INFUUSIOKUIVA-AINE LIUOSTA VART"	C0005740	Bleomycin	[u'aapp', u'antb']	[u'RXNORM', u'ATC']
"CARDIOAPSIRIN 100 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"HYDROCODONE WITH APAP (PROCET / USA /) (UNKNOWN)"	C0020264	Hydrocodone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HYDROCODONE WITH APAP (PROCET / USA /) (UNKNOWN)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HYDROCODONE WITH APAP (PROCET / USA /) (UNKNOWN)"	C1170553	Procet	[u'orch', u'phsu']	[u'RXNORM']
"FLOMAX(TAMSULOSIN HYDROCHLORIDE)(CAPSULES)"	C0662903	Flomax	[u'orch', u'phsu']	[u'RXNORM']
"FLOMAX(TAMSULOSIN HYDROCHLORIDE)(CAPSULES)"	C0771774	Tamsulosin hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"FLOMAX(TAMSULOSIN HYDROCHLORIDE)(CAPSULES)"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"AMINOPHEN/COD # 3"	C3488428	Cod, unspecified preparation	[u'aapp', u'phsu']	[u'RXNORM']
"METHYL-PRO (1-METHYLFOLATE/OTC DEPLIN)"	C0033382	Proline	[u'aapp', u'bacs']	[u'RXNORM']
"UNKNOWN DRUG (CALCIUM ANTAGONIST)"	C0006684	Calcium Channel Blockers	[u'phsu']	[u'ATC']
"TRESIBA FLEX TOUCH"	C4056537	Tresiba	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"THIAMAZOL HEXAL (NGX) (THIAMAZOLE) TABLET, 10 MG"	C0025644	Methimazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"THIAMAZOL HEXAL (NGX) (THIAMAZOLE) TABLET, 10 MG"	C0025644	Methimazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"THIAMAZOL HEXAL (NGX) (THIAMAZOLE) TABLET, 10 MG"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"THIAMAZOL HEXAL (NGX) (THIAMAZOLE) TABLET, 10 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CALCIO LEVOFOLINATO HOSPIRA"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"WELLBUTRIN EXT RELEASE"	C0085934	Wellbutrin	[u'orch', u'phsu']	[u'RXNORM']
"CARDIAZEM  /00489701/(DILTIAZEM)"	C0012373	Diltiazem	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NPC 1 CREAM"	C1378128	Cream	[u'bodm']	[u'RXNORM']
"RENITEC COMP. (ENALAPRIL MALEATE, HYDROCHLOROTHIAZIDE)"	C0600128	Renitec	[u'aapp', u'phsu']	[u'RXNORM']
"RENITEC COMP. (ENALAPRIL MALEATE, HYDROCHLOROTHIAZIDE)"	C0700452	Enalapril Maleate	[u'aapp', u'phsu']	[u'RXNORM']
"RENITEC COMP. (ENALAPRIL MALEATE, HYDROCHLOROTHIAZIDE)"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CENTRUM (ASCORBIC ACID, BIOTIN, CALCIUM PANTHOTHNATE, CYANOCOBALAMIN, ERGOCALCIFEROL, IRON, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CENTRUM (ASCORBIC ACID, BIOTIN, CALCIUM PANTHOTHNATE, CYANOCOBALAMIN, ERGOCALCIFEROL, IRON, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0005575	Biotin	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CENTRUM (ASCORBIC ACID, BIOTIN, CALCIUM PANTHOTHNATE, CYANOCOBALAMIN, ERGOCALCIFEROL, IRON, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CENTRUM (ASCORBIC ACID, BIOTIN, CALCIUM PANTHOTHNATE, CYANOCOBALAMIN, ERGOCALCIFEROL, IRON, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"CENTRUM (ASCORBIC ACID, BIOTIN, CALCIUM PANTHOTHNATE, CYANOCOBALAMIN, ERGOCALCIFEROL, IRON, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CENTRUM (ASCORBIC ACID, BIOTIN, CALCIUM PANTHOTHNATE, CYANOCOBALAMIN, ERGOCALCIFEROL, IRON, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0014695	Ergocalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CENTRUM (ASCORBIC ACID, BIOTIN, CALCIUM PANTHOTHNATE, CYANOCOBALAMIN, ERGOCALCIFEROL, IRON, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0302583	Iron	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CENTRUM (ASCORBIC ACID, BIOTIN, CALCIUM PANTHOTHNATE, CYANOCOBALAMIN, ERGOCALCIFEROL, IRON, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0028027	Niacinamide	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CENTRUM (ASCORBIC ACID, BIOTIN, CALCIUM PANTHOTHNATE, CYANOCOBALAMIN, ERGOCALCIFEROL, IRON, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0700496	Pyridoxine Hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"CENTRUM (ASCORBIC ACID, BIOTIN, CALCIUM PANTHOTHNATE, CYANOCOBALAMIN, ERGOCALCIFEROL, IRON, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0042839	Vitamin A	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CENTRUM (ASCORBIC ACID, BIOTIN, CALCIUM PANTHOTHNATE, CYANOCOBALAMIN, ERGOCALCIFEROL, IRON, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0087161	All-Trans-Retinol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"CENTRUM (ASCORBIC ACID, BIOTIN, CALCIUM PANTHOTHNATE, CYANOCOBALAMIN, ERGOCALCIFEROL, IRON, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0035527	Riboflavin	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
