UTTERANCE	CUI	PT	ST	SOURCES
"FLUORESCITE (FLUORESCEIN SODIUM) 10 % INJECTION SOLUTION INJECTION"	C0147866	fluorescein sodium	[u'irda', u'orch', u'phsu']	[u'RXNORM']
"FLUORESCITE (FLUORESCEIN SODIUM) 10 % INJECTION SOLUTION INJECTION"	C0991511	Injectable Solution	[u'bodm']	[u'RXNORM']
"ENALAPRIL MALEATE TEVA"	C0700452	Enalapril Maleate	[u'aapp', u'phsu']	[u'RXNORM']
"VALERIAN TEAS"	C0795674	valerian root extract	[u'orch', u'phsu']	[u'RXNORM']
"CORTISONE (CORTISONE/00014601/)"	C0010137	Cortisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CORTISONE (CORTISONE/00014601/)"	C0010137	Cortisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CLARITH (CLARITHOMYCIN)"	C0055856	Clarithromycin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"PROPACIL (NO PREF. NAME)"	C0028128	Nitric Oxide	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"HEMERAN GEL (HEPARINOID)"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"HEMERAN GEL (HEPARINOID)"	C0019142	Heparinoids	[u'orch', u'phsu']	[u'RXNORM']
"KLAIRE LABS PROBIOTIC"	C0035100	Chymosin	[u'aapp', u'enzy']	[u'RXNORM']
"ERYTHROMYCIN SUSP 200MG/5ML"	C0014806	Erythromycin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"ERYTHROMYCIN SUSP 200MG/5ML"	C0038960	Suspensions	[u'bodm']	[u'RXNORM']
"GASMOTIN        (MOSAPRIDE CITRATE)"	C0376259	Citrate	[u'orch', u'phsu']	[u'RXNORM']
"GASMOTIN        (MOSAPRIDE CITRATE)"	C0526501	mosapride	[u'orch', u'phsu']	[u'RXNORM']
"RANIDIL 300 MG COMPRESSE RIVESTITE CON FILM"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CODEIN/APAP"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CODEIN/APAP"	C0009214	Codeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"EZETIMIBE + ROSUVASTATIN CALCIUM"	C1101751	Rosuvastatin calcium	[u'orch', u'phsu']	[u'RXNORM']
"EZETIMIBE + ROSUVASTATIN CALCIUM"	C1142985	ezetimibe	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BENADRYL ^WARNER-LAMBERT^/USA/(UNKNOWN)"	C0700899	Benadryl	[u'orch', u'phsu']	[u'RXNORM']
"ELAVIL (AMIRIPTYLINE HYDROCHLORIDE)"	C0087119	Elavil	[u'orch', u'phsu']	[u'RXNORM']
"BICARB MOUTHWASH"	C0026647	Mouthwash	[u'bodm']	[u'RXNORM']
"BICARB MOUTHWASH"	C0074722	Sodium Bicarbonate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE\OXYBENZONE"	C0069803	oxybenzone	[u'orch', u'phsu']	[u'RXNORM']
"AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE\OXYBENZONE"	C0097513	avobenzone	[u'orch', u'phsu']	[u'RXNORM']
"AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE\OXYBENZONE"	C0257715	octocrylene	[u'orch', u'phsu']	[u'RXNORM']
"AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE\OXYBENZONE"	C0304631	homosalate	[u'orch', u'phsu']	[u'RXNORM']
"AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE\OXYBENZONE"	C0304632	octisalate	[u'orch', u'phsu']	[u'RXNORM']
"ENALAPRIL/ HIDROCLOROTIAZIDA PENSA 20/12,5 MG COMPRIMIDOS EFG , 28 COM"	C0014025	Enalapril	[u'aapp', u'phsu']	[u'RXNORM', u'ATC']
"ENALAPRIL/ HIDROCLOROTIAZIDA PENSA 20/12,5 MG COMPRIMIDOS EFG , 28 COM"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"ENALAPRIL/ HIDROCLOROTIAZIDA PENSA 20/12,5 MG COMPRIMIDOS EFG , 28 COM"	C0206008	2-Mercaptoethanesulfonic Acid	[u'orch', u'phsu']	[u'RXNORM']
"PYRIDOXIN (PYRIDOXIN HYDROCHLORIDE)"	C0034272	pyridoxine	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"PYRIDOXIN (PYRIDOXIN HYDROCHLORIDE)"	C0700496	Pyridoxine Hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"INIPOMP /01263201/ (INIPOMP PANTOPRAZOLE) 40 MG (NOT SPECIFIED)"	C0081876	pantoprazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"INIPOMP /01263201/ (INIPOMP PANTOPRAZOLE) 40 MG (NOT SPECIFIED)"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"IT COSMETICS FOUNDATION SPF 50+ LIGHT"	C0010164	Cosmetics	[u'mnob']	[u'ATC']
"PLATINE SALTS"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"NEOMYCIN W/POLYMYXIN-HC"	C0020268	Hydrocortisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NEOMYCIN W/POLYMYXIN-HC"	C0027603	Neomycin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"NEOMYCIN W/POLYMYXIN-HC"	C0032539	Polymyxins	[u'aapp', u'antb']	[u'ATC']
"THYRXIN SOD.(INTERPRETED AS THYROXINE)"	C0040165	levothyroxine	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"TERACONAZOLE VAGINAL CREAM"	C0042238	Vaginal Cream	[u'bodm']	[u'RXNORM']
"FLUMARIN              (FLOMOXEF SODIUM) INJECTION"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"FLUMARIN              (FLOMOXEF SODIUM) INJECTION"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"FLUMARIN              (FLOMOXEF SODIUM) INJECTION"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"FLUMARIN              (FLOMOXEF SODIUM) INJECTION"	C0117881	flomoxef	[u'antb', u'orch']	[u'ATC']
"FLUMARIN              (FLOMOXEF SODIUM) INJECTION"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"FLUTICASONE PROP SP"	C0082607	fluticasone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NEVIRAPINE (REFERENCE) 00015/0482/001"	C0132326	Nevirapine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SODIUM TECHNETIUM TC99M INJ"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"SODIUM TECHNETIUM TC99M INJ"	C0303611	Technetium 99m	[u'irda']	[u'RXNORM']
"SODIUM TECHNETIUM TC99M INJ"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"SODIUM TECHNETIUM TC99M INJ"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"SODIUM TECHNETIUM TC99M INJ"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"ORAL CONTRACEPTIVE (ORAL CONTRACEPTIVE NOS) TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"COMBIVENT (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE)(INHALANT)(IPRATROPI"	C0591282	Combivent	[u'orch', u'phsu']	[u'RXNORM']
"COMBIVENT (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE)(INHALANT)(IPRATROPI"	C0700580	Ipratropium Bromide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"COMBIVENT (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE)(INHALANT)(IPRATROPI"	C0543495	Albuterol Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"COMBIVENT (IPRATROPIUM BROMIDE, ALBUTEROL SULFATE)(INHALANT)(IPRATROPI"	C0598322	Inhalant dose form	[u'bodm']	[u'RXNORM']
"GENERIC PROTON PUMP INHIBITORS"	C3540020	Proton pump inhibitors for peptic ulcer and GORD	[u'phsu']	[u'ATC']
"SODIUM BASED MEDICATIONS"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"SODIUM BASED MEDICATIONS"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"SODIUM BASED MEDICATIONS"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"DEMPAMIDE (VALPROMIDE) (VALPROMIDE)"	C0058426	dipropylacetamide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DEMPAMIDE (VALPROMIDE) (VALPROMIDE)"	C0058426	dipropylacetamide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METFORMIN HYDROCHLORIDE W/VILDAGLIPTIN (DRUG USED IN DIABETES)"	C1570906	vildagliptin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METFORMIN HYDROCHLORIDE W/VILDAGLIPTIN (DRUG USED IN DIABETES)"	C0770893	Metformin hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"SANDOZ-DILTIAZEM T"	C0012373	Diltiazem	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SML EYEDROPS"	C0015399	Eye Drops	[u'bodm']	[u'RXNORM']
"METFORMIN/AVANDIA COMBINATION"	C0025598	Metformin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METFORMIN/AVANDIA COMBINATION"	C0875967	Avandia	[u'orch', u'phsu']	[u'RXNORM']
"HI-Z (GAMMA ORYZANOL)"	C0061081	gamma-oryzanol	[u'orch']	[u'RXNORM']
"CARBONATO CALCICO / COLECALCIFEROL CINFA"	C0008318	Cholecalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"6MP (THIOGUANINE) 50 MG /TAB"	C0000618	mercaptopurine	[u'nnon', u'phsu']	[u'RXNORM', u'ATC']
"6MP (THIOGUANINE) 50 MG /TAB"	C0039902	Thioguanine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"6MP (THIOGUANINE) 50 MG /TAB"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"6MP (THIOGUANINE) 50 MG /TAB"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"K-DUR (OTASSIUM CHLORIDE)"	C0306511	K-Dur	[u'inch', u'phsu']	[u'RXNORM']
"K-DUR (OTASSIUM CHLORIDE)"	C0596019	Chloride Ion	[u'elii']	[u'RXNORM']
"OCUVITE (ASCORBIC ACID, RETINOL, TOCOPHEROL"	C0722233	Ocuvite	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"OCUVITE (ASCORBIC ACID, RETINOL, TOCOPHEROL"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"OCUVITE (ASCORBIC ACID, RETINOL, TOCOPHEROL"	C0042839	Vitamin A	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"OCUVITE (ASCORBIC ACID, RETINOL, TOCOPHEROL"	C0087161	All-Trans-Retinol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"OCUVITE (ASCORBIC ACID, RETINOL, TOCOPHEROL"	C0042874	Vitamin E	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"OCUVITE (ASCORBIC ACID, RETINOL, TOCOPHEROL"	C3255108	Tocopherol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"TRIAMCINOLONE ACETONIDE USP 0.1%"	C0040866	Triamcinolone Acetonide	[u'orch', u'phsu']	[u'RXNORM']
"^FAT BURNER^"	C0030234	Palmitic Acid	[u'bacs', u'orch']	[u'RXNORM']
"(LOXOPROFEN SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"(LOXOPROFEN SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"(LOXOPROFEN SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"(LOXOPROFEN SODIUM)"	C0065199	loxoprofen	[u'orch', u'phsu']	[u'RXNORM']
"CINAL (CALCIUM PANTHOTENATE)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CINAL (CALCIUM PANTHOTENATE)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"SYNTHROID                   (LEVOTHYROXINE SODIUM) POWDER AND SOLVENT"	C0728762	Synthroid	[u'aapp', u'phsu']	[u'RXNORM']
"SYNTHROID                   (LEVOTHYROXINE SODIUM) POWDER AND SOLVENT"	C0079691	Levothyroxine Sodium	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"SYNTHROID                   (LEVOTHYROXINE SODIUM) POWDER AND SOLVENT"	C0032861	Powder dose form	[u'bodm']	[u'RXNORM']
"SINEMET XR"	C0074559	Sinemet	[u'orch', u'phsu']	[u'RXNORM']
"BENADRYL DYE FREE LIQUID GELS"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"BENADRYL DYE FREE LIQUID GELS"	C0700899	Benadryl	[u'orch', u'phsu']	[u'RXNORM']
"ADDERALL XR (AMFETAMINE-DEXAMFETAMINE)"	C0290795	Adderall	[u'orch', u'phsu']	[u'RXNORM']
"ADDERALL XR (AMFETAMINE-DEXAMFETAMINE)"	C0011812	Dextroamphetamine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ADDERALL XR (AMFETAMINE-DEXAMFETAMINE)"	C0002658	Amphetamine	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PAMINE/CAN/ (HYOSCINE METHOBROMIDE)"	C0722436	Pamine	[u'orch', u'phsu']	[u'RXNORM']
"PAMINE/CAN/ (HYOSCINE METHOBROMIDE)"	C0141756	methscopolamine bromide	[u'orch', u'phsu']	[u'RXNORM']
"CALTRATE PLUS VITAMIN D WITH MINERALS (CALTRATE PLUS)"	C3538405	Caltrate Plus D	[u'orch', u'phsu']	[u'RXNORM']
"CALTRATE PLUS VITAMIN D WITH MINERALS (CALTRATE PLUS)"	C0042890	Vitamins	[u'orch', u'phsu', u'vita']	[u'ATC']
"CALTRATE PLUS VITAMIN D WITH MINERALS (CALTRATE PLUS)"	C0719118	Caltrate	[u'inch', u'phsu']	[u'RXNORM']
"OPIUM DROPS / TINCTURES SA"	C0029112	Opium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"OPIUM DROPS / TINCTURES SA"	C0038702	Sulfanilamide	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"OPIUM DROPS / TINCTURES SA"	C0991583	Tincture	[u'bodm']	[u'RXNORM']
"DEPAKOTRE (VALPROIC ACID)"	C0042291	Valproic Acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ENDOXAN /00021102/ (CYCLOPHOSPHAMIDE MONOHYDRATE)"	C0010583	Cyclophosphamide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ENDOXAN /00021102/ (CYCLOPHOSPHAMIDE MONOHYDRATE)"	C0010583	Cyclophosphamide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ETHINYL ESTRDIOL/ DESOGESTREL"	C0057558	Desogestrel	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NOVOLIN R 100 UNIT/ML SOLUTION"	C0307073	Novolin R	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"CANTIL (MEPENZOLATE SODIUM)"	C0127550	Mepenzolate bromide	[u'orch', u'phsu']	[u'RXNORM']
"CANTIL (MEPENZOLATE SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"CANTIL (MEPENZOLATE SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"CANTIL (MEPENZOLATE SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"CANTIL (MEPENZOLATE SODIUM)"	C0360172	Mepenzolate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TORASEMID SANDOZ 10 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"PYGEUM (+) SAW PALMETTO"	C0771607	Saw palmetto extract	[u'orch', u'phsu']	[u'RXNORM']
"PYGEUM (+) SAW PALMETTO"	C4082853	Serenoa repens whole extract	[u'orch', u'phsu']	[u'RXNORM']
"ZELNORM (TEGASERPD MALEATE)"	C1138594	Zelnorm	[u'orch', u'phsu']	[u'RXNORM']
"ZELNORM (TEGASERPD MALEATE)"	C0220874	Maleate	[u'orch']	[u'RXNORM']
"CODEINE/TRAMADOL/KETOPROFEN/CIMETIDINE"	C0008783	Cimetidine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CODEINE/TRAMADOL/KETOPROFEN/CIMETIDINE"	C0009214	Codeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CODEINE/TRAMADOL/KETOPROFEN/CIMETIDINE"	C0022635	Ketoprofen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CODEINE/TRAMADOL/KETOPROFEN/CIMETIDINE"	C0040610	Tramadol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ACETOMINOPHEN (PARACETAMOL) (UNKNOWN)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ACETOMINOPHEN (PARACETAMOL) (UNKNOWN)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MOAB 14.18, CHIMERIC (CH14.18)"	C0281581	dinutuximab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"METFORMIN HYDROCHLORIDE + ROSIGLITAZONE MALEATE TABLET (METFORMIN HCL "	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"METFORMIN HYDROCHLORIDE + ROSIGLITAZONE MALEATE TABLET (METFORMIN HCL "	C0770893	Metformin hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"METFORMIN HYDROCHLORIDE + ROSIGLITAZONE MALEATE TABLET (METFORMIN HCL "	C0795660	Rosiglitazone maleate	[u'orch', u'phsu']	[u'RXNORM']
"METFORMIN HYDROCHLORIDE + ROSIGLITAZONE MALEATE TABLET (METFORMIN HCL "	C0770893	Metformin hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"L-THYROXIN 75 HENNING PLUS"	C0040165	levothyroxine	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"OMEGA 3."	C0015689	Omega-3 Fatty Acids	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"VICODIN WITH TYLENOL"	C0483514	Vicodin	[u'orch', u'phsu']	[u'RXNORM']
"VICODIN WITH TYLENOL"	C0699142	Tylenol	[u'orch', u'phsu']	[u'RXNORM']
"INFANT SUPPOSITORY"	C0038854	Suppository	[u'bodm']	[u'RXNORM']
"TRANSIPEG (POLYETHYLENE GLYCOL 3350\POTASSIUM CHLORIDE\SODIUM BICARBONATE\SODIUM CHLORIDE\SODIUM SULFATE ANHYDROUS)"	C2111789	POLYETHYLENE GLYCOL 3350 / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride / sodium sulfate	[u'phsu']	[u'RXNORM']
"ABETIL (ASCORBIC ACID, TOCOPHEROL, BETACAROTENE)"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ABETIL (ASCORBIC ACID, TOCOPHEROL, BETACAROTENE)"	C0042874	Vitamin E	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ABETIL (ASCORBIC ACID, TOCOPHEROL, BETACAROTENE)"	C3255108	Tocopherol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"ABETIL (ASCORBIC ACID, TOCOPHEROL, BETACAROTENE)"	C0053396	Beta Carotene	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ARCTICBLOX OMEGA 3"	C0015689	Omega-3 Fatty Acids	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"FOSAVANCE (ALENDRONIC ACID, COLECALCIFEROL)(ALENDRONIC ACID, COLECALCI"	C0771311	Alendronic acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FOSAVANCE (ALENDRONIC ACID, COLECALCIFEROL)(ALENDRONIC ACID, COLECALCI"	C0008318	Cholecalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"FOSAVANCE (ALENDRONIC ACID, COLECALCIFEROL)(ALENDRONIC ACID, COLECALCI"	C0771311	Alendronic acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PATADAY EYE GTTS"	C1873819	Pataday	[u'orch', u'phsu']	[u'RXNORM']
"TOPICAL CREAM AND OINTMENTS"	C0991554	Topical Ointment	[u'bodm']	[u'RXNORM']
"TOPICAL CREAM AND OINTMENTS"	C0991551	Topical Cream	[u'bodm']	[u'RXNORM']
"ALGAE CALCIUM SOLUTION"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"ALGAE CALCIUM SOLUTION"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"AVEENO POS AGELESS RECONDITIONING NT CRM PRESCRIBED DOSE, 2X, TOPICAL"	C0719068	CRM chromium picolinate	[u'orch', u'phsu']	[u'RXNORM']
"LAXATIVE POWDER NOS"	C0032861	Powder dose form	[u'bodm']	[u'RXNORM']
"FAMOTER (ALUMINIUM GLYCINATE)"	C0304541	Aluminum glycinate	[u'inch', u'phsu']	[u'ATC']
"BESTPIRIN (ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VALPROIC ACID 250MG UPSHER-SMITH"	C0042291	Valproic Acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CHLORTALIDON/AMILORID 25 MG/2.5 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CHLORTALIDON/AMILORID 25 MG/2.5 MG"	C0002502	Amiloride	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VITALIPID/ INFANTS INJ EM. INF"	C0721062	InFed	[u'orch', u'phsu']	[u'RXNORM']
"VITALIPID/ INFANTS INJ EM. INF"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"ASP NPH/ASPART 70/30 (INSULIN ASPART, INSULIN ASPART PROTAMINE)"	C0123677	Insulin, Aspart, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"ASP NPH/ASPART 70/30 (INSULIN ASPART, INSULIN ASPART PROTAMINE)"	C0123677	Insulin, Aspart, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"ASP NPH/ASPART 70/30 (INSULIN ASPART, INSULIN ASPART PROTAMINE)"	C1708521	Insulin Aspart	[u'aapp', u'horm', u'phsu']	[u'ATC']
"ASP NPH/ASPART 70/30 (INSULIN ASPART, INSULIN ASPART PROTAMINE)"	C1170011	Insulin, Aspart Protamine, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
