UTTERANCE	CUI	PT	ST	SOURCES
"GENERIC PERCOCET  5/325 (VARIOUS)"	C3540761	various other nasal preparations in ATC	[u'phsu']	[u'ATC']
"GENERIC PERCOCET  5/325 (VARIOUS)"	C3540762	various other agents for local oral treatment in ATC	[u'phsu']	[u'ATC']
"GENERIC PERCOCET  5/325 (VARIOUS)"	C3540763	VARIOUS DRUG CLASSES IN ATC	[u'phsu']	[u'ATC']
"GENERIC PERCOCET  5/325 (VARIOUS)"	C3540765	various allergen extracts	[u'imft', u'phsu']	[u'ATC']
"GENERIC PERCOCET  5/325 (VARIOUS)"	C3540766	various antiseptic throat preparations	[u'phsu']	[u'ATC']
"GENERIC PERCOCET  5/325 (VARIOUS)"	C3540769	various other intestinal adsorbents in ATC	[u'phsu']	[u'ATC']
"IV VITAMIN K"	C0042878	Vitamin K	[u'orch', u'vita']	[u'RXNORM']
"IV VITAMIN K"	C3541380	Vitamin K containing hemostatics	[u'orch', u'phsu', u'vita']	[u'ATC']
"KLEAN PREP (MACROGOL 3350, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE3, SODIUM SULFATE ANHYDROUS)"	C0724672	POLYETHYLENE GLYCOL 3350	[u'orch', u'phsu']	[u'RXNORM']
"KLEAN PREP (MACROGOL 3350, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE3, SODIUM SULFATE ANHYDROUS)"	C0032825	Potassium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"KLEAN PREP (MACROGOL 3350, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE3, SODIUM SULFATE ANHYDROUS)"	C0074722	Sodium Bicarbonate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"KLEAN PREP (MACROGOL 3350, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE3, SODIUM SULFATE ANHYDROUS)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"KLEAN PREP (MACROGOL 3350, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE3, SODIUM SULFATE ANHYDROUS)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"KLEAN PREP (MACROGOL 3350, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE3, SODIUM SULFATE ANHYDROUS)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"KLEAN PREP (MACROGOL 3350, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE3, SODIUM SULFATE ANHYDROUS)"	C0074769	sodium sulfate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"MERTHIOLATE                        /00125801/"	C0039867	Thimerosal	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SERTRALINE HYDROCHLORIDE T"	C0600526	Sertraline Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"JANUMET (METFORMIN HYDROCHLIRDE, SITGLIPTIN PHOSPHATE MONOHYDRATE)"	C1948387	Janumet	[u'orch', u'phsu']	[u'RXNORM']
"JANUMET (METFORMIN HYDROCHLIRDE, SITGLIPTIN PHOSPHATE MONOHYDRATE)"	C0025598	Metformin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"JANUMET (METFORMIN HYDROCHLIRDE, SITGLIPTIN PHOSPHATE MONOHYDRATE)"	C1601799	phosphate ion	[u'elii', u'phsu']	[u'RXNORM']
"TRA,A=DP;"	C0040845	Tretinoin	[u'hops', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SYSTANE FREE LIQUID GEL EYE DROPS"	C0015399	Eye Drops	[u'bodm']	[u'RXNORM']
"SYSTANE FREE LIQUID GEL EYE DROPS"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"SYSTANE FREE LIQUID GEL EYE DROPS"	C1655274	Systane	[u'orch', u'phsu']	[u'RXNORM']
"HUMALOG (NISULIN LISPRO)"	C0528249	Humalog	[u'aapp', u'phsu']	[u'RXNORM']
"HUMALOG (NISULIN LISPRO)"	C0293359	Insulin Lispro	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"PIROXICAM + PREDNISONE + FOLIC ACID + RANITIDINE"	C0034665	Ranitidine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PIROXICAM + PREDNISONE + FOLIC ACID + RANITIDINE"	C0016410	Folic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"PIROXICAM + PREDNISONE + FOLIC ACID + RANITIDINE"	C2081466	Piroxicam / Prednisone	[u'phsu']	[u'RXNORM']
"COENZUME Q10"	C0056077	coenzyme Q10	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PROBENECID WITH COLCH 500/0.MG BY WATSON"	C0989259	Probenecid 500 MG	[u'clnd']	[u'RXNORM']
"MENS POTENT FORMULA (CALCIUM, VITAMIN E/FA VITAMIN B6 HERBS)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"MENS POTENT FORMULA (CALCIUM, VITAMIN E/FA VITAMIN B6 HERBS)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"MENS POTENT FORMULA (CALCIUM, VITAMIN E/FA VITAMIN B6 HERBS)"	C0087162	Vitamin B6	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"GUAUIFENESIN/DEXTROMETHORPHAN"	C0011816	Dextromethorphan	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DEPAKENE R/SODIUM VALPROATE"	C0037567	Sodium Valproate	[u'orch', u'phsu']	[u'RXNORM']
"DEPAKENE R/SODIUM VALPROATE"	C0700661	Depakene	[u'orch', u'phsu']	[u'RXNORM']
"APAP WITH CODEINE (CODEINE PHOSPHATE, PARACETAMOL) TABLET"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"APAP WITH CODEINE (CODEINE PHOSPHATE, PARACETAMOL) TABLET"	C0009214	Codeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"APAP WITH CODEINE (CODEINE PHOSPHATE, PARACETAMOL) TABLET"	C0009217	Codeine Phosphate	[u'orch', u'phsu']	[u'RXNORM']
"APAP WITH CODEINE (CODEINE PHOSPHATE, PARACETAMOL) TABLET"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"APAP WITH CODEINE (CODEINE PHOSPHATE, PARACETAMOL) TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"COLACE (DOCUSATE SODIUM) (CASPSULE)"	C0282139	Colace	[u'orch', u'phsu']	[u'RXNORM']
"COLACE (DOCUSATE SODIUM) (CASPSULE)"	C0243237	Docusate Sodium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"THIAMINE DISULFIDE PHOSPHATE/PYRIDOXINE HYDROCHLORIDE/CYANOCOBALAMIN"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"THIAMINE DISULFIDE PHOSPHATE/PYRIDOXINE HYDROCHLORIDE/CYANOCOBALAMIN"	C0076404	thiamine disulfide	[u'orch', u'phsu']	[u'RXNORM']
"THIAMINE DISULFIDE PHOSPHATE/PYRIDOXINE HYDROCHLORIDE/CYANOCOBALAMIN"	C0700496	Pyridoxine Hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"THIAMINE DISULFIDE PHOSPHATE/PYRIDOXINE HYDROCHLORIDE/CYANOCOBALAMIN"	C1601799	phosphate ion	[u'elii', u'phsu']	[u'RXNORM']
"ATENOLOL-CHLORALIDRM"	C0004147	Atenolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"UNKNOWN BETABLOCKER MEDICATION"	C0001645	Adrenergic beta-Antagonists	[u'phsu']	[u'ATC']
"BUSCOPAN (HYOSCINE BUTULBROMIDE)"	C0701019	Buscopan	[u'orch', u'phsu']	[u'RXNORM']
"BUSCOPAN (HYOSCINE BUTULBROMIDE)"	C0036442	Scopolamine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"RANITIDINE HYDROCHLORIDE64MG(75MG AS RANITIDINE)BISMUTH SUBCITRATE 100"	C0034665	Ranitidine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"RANITIDINE HYDROCHLORIDE64MG(75MG AS RANITIDINE)BISMUTH SUBCITRATE 100"	C0034665	Ranitidine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"RANITIDINE HYDROCHLORIDE64MG(75MG AS RANITIDINE)BISMUTH SUBCITRATE 100"	C0106556	bismuth subcitrate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ANXIOLYTICS                           (ANXIOLYTICS, , 0)"	C0040616	Anti-Anxiety Agents	[u'phsu']	[u'ATC']
"ANXIOLYTICS                           (ANXIOLYTICS, , 0)"	C0040616	Anti-Anxiety Agents	[u'phsu']	[u'ATC']
"COVERSYL                                            /00790702"	C0678178	Coversyl	[u'orch', u'phsu']	[u'RXNORM']
"FENTANYL   75 MCG/HOUR PATCH   GENERIC"	C0015846	Fentanyl	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"KAPIDEX 30MG ONCE DAILY"	C2609580	Dexilant	[u'orch', u'phsu']	[u'RXNORM']
"CALCIUM AND MAGNESUEM"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUM AND MAGNESUEM"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"LEVOTHROXINE WITH SODIUM"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"LEVOTHROXINE WITH SODIUM"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"LEVOTHROXINE WITH SODIUM"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"IPAROPIUM BROMIDE"	C0006222	Bromides	[u'inch']	[u'ATC']
"INFUSION (I.V. SOLUTIONS)"	C3654018	IV solutions used in parenteral administration of fluids, electrolytes and nutrients	[u'phsu']	[u'ATC']
"EMOLEX (TA)"	C0039297	Tantalum	[u'elii']	[u'RXNORM']
"PIRONAL [ALLOBARBITAL,AMINOPHENAZONE]"	C0002132	allobarbital	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PIRONAL [ALLOBARBITAL,AMINOPHENAZONE]"	C0002586	Aminopyrine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PROVENTIL HFA 90 UG/ACTUATION INHALER"	C0699770	Proventil	[u'orch', u'phsu']	[u'RXNORM']
"LOSAR H (HYDROCHLOROTHIAZIDE + LOSARTAN POTASSIUM)"	C0700492	Losartan Potassium	[u'orch', u'phsu']	[u'RXNORM']
"LOSAR H (HYDROCHLOROTHIAZIDE + LOSARTAN POTASSIUM)"	C0717825	Hydrochlorothiazide / Losartan	[u'phsu']	[u'RXNORM']
"ASA (ACETYLSALICYLIC ACID) EXTENDED RELEASE TABLET"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ASA (ACETYLSALICYLIC ACID) EXTENDED RELEASE TABLET"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ASA (ACETYLSALICYLIC ACID) EXTENDED RELEASE TABLET"	C0991507	Extended Release Oral Tablet	[u'bodm']	[u'RXNORM']
"BLINDED BUDESONIDE+FORMOTER (NON-GSK COMPARATOR)"	C0054201	Budesonide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PIVMECILLINAM HCL"	C0350794	Pivmecillinam hydrochloride	[u'antb', u'orch']	[u'RXNORM']
"GLUCOVANCE (BLIGENCLAMIDE, METFORMIN HYDROCHLORIDE)"	C0939344	Glucovance	[u'orch', u'phsu']	[u'RXNORM']
"GLUCOVANCE (BLIGENCLAMIDE, METFORMIN HYDROCHLORIDE)"	C0770893	Metformin hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"MEPROBAMATE-ASPIRIN"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MEPROBAMATE-ASPIRIN"	C0025386	Meprobamate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"KETOCON 2 PERCENT/ FULTICA .05 PERCENT CREAM"	C1378128	Cream	[u'bodm']	[u'RXNORM']
"DIPEHN ELIX"	C0678430	Elixir	[u'bodm']	[u'RXNORM']
"SEROQUEL /01270901/(QUETIAPINE)"	C0287163	Seroquel	[u'orch', u'phsu']	[u'RXNORM']
"SEROQUEL /01270901/(QUETIAPINE)"	C0123091	quetiapine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ZALSARTAN-HYDROCHLOROTHIAZIDE"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BENOZYL PEROXIDE GEL"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"ADDERALL (AMFETAMINE ASPARTATE, AMFETAMINE SULFATE, DEXAMAFETAMINE SACCHARATE, DEXAFETAMINE SULFATE)"	C0290795	Adderall	[u'orch', u'phsu']	[u'RXNORM']
"ADDERALL (AMFETAMINE ASPARTATE, AMFETAMINE SULFATE, DEXAMAFETAMINE SACCHARATE, DEXAFETAMINE SULFATE)"	C0724524	Amphetamine aspartate	[u'orch', u'phsu']	[u'RXNORM']
"ADDERALL (AMFETAMINE ASPARTATE, AMFETAMINE SULFATE, DEXAMAFETAMINE SACCHARATE, DEXAFETAMINE SULFATE)"	C0282051	Amphetamine Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"ADDERALL (AMFETAMINE ASPARTATE, AMFETAMINE SULFATE, DEXAMAFETAMINE SACCHARATE, DEXAFETAMINE SULFATE)"	C4224882	saccharate	[u'orch']	[u'RXNORM']
"ADDERALL (AMFETAMINE ASPARTATE, AMFETAMINE SULFATE, DEXAMAFETAMINE SACCHARATE, DEXAFETAMINE SULFATE)"	C3536965	Sulfate Ion	[u'elii', u'phsu']	[u'RXNORM']
"BEVACIZUMAB (BEVACIZUMAB) PWDR + SOLVENT , INFUSION SOLN, 100 MG"	C0796392	bevacizumab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"BEVACIZUMAB (BEVACIZUMAB) PWDR + SOLVENT , INFUSION SOLN, 100 MG"	C0796392	bevacizumab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"BEVACIZUMAB (BEVACIZUMAB) PWDR + SOLVENT , INFUSION SOLN, 100 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"BELOC (METOPROLOL TARTRATE, METOPROLOL TARTRATE)"	C0700548	Metoprolol Tartrate	[u'orch', u'phsu']	[u'RXNORM']
"BELOC (METOPROLOL TARTRATE, METOPROLOL TARTRATE)"	C0700548	Metoprolol Tartrate	[u'orch', u'phsu']	[u'RXNORM']
"ACFOL 5 MG COMPRIMIDOS"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"THERAFUL DAYTIME SEVERE COLD WARNING SYRUP (NCH) (PARACETAMOL, DEXTROM"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VIACTIV (VIACTIV/02341401/} (TABLETS) (COLECALCIFEROL, PHYTOMENADIONE CALCIUM CARBONATE)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"VIACTIV (VIACTIV/02341401/} (TABLETS) (COLECALCIFEROL, PHYTOMENADIONE CALCIUM CARBONATE)"	C0008318	Cholecalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"VIACTIV (VIACTIV/02341401/} (TABLETS) (COLECALCIFEROL, PHYTOMENADIONE CALCIUM CARBONATE)"	C0006681	Calcium Carbonate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"VIACTIV (VIACTIV/02341401/} (TABLETS) (COLECALCIFEROL, PHYTOMENADIONE CALCIUM CARBONATE)"	C0031862	Vitamin K 1	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"COMBINED: AMITRIPTYLINE, FOLIC ACID, PREDNISONE, AND RANITIDINE"	C0016410	Folic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"COMBINED: AMITRIPTYLINE, FOLIC ACID, PREDNISONE, AND RANITIDINE"	C0002600	Amitriptyline	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"COMBINED: AMITRIPTYLINE, FOLIC ACID, PREDNISONE, AND RANITIDINE"	C0032952	Prednisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"COMBINED: AMITRIPTYLINE, FOLIC ACID, PREDNISONE, AND RANITIDINE"	C0034665	Ranitidine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MAGMITT (MAGNSIUM OXIDE) TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"OXYCODONE/OXYCONTIN"	C0722364	Oxycontin	[u'orch', u'phsu']	[u'RXNORM']
"OXYCODONE/OXYCONTIN"	C0030049	Oxycodone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"IMIPENEM /CILASTATIN SODIUM"	C0282395	Cilastatin Sodium	[u'orch', u'phsu']	[u'RXNORM']
"IMIPENEM /CILASTATIN SODIUM"	C0071972	Cilastatin / Imipenem	[u'phsu']	[u'RXNORM']
"DRUGS FOR RHEUMATOID ARTHRITIS"	C0018100	Gout Suppressants	[u'phsu']	[u'ATC']
"AMOXICILLIN/CLAVULANIC ACID (CLAVULANATE POTASSIUM, AMOXICILLIN)"	C0054066	Amoxicillin / Clavulanate	[u'phsu']	[u'RXNORM']
"AMOXICILLIN/CLAVULANIC ACID (CLAVULANATE POTASSIUM, AMOXICILLIN)"	C0137997	clavulanate potassium	[u'antb', u'orch']	[u'RXNORM']
"AMOXICILLIN/CLAVULANIC ACID (CLAVULANATE POTASSIUM, AMOXICILLIN)"	C0002645	Amoxicillin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"NEOPHAGEN C              (GLYCYRRHIZINATE POTASSIUM)"	C0032821	Potassium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"NEOPHAGEN C              (GLYCYRRHIZINATE POTASSIUM)"	C0304475	Potassium supplement	[u'inch', u'phsu']	[u'ATC']
"NEOPHAGEN C              (GLYCYRRHIZINATE POTASSIUM)"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"NEOPHAGEN C              (GLYCYRRHIZINATE POTASSIUM)"	C3505823	glycyrrhizinate	[u'orch', u'phsu']	[u'RXNORM']
"CITRACAL CALCIUM CITRATE-D 3 MAXIMUM STRENGTH"	C0108101	Calcium Citrate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CITRACAL CALCIUM CITRATE-D 3 MAXIMUM STRENGTH"	C0719349	Citracal	[u'orch', u'phsu']	[u'RXNORM']
"TRIAMTERENE-HYDROCHLORATHIAZIDE"	C0040869	Triamterene	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ADVIL (MEFENAMIC ACID) (UNKNOWN)"	C0593507	Advil	[u'orch', u'phsu']	[u'RXNORM']
"ADVIL (MEFENAMIC ACID) (UNKNOWN)"	C0025152	Mefenamic Acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"QUINAPRIL HYDROCHLORIDE (QUINAPRIL HYDROCHLORIDE) TABLET, 20 MG"	C0770920	Quinapril hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"QUINAPRIL HYDROCHLORIDE (QUINAPRIL HYDROCHLORIDE) TABLET, 20 MG"	C0770920	Quinapril hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"QUINAPRIL HYDROCHLORIDE (QUINAPRIL HYDROCHLORIDE) TABLET, 20 MG"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"QUINAPRIL HYDROCHLORIDE (QUINAPRIL HYDROCHLORIDE) TABLET, 20 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"DILTIZEM CD"	C0034283	Pyrimethamine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ASGEN TAB"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"CODEINE/CODEINE DERIVATIVES"	C0009214	Codeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FLUORIDEX DAILY DEFENSE SENSITIVITY RELIEF"	C2683411	Fluoridex Daily Defense Sensitivity	[u'inch', u'phsu']	[u'RXNORM']
"YI SUO [DOXOFYLLINE]"	C0058721	doxofylline	[u'orch', u'phsu']	[u'ATC']
"GOLD BOND MED MOISTURIZING BODY LOTION"	C0544341	Lotion	[u'bodm']	[u'RXNORM']
"GOLD BOND MED MOISTURIZING BODY LOTION"	C0018026	Gold	[u'elii', u'phsu']	[u'RXNORM']
"CONCERTA (METHYLPEHIDATE HYDROCHLORIDE)"	C0939301	Concerta	[u'orch', u'phsu']	[u'RXNORM']
"CHLORAQUINE"	C0008269	Chloroquine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FOLIC ACID/IODINE"	C0021968	Iodine	[u'bacs', u'elii', u'phsu']	[u'RXNORM', u'ATC']
"FOLIC ACID/IODINE"	C0016410	Folic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"HELICLEAR (LANSOPRAZOLE,CLARITHROMYCIN,AMOXICILLIN)"	C0050940	lansoprazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HELICLEAR (LANSOPRAZOLE,CLARITHROMYCIN,AMOXICILLIN)"	C0055856	Clarithromycin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"HELICLEAR (LANSOPRAZOLE,CLARITHROMYCIN,AMOXICILLIN)"	C0002645	Amoxicillin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"HUMAN T ANTILYMPHOCYTE IMMUNOGLOBULIN RABBIT"	C0358321	Immune Globulin (Human)	[u'aapp', u'imft', u'phsu']	[u'ATC']
"CHIBRET VITAMIN A"	C0042839	Vitamin A	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CHIBRET VITAMIN A"	C0087161	All-Trans-Retinol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"STRONTIUM LACTATE"	C0376261	Lactate	[u'orch', u'phsu']	[u'RXNORM']
"STRONTIUM LACTATE"	C0038467	Strontium	[u'elii', u'phsu']	[u'RXNORM']
"MORPHINE SULFATE 1MG/ML INJECTION, PRESERV. FREE, USP, 10ML AMPULE (MO"	C4074713	Morphine Injection	[u'clnd']	[u'RXNORM']
"MORPHINE SULFATE 1MG/ML INJECTION, PRESERV. FREE, USP, 10ML AMPULE (MO"	C0066814	Morphine Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"METOPROLOL TAR 100 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"METOPROLOL TAR 100 MG"	C0025859	Metoprolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METOPROLOL SUCCINATE ER (TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"METOPROLOL SUCCINATE ER (TABLETS)"	C0724633	metoprolol succinate	[u'orch', u'phsu']	[u'RXNORM']
"SOLUMEDROL 40 MG/2 ML"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"SOLUMEDROL 40 MG/2 ML"	C0701466	Solu-Medrol	[u'orch', u'phsu']	[u'RXNORM']
"HUMALOG MIX50 (INSULIN LISPRO, INSULIN LISPRO PROTAMINE SUSPENSION)"	C0528249	Humalog	[u'aapp', u'phsu']	[u'RXNORM']
"HUMALOG MIX50 (INSULIN LISPRO, INSULIN LISPRO PROTAMINE SUSPENSION)"	C0293359	Insulin Lispro	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"HUMALOG MIX50 (INSULIN LISPRO, INSULIN LISPRO PROTAMINE SUSPENSION)"	C0038960	Suspensions	[u'bodm']	[u'RXNORM']
"HUMALOG MIX50 (INSULIN LISPRO, INSULIN LISPRO PROTAMINE SUSPENSION)"	C0982221	Insulin, Protamine Lispro, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
