UTTERANCE	CUI	PT	ST	SOURCES
"POLYETHYLENE GLYCOL PROMETHAZINE IVPB"	C0032483	Polyethylene Glycols	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"POLYETHYLENE GLYCOL PROMETHAZINE IVPB"	C0033405	Promethazine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"G-CSF (GRANULOCYTE COLONY STIMULATING FACTOR) (UNKNOWN) (GRANULOCYTE COLONY STIMULATING FACTOR)"	C0009392	Colony-Stimulating Factors	[u'aapp', u'bacs']	[u'ATC']
"G-CSF (GRANULOCYTE COLONY STIMULATING FACTOR) (UNKNOWN) (GRANULOCYTE COLONY STIMULATING FACTOR)"	C0009392	Colony-Stimulating Factors	[u'aapp', u'bacs']	[u'ATC']
"ST JOHN'S WORT 300 MG CAPLETS 300 MG LONGS DRUGS"	C0813171	ST. JOHN'S WORT EXTRACT	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ST JOHN'S WORT 300 MG CAPLETS 300 MG LONGS DRUGS"	C0304292	Caplet dose form	[u'bodm']	[u'RXNORM']
"ST JOHN'S WORT 300 MG CAPLETS 300 MG LONGS DRUGS"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CLOTRUMAZOLE 10 MG TROCHE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"BABY ASPIRIN LOW DOSE"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CALCIUM DE ^STADA^ (CALCIUM, COLECALCIFEROL)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUM DE ^STADA^ (CALCIUM, COLECALCIFEROL)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"CALCIUM DE ^STADA^ (CALCIUM, COLECALCIFEROL)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUM DE ^STADA^ (CALCIUM, COLECALCIFEROL)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"CALCIUM DE ^STADA^ (CALCIUM, COLECALCIFEROL)"	C0008318	Cholecalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"LEVOPRAID - 25 MG COMPRESSE"	C0210380	levosulpiride	[u'orch', u'phsu']	[u'ATC']
"LEVOPRAID - 25 MG COMPRESSE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"COVERTING ENZYME INHIBITORS"	C3540017	Enzymes, hematological	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"COVERTING ENZYME INHIBITORS"	C3540048	ENZYMES FOR TREATMENT OF WOUNDS AND ULCERS	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"COVERTING ENZYME INHIBITORS"	C3540772	Enzymes FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"COVERTING ENZYME INHIBITORS"	C3540790	Enzymes, peripheral vasodilators	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"COVERTING ENZYME INHIBITORS"	C3541394	Enzymes, antithrombotic	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"COVERTING ENZYME INHIBITORS"	C3542456	Enzymes for ALIMENTARY TRACT AND METABOLISM	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"ZOLEDRONIC ACID IN MANNITOL AND WATER"	C0257685	zoledronic acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ZOLEDRONIC ACID IN MANNITOL AND WATER"	C0024730	Mannitol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ZOLEDRONIC ACID IN MANNITOL AND WATER"	C0043047	Water	[u'inch', u'phsu']	[u'RXNORM']
"LOPRESSOR (METOPROLOL TARTRATE) (TABLET) (METOPROLOL TARTRATE0"	C0700776	Lopressor	[u'orch', u'phsu']	[u'RXNORM']
"LOPRESSOR (METOPROLOL TARTRATE) (TABLET) (METOPROLOL TARTRATE0"	C0700548	Metoprolol Tartrate	[u'orch', u'phsu']	[u'RXNORM']
"LOPRESSOR (METOPROLOL TARTRATE) (TABLET) (METOPROLOL TARTRATE0"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"LOPRESSOR (METOPROLOL TARTRATE) (TABLET) (METOPROLOL TARTRATE0"	C0025859	Metoprolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SAVARINE (CHLOROQUINE, PROGUANIL HYDROCHLORIDE)(CHLOROQUINE, PROGUANIL"	C0008269	Chloroquine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SAVARINE (CHLOROQUINE, PROGUANIL HYDROCHLORIDE)(CHLOROQUINE, PROGUANIL"	C0546856	proguanil hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"SAVARINE (CHLOROQUINE, PROGUANIL HYDROCHLORIDE)(CHLOROQUINE, PROGUANIL"	C0008269	Chloroquine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SAVARINE (CHLOROQUINE, PROGUANIL HYDROCHLORIDE)(CHLOROQUINE, PROGUANIL"	C0008241	Proguanil	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METAMUCIL (GLUCOSE MONOHYDRATE, ISPAGHYLA HUSK)"	C0025559	Metamucil	[u'orch', u'phsu']	[u'RXNORM']
"METAMUCIL (GLUCOSE MONOHYDRATE, ISPAGHYLA HUSK)"	C0017734	dextrose monohydrate	[u'orch', u'phsu']	[u'RXNORM']
"ISODINE (POVIDINE-IODINE0"	C0722722	Povidine	[u'orch', u'phsu']	[u'RXNORM']
"NEUROBION /00091901/ (HYDROXOCOBALAMIN, PYRIDOXINE HYDROCHLORIDE, THIA"	C0020316	Hydroxocobalamin	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"NEUROBION /00091901/ (HYDROXOCOBALAMIN, PYRIDOXINE HYDROCHLORIDE, THIA"	C0700496	Pyridoxine Hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"AMOXICILLIN + CLARITHROMYCIN + ESOMEPRAZOLE MAGNESIUM"	C0937622	Esomeprazole magnesium	[u'orch', u'phsu']	[u'RXNORM']
"AMOXICILLIN + CLARITHROMYCIN + ESOMEPRAZOLE MAGNESIUM"	C0002645	Amoxicillin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"AMOXICILLIN + CLARITHROMYCIN + ESOMEPRAZOLE MAGNESIUM"	C0055856	Clarithromycin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"DEX 0.1% EYE DROP"	C0015399	Eye Drops	[u'bodm']	[u'RXNORM']
"DEX 0.1% EYE DROP"	C0011816	Dextromethorphan	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FUMARATO DE FORMOTEROL"	C0060657	formoterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"OMACOR / 00931501/ (LIPITAC)"	C0912903	Lovaza	[u'orch', u'phsu']	[u'RXNORM']
"RENNIE (CALCIUM CARBONATE/MAGNESIUM CARBONATE/PEPPERMINT OIL,)"	C0070325	Peppermint oil	[u'food', u'orch', u'phsu']	[u'RXNORM']
"RENNIE (CALCIUM CARBONATE/MAGNESIUM CARBONATE/PEPPERMINT OIL,)"	C0717542	Calcium Carbonate / magnesium carbonate	[u'phsu']	[u'RXNORM']
"ABELCET (AMPHOTERICINE B, LIPOSOME)"	C0281209	Abelcet	[u'antb', u'orch']	[u'RXNORM']
"ABELCET (AMPHOTERICINE B, LIPOSOME)"	C0002679	Amphotericin B	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"DEPRAKINE DEPOT PROLONGED RELEASE TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"TWO THYROID PILLS"	C0994475	Pills	[u'bodm']	[u'RXNORM']
"TWO THYROID PILLS"	C3540038	THYROID DIAGNOSTIC RADIOPHARMACEUTICALS	[u'irda']	[u'ATC']
"PROTEIN POW 80%"	C0033684	Proteins	[u'aapp', u'bacs']	[u'RXNORM']
"LEVOTHYROXINE SODIUM (LEVOTHYROSCINE SODIUM)"	C0079691	Levothyroxine Sodium	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"LEVOTHYROXINE SODIUM (LEVOTHYROSCINE SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"LEVOTHYROXINE SODIUM (LEVOTHYROSCINE SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"LEVOTHYROXINE SODIUM (LEVOTHYROSCINE SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"MYOPLEX POWDER"	C0032861	Powder dose form	[u'bodm']	[u'RXNORM']
"ETHNIYL ESTRADIOL (+) LEVONRGESTREL"	C0014912	Estradiol	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DENOSUMAB INJVLST 60MG/ML"	C1690432	denosumab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"ECHILNACEA (ECHINACEA ANGUSTIFOLIA)"	C0771364	ECHINACEA ANGUSTIFOLIA Extract	[u'orch', u'phsu']	[u'RXNORM']
"ABBOTICIN /00020902/ (ABBOTICIN -ERYTHROMYCIN STEARATE) 500 MG (NOT SPECIFIED)"	C0059566	erythromycin stearate	[u'antb', u'orch']	[u'RXNORM']
"ABBOTICIN /00020902/ (ABBOTICIN -ERYTHROMYCIN STEARATE) 500 MG (NOT SPECIFIED)"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"FLAX/BORAGE OIL"	C0212750	borage oil	[u'food', u'orch', u'phsu']	[u'RXNORM']
"UREA HYDROGEN PEROXIDE (FORMULATION UNKNOWN) (URE HYDROGEN PEROXIDE)"	C0108342	carbamide peroxide	[u'orch', u'phsu']	[u'RXNORM']
"UREA HYDROGEN PEROXIDE (FORMULATION UNKNOWN) (URE HYDROGEN PEROXIDE)"	C0020281	Hydrogen Peroxide	[u'inch', u'irda', u'phsu']	[u'RXNORM', u'ATC']
"PHENYTONIN 100MG 1 TAB QID"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"CALTRATE CALCIUM D"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALTRATE CALCIUM D"	C0719118	Caltrate	[u'inch', u'phsu']	[u'RXNORM']
"CALTRATE CALCIUM D"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"STEROID INJECTIONS TO KNEE"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"L-CARNITINE CAPS"	C0087163	Levocarnitine	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"NEBULIZER AND VENTOLIN"	C0033744	Ventolin	[u'orch', u'phsu']	[u'RXNORM']
"OXYCONORM-OXYCODONE"	C0030049	Oxycodone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PARACETAMOL/OPIUM/CAFFEINE"	C0360470	Acetaminophen / Caffeine	[u'phsu']	[u'RXNORM']
"PARACETAMOL/OPIUM/CAFFEINE"	C0029112	Opium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SEGURIL /00032601/ (FUROSEMIDE) TABLET"	C0016860	Furosemide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SEGURIL /00032601/ (FUROSEMIDE) TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ALBUTEROL (+) BUDESONIDE"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALBUTEROL (+) BUDESONIDE"	C0054201	Budesonide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ZALDIAR 37,5 MG/325 MG COMPRIMIDOS EFERVESCENTES , 20 COMPRIMIDOS"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"RESCON [CHLORPHENAMINE MALEATE,HYOSCINE METHONITRATE,PHENYLPROPANO"	C0723031	Rescon	[u'orch', u'phsu']	[u'RXNORM']
"RESCON [CHLORPHENAMINE MALEATE,HYOSCINE METHONITRATE,PHENYLPROPANO"	C0546857	Chlorpheniramine Maleate	[u'orch', u'phsu']	[u'RXNORM']
"RESCON [CHLORPHENAMINE MALEATE,HYOSCINE METHONITRATE,PHENYLPROPANO"	C0812468	methscopolamine nitrate	[u'orch', u'phsu']	[u'RXNORM']
"MEGA RED (FISH OIL)"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"NOCTRAN 10 (ACEPROMAZINE/ACEPROMETAZINE/CLORAZEPATE DIPOTASSIUM,)"	C0009033	Clorazepate Dipotassium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NOCTRAN 10 (ACEPROMAZINE/ACEPROMETAZINE/CLORAZEPATE DIPOTASSIUM,)"	C0000959	Acepromazine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NOCTRAN 10 (ACEPROMAZINE/ACEPROMETAZINE/CLORAZEPATE DIPOTASSIUM,)"	C0608826	aceprometazine	[u'orch', u'phsu']	[u'RXNORM']
"KLOR CON AE"	C0721242	Klor-Con	[u'inch', u'phsu']	[u'RXNORM']
"LOSARTAN POTASSIUM 25MG SANDOZ"	C0700492	Losartan Potassium	[u'orch', u'phsu']	[u'RXNORM']
"HCTZ /TELMISARTAN"	C0248719	telmisartan	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HCTZ /TELMISARTAN"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VITEX BERRY"	C0872889	chaste berry extract	[u'orch', u'phsu']	[u'RXNORM']
"CIALIS 20 MG LILLY"	C0967376	Cialis	[u'orch', u'phsu']	[u'RXNORM']
"CIALIS 20 MG LILLY"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"LISTERINE (MENTHOL, METHYL SALICYLATE, EYCALYPTOL, THYMOL)"	C0065081	Listerine	[u'orch', u'phsu']	[u'RXNORM']
"LISTERINE (MENTHOL, METHYL SALICYLATE, EYCALYPTOL, THYMOL)"	C0025368	Menthol	[u'orch', u'phsu']	[u'RXNORM']
"LISTERINE (MENTHOL, METHYL SALICYLATE, EYCALYPTOL, THYMOL)"	C0066282	methyl salicylate	[u'orch', u'phsu']	[u'RXNORM']
"LISTERINE (MENTHOL, METHYL SALICYLATE, EYCALYPTOL, THYMOL)"	C0040096	Thymol	[u'orch', u'phsu']	[u'RXNORM']
"ENALAPRIL 2.5 MG PO DAILY 1/5/04-2/14/04"	C0014025	Enalapril	[u'aapp', u'phsu']	[u'RXNORM', u'ATC']
"ENALAPRIL 2.5 MG PO DAILY 1/5/04-2/14/04"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"SINGULAIR (MONTELUKAST) PER ORAL NOS"	C0595724	Singulair	[u'orch', u'phsu']	[u'RXNORM']
"SINGULAIR (MONTELUKAST) PER ORAL NOS"	C0298130	montelukast	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"INFANT MYLICON ANTIGAS MERCK"	C0721886	Mylicon	[u'orch', u'phsu']	[u'RXNORM']
"POLYATRA-K"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"CROMOGLYCINIC ACID 20 MG/ML FLACON 10 ML"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"SELBEX CP (TEPRENONE)"	C0006938	Captopril	[u'aapp', u'phsu']	[u'RXNORM', u'ATC']
"SELBEX CP (TEPRENONE)"	C0061231	geranylgeranylacetone	[u'orch', u'phsu']	[u'RXNORM']
"ZICAM NO-DRIP LIQUID NASAL GEL      ZICAM"	C0991526	Nasal Gel	[u'bodm']	[u'RXNORM']
"THYROXINE (THYROXIN)"	C0040165	levothyroxine	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"ANTIPYRINE AND BENZOCAIN OTIC SO. /00999201/"	C0003420	Antipyrine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"UNSPECIFIED THYROID MEDICATION(S)"	C0279175	Thyroid preparations	[u'phsu']	[u'ATC']
"VONFENAC (ALL OTHER THERAPEUTIC PRODUCTS) SUPPOSITORY"	C0038854	Suppository	[u'bodm']	[u'RXNORM']
"STARLEX (CEFALEXIN)"	C0007716	Cephalexin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"PROPOXYPHENE-M/APAP"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PROPOXYPHENE-M/APAP"	C0033493	Propoxyphene	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MYSLEE (ZOLPIDEN TARTRATE)"	C0144544	tartrate	[u'orch', u'phsu']	[u'RXNORM']
"BAYER CHILDRENS ASPIRIN (ACETYLSALICYLIC ACID)"	C0718828	Bayer Aspirin	[u'orch', u'phsu']	[u'RXNORM']
"BAYER CHILDRENS ASPIRIN (ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"INSULIN 70/30 NOVOLIN HUMAN INJ"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"INSULIN 70/30 NOVOLIN HUMAN INJ"	C0795635	Regular Insulin, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"INSULIN 70/30 NOVOLIN HUMAN INJ"	C0028467	Novolin	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"ASPIRIN CARDIO (ACETLYSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HELPLUS DIGESTIVE ENZYMES (PLUS GENTIAN)"	C3540017	Enzymes, hematological	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"HELPLUS DIGESTIVE ENZYMES (PLUS GENTIAN)"	C3540048	ENZYMES FOR TREATMENT OF WOUNDS AND ULCERS	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"HELPLUS DIGESTIVE ENZYMES (PLUS GENTIAN)"	C3540772	Enzymes FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"HELPLUS DIGESTIVE ENZYMES (PLUS GENTIAN)"	C3540790	Enzymes, peripheral vasodilators	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"HELPLUS DIGESTIVE ENZYMES (PLUS GENTIAN)"	C3541394	Enzymes, antithrombotic	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"HELPLUS DIGESTIVE ENZYMES (PLUS GENTIAN)"	C3542456	Enzymes for ALIMENTARY TRACT AND METABOLISM	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"HELPLUS DIGESTIVE ENZYMES (PLUS GENTIAN)"	C1095903	Gentian preparation	[u'orch', u'phsu']	[u'RXNORM']
"TRIMETON /00072502/ (CHLORPHENAMINE MALATE)"	C0220873	malate	[u'bacs', u'irda', u'orch']	[u'RXNORM']
"TRIMETON /00072502/ (CHLORPHENAMINE MALATE)"	C0008281	Chlorpheniramine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TUMS (CALCIUM CARBONSTE)"	C0723950	Tums	[u'inch', u'phsu']	[u'RXNORM']
"TUMS (CALCIUM CARBONSTE)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"TUMS (CALCIUM CARBONSTE)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"LINSIP. HCTZ"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AVODART 0.5 MG, SOFT CAPSULES"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"AVODART 0.5 MG, SOFT CAPSULES"	C1170079	Avodart	[u'orch', u'phsu']	[u'RXNORM']
"AVODART 0.5 MG, SOFT CAPSULES"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"PROSTATE PILL JAYLIN"	C0994475	Pills	[u'bodm']	[u'RXNORM']
"TOGAL TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"OLMESA MEDOX 40 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"E C ASPIRIN"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METOJECT 15 MG/0.3 ML"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"FERROUS SULFATE 325 MILLIGRAMS/65 DELAYED RELEASE THREE TIMES DAILY"	C0060282	ferrous sulfate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"MORPHINE SULFATE (MORPHINE SULPHATE) (TABLETS)"	C0066814	Morphine Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"MORPHINE SULFATE (MORPHINE SULPHATE) (TABLETS)"	C0066814	Morphine Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"MORPHINE SULFATE (MORPHINE SULPHATE) (TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"RELGAN(METOCLOPRAMIDE HYDROCHLORIDE)"	C0887128	Metoclopramide Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"EPINASTINE HYDROCHLORIDE (ALEROFF)"	C0772294	epinastine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"C B D OIL"	C3541397	oil ingredients	[u'orch', u'phsu']	[u'ATC']
"MAGNESIUM CHLORIDE BRINE"	C0024472	Magnesium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"FRUSEMIDE UNK"	C0016860	Furosemide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TYLENOL ARTHRITIS STRENGTH (PARACETAMOL)"	C0699142	Tylenol	[u'orch', u'phsu']	[u'RXNORM']
