UTTERANCE	CUI	PT	ST	SOURCES
"LOVAZA 1 GM"	C0912903	Lovaza	[u'orch', u'phsu']	[u'RXNORM']
"OVER THE COUNTER PRILOSEC"	C0700777	Prilosec	[u'orch', u'phsu']	[u'RXNORM']
"DEXTROSE\SODIUM CHLORIDE"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"DEXTROSE\SODIUM CHLORIDE"	C0017725	Glucose	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FAKTU [CINCHOCAINE HYDROCHLORIDE,POLICRESULEN]"	C0770382	Dibucaine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"FAKTU [CINCHOCAINE HYDROCHLORIDE,POLICRESULEN]"	C0137757	POLICRESULEN	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CETIRIZINE HYDROCHLORIDE W/PSEUDOEPHEDRI.HCL"	C0700480	cetirizine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"GLUCOSE BLOOD STRIP"	C0017725	Glucose	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NOVORAPID FLEXPEN 100 U/ML"	C0939412	NovoLog	[u'aapp', u'phsu']	[u'RXNORM']
"THYROID TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"THYROID TABLET"	C3540038	THYROID DIAGNOSTIC RADIOPHARMACEUTICALS	[u'irda']	[u'ATC']
"ACID REFLUX PILLS"	C0994475	Pills	[u'bodm']	[u'RXNORM']
"DIPROPHYLLINE (DIPROPHYLLINE)"	C0013360	Dyphylline	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DIPROPHYLLINE (DIPROPHYLLINE)"	C0013360	Dyphylline	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SPIRAMYCINE/METRONIDAZOLE"	C0025872	Metronidazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SPIRAMYCINE/METRONIDAZOLE"	C0037962	Spiramycin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"FORANE  /USA/"	C0306242	Forane	[u'orch', u'phsu']	[u'RXNORM']
"MEMAC (TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"RED CELLS MAP (IRRDIATED RED CELLS CONENTRATES-LEUKOCYTES REDUCED)"	C0014792	Erythrocytes	[u'cell']	[u'ATC']
"RED CELLS MAP (IRRDIATED RED CELLS CONENTRATES-LEUKOCYTES REDUCED)"	C0014792	Erythrocytes	[u'cell']	[u'ATC']
"GAS-X REGULAR STRENGTH "	C0720580	Gas-X	[u'orch', u'phsu']	[u'RXNORM']
"MEDICINE FOR CENTRAL NERVOUS SYSTEM"	C3540014	CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS	[u'irda']	[u'ATC']
"ABACAVIR SULFATE AND LAMIVUDINE TABLETS 600MG/300MG"	C0724515	abacavir sulfate	[u'nnon', u'phsu']	[u'RXNORM']
"ABACAVIR SULFATE AND LAMIVUDINE TABLETS 600MG/300MG"	C1246621	Lamivudine Oral Tablet	[u'clnd']	[u'RXNORM']
"ZEVALIN THERAPY  .(RITUXIMAB, INDIUM-111-IBRITUMOMAB TIUXETAN, YTTRIUM"	C0393022	rituximab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"ZEVALIN THERAPY  .(RITUXIMAB, INDIUM-111-IBRITUMOMAB TIUXETAN, YTTRIUM"	C0877880	ibritumomab tiuxetan	[u'aapp', u'imft', u'phsu']	[u'RXNORM']
"ZEVALIN THERAPY  .(RITUXIMAB, INDIUM-111-IBRITUMOMAB TIUXETAN, YTTRIUM"	C0303403	Indium-111	[u'elii', u'irda']	[u'RXNORM']
"ZEVALIN THERAPY  .(RITUXIMAB, INDIUM-111-IBRITUMOMAB TIUXETAN, YTTRIUM"	C0043432	Yttrium	[u'elii']	[u'RXNORM']
"RASUVO/MTX"	C0025677	Methotrexate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"RASUVO/MTX"	C3848678	Rasuvo	[u'orch', u'phsu']	[u'RXNORM']
"HYDROXYZINE (HYDROXYZINE /00058401/)"	C0020404	Hydroxyzine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HYDROXYZINE (HYDROXYZINE /00058401/)"	C0020404	Hydroxyzine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TANGANIL 500 MG, COMPRIM?"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"CHILDRENS TYLENOL COLD AND COUGH"	C0699142	Tylenol	[u'orch', u'phsu']	[u'RXNORM']
"AMOXICILLIN (AUGMENTIN)"	C0002645	Amoxicillin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"AMOXICILLIN (AUGMENTIN)"	C0591132	Augmentin	[u'antb', u'orch']	[u'RXNORM']
"REQUIP(ROPINIROLE HYDROCHLORIDE)"	C0593342	Requip	[u'orch', u'phsu']	[u'RXNORM']
"REQUIP(ROPINIROLE HYDROCHLORIDE)"	C0771840	Ropinirole hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"RESYL WITH CODEINE"	C0009214	Codeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DINITRATE D ISOSORBIDE MERCK"	C0022251	Isosorbide	[u'orch', u'phsu']	[u'RXNORM']
"GLUCOSAMINE HYDROCHLORIDE WITH MSM COMPLEX"	C0771903	Glucosamine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"GLUCOSAMINE HYDROCHLORIDE WITH MSM COMPLEX"	C0058231	methylsulfonylmethane	[u'orch', u'phsu']	[u'RXNORM']
"BENYLIN FOR CHILDREN ALL-IN-ONE COLD AND FEVER"	C0591162	Benylin	[u'orch', u'phsu']	[u'RXNORM']
"CYSTINE B6 -L-CYSTINE"	C0010682	Cystine	[u'aapp', u'bacs', u'phsu']	[u'RXNORM']
"MONTMORILLONITE (MONTMORILLONITE)"	C0205679	Montmorrillonite	[u'inch']	[u'RXNORM']
"MONTMORILLONITE (MONTMORILLONITE)"	C0205679	Montmorrillonite	[u'inch']	[u'RXNORM']
"PRISTIQ (DESVENLAFAXINE SUCCINATE) TABLET"	C1871864	Pristiq	[u'orch', u'phsu']	[u'RXNORM']
"PRISTIQ (DESVENLAFAXINE SUCCINATE) TABLET"	C1742884	desvenlafaxine succinate	[u'orch', u'phsu']	[u'RXNORM']
"PRISTIQ (DESVENLAFAXINE SUCCINATE) TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"AMLODIPINE BESYLATE (+) LOSARTAN POTASSIUM"	C0354468	Amlodipine Besylate	[u'orch', u'phsu']	[u'RXNORM']
"AMLODIPINE BESYLATE (+) LOSARTAN POTASSIUM"	C0700492	Losartan Potassium	[u'orch', u'phsu']	[u'RXNORM']
"VASONASE"	C0591232	Cardene	[u'orch', u'phsu']	[u'RXNORM']
"LISINOPRIL-HYDROC"	C0065374	Lisinopril	[u'aapp', u'phsu']	[u'RXNORM', u'ATC']
"PROACTIV LOTION 2.5% BPO GUTHY-RENKER LLC"	C0544341	Lotion	[u'bodm']	[u'RXNORM']
"PROACTIV LOTION 2.5% BPO GUTHY-RENKER LLC"	C2948930	Proactiv	[u'orch', u'phsu']	[u'RXNORM']
"INDERAL (PROPANOLOL HYDROCHLORIDE, TABLET)"	C0591636	Inderal	[u'orch', u'phsu']	[u'RXNORM']
"INDERAL (PROPANOLOL HYDROCHLORIDE, TABLET)"	C0033497	Propranolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"INDERAL (PROPANOLOL HYDROCHLORIDE, TABLET)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"MONO TILDIEM LP 200 MG, GELULE A LIBERATION PROLONGEE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"MONO TILDIEM LP 200 MG, GELULE A LIBERATION PROLONGEE"	C0590683	Tildiem	[u'orch', u'phsu']	[u'RXNORM']
"HYDROXYPROPYL METH CELL OPH"	C0025611	Methamphetamine	[u'hops', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HYDROXYPROPYL METH CELL OPH"	C0063242	hypromellose	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ETHAMBUTOL HYDROCHLORIDE (ETHAMBUTOL DIHYDROCHLORIDE)"	C0546863	Ethambutol Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"ETHAMBUTOL HYDROCHLORIDE (ETHAMBUTOL DIHYDROCHLORIDE)"	C0014964	Ethambutol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"IRON SALT (FORMULATION UNKNOWN) (GENERIC) (IRON SALT)"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"IRON SALT (FORMULATION UNKNOWN) (GENERIC) (IRON SALT)"	C0302583	Iron	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"IRON SALT (FORMULATION UNKNOWN) (GENERIC) (IRON SALT)"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"IRON SALT (FORMULATION UNKNOWN) (GENERIC) (IRON SALT)"	C0302583	Iron	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"ULTRACORTENOL EYE SALVE"	C0304651	Ophthalmic Ointment	[u'bodm']	[u'RXNORM']
"BUTOBARBITONE"	C0054249	butobarbital	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"POLYTRIM EYE DROPS"	C0015399	Eye Drops	[u'bodm']	[u'RXNORM']
"POLYTRIM EYE DROPS"	C0483447	Polytrim	[u'orch', u'phsu']	[u'RXNORM']
"TYLENOL #3 W CODEINE"	C0724034	Tylenol with Codeine	[u'orch', u'phsu']	[u'RXNORM']
"ACTIFED LP RHINITE ALLERGIQUE COMPRIME PELLICULE A LP"	C0050631	Actifed	[u'orch', u'phsu']	[u'RXNORM']
"CALCIUM CARBONATE + VIT D"	C0042866	Vitamin D	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"CALCIUM CARBONATE + VIT D"	C0006681	Calcium Carbonate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"RATIO-QUETIAPINE"	C0123091	quetiapine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALB NEBS"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NYSTATIN SWISH + SWALLOW"	C0028741	Nystatin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"LUPRAC (TORASEMIDE) (TA)"	C0076840	torsemide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LUPRAC (TORASEMIDE) (TA)"	C0039297	Tantalum	[u'elii']	[u'RXNORM']
"DIFFU K(POTASSIUM CHLORIDE)(POTASSIUM CHLORIDE)"	C0032821	Potassium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"DIFFU K(POTASSIUM CHLORIDE)(POTASSIUM CHLORIDE)"	C0032825	Potassium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"DIFFU K(POTASSIUM CHLORIDE)(POTASSIUM CHLORIDE)"	C0032825	Potassium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"MUCOMYST                                /NET/"	C0699252	Mucomyst	[u'aapp', u'phsu']	[u'RXNORM']
"REVLIMID, 5 MG, CELGENE"	C1135145	Revlimid	[u'orch', u'phsu']	[u'RXNORM']
"REVLIMID, 5 MG, CELGENE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"FISH OIL/OMEGA"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"SENOKOT (SENNA FRUIT) (TABLET)"	C0699932	Senokot	[u'orch', u'phsu']	[u'RXNORM']
"SENOKOT (SENNA FRUIT) (TABLET)"	C3489575	sennosides, USP	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SENOKOT (SENNA FRUIT) (TABLET)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ISOPTO-CARBACHOL"	C0306489	Isopto Carbachol	[u'orch', u'phsu']	[u'RXNORM']
"THC/CBD OIL"	C3541397	oil ingredients	[u'orch', u'phsu']	[u'ATC']
"THC/CBD OIL"	C0006863	Cannabidiol	[u'orch', u'phsu']	[u'RXNORM']
"THC/CBD OIL"	C0006982	Carbidopa	[u'orch', u'phsu']	[u'RXNORM']
"THC/CBD OIL"	C0039663	Tetrahydrocannabinol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ADDERALL (AMPHETAMINE, DEXTROAMPHETAMINE MIXED SALTS)"	C0290795	Adderall	[u'orch', u'phsu']	[u'RXNORM']
"ADDERALL (AMPHETAMINE, DEXTROAMPHETAMINE MIXED SALTS)"	C0002658	Amphetamine	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ADDERALL (AMPHETAMINE, DEXTROAMPHETAMINE MIXED SALTS)"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"ADDERALL (AMPHETAMINE, DEXTROAMPHETAMINE MIXED SALTS)"	C0011812	Dextroamphetamine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALKA-SELTZER LEMON LIME EFFERVESCENT TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ALKA-SELTZER LEMON LIME EFFERVESCENT TABLETS"	C0051166	Alka-Seltzer	[u'orch', u'phsu']	[u'RXNORM']
"ALKA-SELTZER LEMON LIME EFFERVESCENT TABLETS"	C0064990	Calcium oxide	[u'inch', u'phsu']	[u'RXNORM']
"ALKA-SELTZER LEMON LIME EFFERVESCENT TABLETS"	C0939864	Lemon extract	[u'orch', u'phsu']	[u'RXNORM']
"ALKA-SELTZER LEMON LIME EFFERVESCENT TABLETS"	C3257080	Lime extract	[u'orch']	[u'RXNORM']
"RIVAROXABAN OD PO OR WARFARIN OD"	C0043031	Warfarin	[u'hops', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"RIVAROXABAN OD PO OR WARFARIN OD"	C1739768	rivaroxaban	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TORVAST 40 MG COMPRESSE MASTICABILI"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"SPIRIVA RESPIMAT 2,5 MICROGRAMMES/DOSE, SOLUTION POUR INHALATION"	C0905678	Spiriva	[u'orch', u'phsu']	[u'RXNORM']
"ESTROGENS (UNSPECIFIED) AND PROGESTERONE"	C0014939	Estrogens	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"ESTROGENS (UNSPECIFIED) AND PROGESTERONE"	C3537250	ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	[u'horm', u'orch', u'phsu']	[u'ATC']
"ESTROGENS (UNSPECIFIED) AND PROGESTERONE"	C3541386	Estrogens, endocrine therapy drugs	[u'horm', u'orch', u'phsu']	[u'ATC']
"ESTROGENS (UNSPECIFIED) AND PROGESTERONE"	C0033308	Progesterone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TRIIODOTHYRONINE (T3)"	C0041014	liothyronine	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"ENTRESTO 97 MG/103 MG, COMPRIME PELLICULE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"ENTRESTO 97 MG/103 MG, COMPRIME PELLICULE"	C4033616	Entresto	[u'orch', u'phsu']	[u'RXNORM']
"CALCIUM PREPARATIONS"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUM PREPARATIONS"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"OXYCODONE /APAP"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"OXYCODONE /APAP"	C0030049	Oxycodone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DALACINE(CLINDAMYCIN HYDROCHLORIDE)"	C0282105	Clindamycin Hydrochloride	[u'antb', u'orch']	[u'RXNORM']
"VITAMIN B COM SUS"	C0042849	Vitamin B Complex	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"VITAMIN B COM SUS"	C0206008	2-Mercaptoethanesulfonic Acid	[u'orch', u'phsu']	[u'RXNORM']
"PROTON PUMP INHIBITORS (PROTON PUMP INHIBITORS) (UNKNOWN)"	C3540020	Proton pump inhibitors for peptic ulcer and GORD	[u'phsu']	[u'ATC']
"PROTON PUMP INHIBITORS (PROTON PUMP INHIBITORS) (UNKNOWN)"	C3540020	Proton pump inhibitors for peptic ulcer and GORD	[u'phsu']	[u'ATC']
"FUROSEMIDE /00032602/ (FUROSEMIDE SODIUM)"	C0016860	Furosemide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FUROSEMIDE /00032602/ (FUROSEMIDE SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"FUROSEMIDE /00032602/ (FUROSEMIDE SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"FUROSEMIDE /00032602/ (FUROSEMIDE SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"FUROSEMIDE /00032602/ (FUROSEMIDE SODIUM)"	C0016860	Furosemide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VIIBRYD (VILAZODONE HYDROCHLORIDE) (10 MILLIGRAMS, TABLETS)"	C2962550	Viibryd	[u'orch', u'phsu']	[u'RXNORM']
"VIIBRYD (VILAZODONE HYDROCHLORIDE) (10 MILLIGRAMS, TABLETS)"	C2962546	vilazodone hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"VIIBRYD (VILAZODONE HYDROCHLORIDE) (10 MILLIGRAMS, TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"COVERSYL /00790701/ (PERINDOPRIL)"	C0678178	Coversyl	[u'orch', u'phsu']	[u'RXNORM']
"COVERSYL /00790701/ (PERINDOPRIL)"	C0136123	Perindopril	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MUCOSTA (REBAMIPIDE) FORMULATION UNKNOWN"	C0069562	rebamipide	[u'orch', u'phsu']	[u'ATC']
"OCUVITE [ASCORBIC ACID,BETACAROTENE,COPPER,SELENIUM,TOCOPHERYL ACE"	C0722233	Ocuvite	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"OCUVITE [ASCORBIC ACID,BETACAROTENE,COPPER,SELENIUM,TOCOPHERYL ACE"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"OCUVITE [ASCORBIC ACID,BETACAROTENE,COPPER,SELENIUM,TOCOPHERYL ACE"	C0053396	Beta Carotene	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"OCUVITE [ASCORBIC ACID,BETACAROTENE,COPPER,SELENIUM,TOCOPHERYL ACE"	C0009968	Copper	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"OCUVITE [ASCORBIC ACID,BETACAROTENE,COPPER,SELENIUM,TOCOPHERYL ACE"	C0036581	Selenium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"OCUVITE [ASCORBIC ACID,BETACAROTENE,COPPER,SELENIUM,TOCOPHERYL ACE"	C0521939	Selenium supplement	[u'inch', u'phsu']	[u'ATC']
"OCUVITE [ASCORBIC ACID,BETACAROTENE,COPPER,SELENIUM,TOCOPHERYL ACE"	C3255108	Tocopherol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"OXALIPLATIN) - SOLUTION - 85 MG/M2"	C0069717	oxaliplatin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"OXALIPLATIN) - SOLUTION - 85 MG/M2"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"SALONPAS [HYDROXYTOLUIC ACID,MENTHOL]"	C1741448	Salonpas	[u'orch', u'phsu']	[u'RXNORM']
"SALONPAS [HYDROXYTOLUIC ACID,MENTHOL]"	C0025368	Menthol	[u'orch', u'phsu']	[u'RXNORM']
"CALCIUM W/VITAMIN B COMPLEX"	C0016410	Folic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CALCIUM W/VITAMIN B COMPLEX"	C0042849	Vitamin B Complex	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"CALCIUM W/VITAMIN B COMPLEX"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUM W/VITAMIN B COMPLEX"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"CALCIPOTRIOL AND BETAMETHASONE"	C0005308	Betamethasone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CALCIPOTRIOL AND BETAMETHASONE"	C0065767	calcipotriene	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BILBERRY LUTEIN"	C0043328	Lutein	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"AMYLASE LIPASE PROTEASE"	C0030946	Endopeptidases	[u'aapp', u'enzy', u'phsu']	[u'RXNORM']
"AMYLASE LIPASE PROTEASE"	C0002712	Amylases	[u'aapp', u'enzy', u'phsu']	[u'RXNORM', u'ATC']
"AMYLASE LIPASE PROTEASE"	C0023764	Lipase	[u'aapp', u'enzy', u'phsu']	[u'RXNORM']
"PLO-GEL"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"CEREFOLIN NAC (CALCIUM MEFOLINATE, CYANOCOBALAMIN, PYRIDOXINE, RIBOFLA"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CEREFOLIN NAC (CALCIUM MEFOLINATE, CYANOCOBALAMIN, PYRIDOXINE, RIBOFLA"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"CEREFOLIN NAC (CALCIUM MEFOLINATE, CYANOCOBALAMIN, PYRIDOXINE, RIBOFLA"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CEREFOLIN NAC (CALCIUM MEFOLINATE, CYANOCOBALAMIN, PYRIDOXINE, RIBOFLA"	C0034272	pyridoxine	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"POTASSIUM M"	C0032821	Potassium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"POTASSIUM M"	C0304475	Potassium supplement	[u'inch', u'phsu']	[u'ATC']
"POTASSIUM M"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"PHARMALGEN APIS MELLIFERA"	C0939871	Apis mellifera preparation	[u'orch', u'phsu']	[u'RXNORM']
"LEVOTHYROXINE/LEVOXYL"	C0721346	Levoxyl	[u'aapp', u'phsu']	[u'RXNORM']
"LEVOTHYROXINE/LEVOXYL"	C0040165	levothyroxine	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"TRITACE PREVENT"	C0878061	Altace	[u'orch', u'phsu']	[u'RXNORM']
"REGAINE FOR WOMEN TOPICAL SOLUTION 2%"	C0730881	Rogaine	[u'orch', u'phsu']	[u'RXNORM']
"REGAINE FOR WOMEN TOPICAL SOLUTION 2%"	C0991555	Topical Solution	[u'bodm']	[u'RXNORM']
"IMMUNOCYANINE"	C0123407	immunocyanin	[u'aapp', u'bacs', u'phsu']	[u'ATC']
"OCUVITE (ASCORBIC ACID, BETACAROTENE, COPPER, TOCOFERSOLAN, ZINC)"	C0722233	Ocuvite	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"OCUVITE (ASCORBIC ACID, BETACAROTENE, COPPER, TOCOFERSOLAN, ZINC)"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"OCUVITE (ASCORBIC ACID, BETACAROTENE, COPPER, TOCOFERSOLAN, ZINC)"	C0053396	Beta Carotene	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
