UTTERANCE	CUI	PT	ST	SOURCES
"PREMINIENT (HYDROCHLOROTHIAZIDE, LOSARTAN POTASSIUM)"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PREMINIENT (HYDROCHLOROTHIAZIDE, LOSARTAN POTASSIUM)"	C0700492	Losartan Potassium	[u'orch', u'phsu']	[u'RXNORM']
"EYELEAR INTEROCULAR INJECTION (UNK INGREDIENTS) (OPHTHALMIC PREPARATIONS)"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"PRO OMEGA LDL"	C0033382	Proline	[u'aapp', u'bacs']	[u'RXNORM']
"CODEINE PHOSPHATE SANDOZ (NGX) (CODEINE PHOSPHATE) UNKNOWN"	C0009217	Codeine Phosphate	[u'orch', u'phsu']	[u'RXNORM']
"CODEINE PHOSPHATE SANDOZ (NGX) (CODEINE PHOSPHATE) UNKNOWN"	C0009217	Codeine Phosphate	[u'orch', u'phsu']	[u'RXNORM']
"DOCUSATE SODIUM /SENOKOT"	C0699932	Senokot	[u'orch', u'phsu']	[u'RXNORM']
"DOCUSATE SODIUM /SENOKOT"	C0243237	Docusate Sodium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SILICON RESIN"	C0037107	Silicon	[u'elii']	[u'RXNORM']
"SODIUM SULFACETAMIDE 10%"	C0282356	Sulfacetamide Sodium	[u'orch', u'phsu']	[u'RXNORM']
"LEVOXYL(LEVOTHYROXINE SODIUM)(100 MCG, TABLET)"	C0721346	Levoxyl	[u'aapp', u'phsu']	[u'RXNORM']
"LEVOXYL(LEVOTHYROXINE SODIUM)(100 MCG, TABLET)"	C0079691	Levothyroxine Sodium	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"LEVOXYL(LEVOTHYROXINE SODIUM)(100 MCG, TABLET)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"CHLORATE DE POTASSIUM"	C0032821	Potassium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CHLORATE DE POTASSIUM"	C0304475	Potassium supplement	[u'inch', u'phsu']	[u'ATC']
"CHLORATE DE POTASSIUM"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"CHLORATE DE POTASSIUM"	C1154250	Chlorate	[u'orch', u'phsu']	[u'RXNORM']
"TEMOZOLOMIDE 200MG/M2 ON DAY 1; 25MG/M2 DAYS 2 - 5 F"	C0076080	temozolomide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AMOXICILLIN SODIUM W/CLAVULANATE (12/19/03 ~ 12/26/03)"	C0054066	Amoxicillin / Clavulanate	[u'phsu']	[u'RXNORM']
"AMOXICILLIN SODIUM W/CLAVULANATE (12/19/03 ~ 12/26/03)"	C0887551	amoxicillin sodium	[u'antb', u'orch']	[u'RXNORM']
"BIFIDOBACTERIUM LONGUM W/LACTOBACIL"	C0314977	Bifidobacterium longum	[u'bact']	[u'RXNORM']
"ENANTONE DEPOT INJECTION"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"GLUCOSAMINE CHOND COMPLEX"	C0017718	Glucosamine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AUROTIOPROL."	C0104696	aurotioprol	[u'orch', u'phsu']	[u'ATC']
"HYDROXYCHLOROQUINE SULPHATE9HYDROXYCHLOROQUINE SULFATE)"	C0596007	Hydroxychloroquine Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"INFREE S (INDOMETACIN) PER ORAL NOS"	C0021246	Indomethacin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VITAMIN D/FISH OIL"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"VITAMIN D/FISH OIL"	C0014695	Ergocalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"VITAMIN D/FISH OIL"	C0042866	Vitamin D	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"BEECHAMS POWDER"	C0032861	Powder dose form	[u'bodm']	[u'RXNORM']
"ALBURTEROL (SALBUTAMOL)"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MONOSODIUM RISEDRONATE ANHYDROUS"	C0246719	Risedronate	[u'orch', u'phsu']	[u'RXNORM']
"CHONDROITIN WITH MSM"	C0058231	methylsulfonylmethane	[u'orch', u'phsu']	[u'RXNORM']
"CITALOPRAM (CITALOPRAM) (20 MILLIGRAM) (CITALOPRAM)"	C0008845	Citalopram	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CITALOPRAM (CITALOPRAM) (20 MILLIGRAM) (CITALOPRAM)"	C0008845	Citalopram	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CITALOPRAM (CITALOPRAM) (20 MILLIGRAM) (CITALOPRAM)"	C0008845	Citalopram	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"IMEDEEN TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"NORMAL SALINE(0.9% SODIUM CHLORIDE)"	C0990166	Sodium Chloride 0.154 MEQ/ML	[u'clnd']	[u'RXNORM']
"STANDARD OF CARE ANESTHESIA"	C0002932	Anesthetics	[u'phsu']	[u'ATC']
"WARFARIN 2 MG AND 3 MG"	C0043031	Warfarin	[u'hops', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"WARFARIN 2 MG AND 3 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"NARINE COATED TABLETS LIKE CLARITIN-D 12"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"NARINE COATED TABLETS LIKE CLARITIN-D 12"	C0719359	Claritin-D	[u'orch', u'phsu']	[u'RXNORM']
"DEP-MEDROL"	C0699458	Medrol	[u'orch', u'phsu']	[u'RXNORM']
"ALENDRONIC ACID/COLECALCIFEROL (ALENDRONIC ACID, COLECALCIFEROL)"	C0008318	Cholecalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ALENDRONIC ACID/COLECALCIFEROL (ALENDRONIC ACID, COLECALCIFEROL)"	C0771311	Alendronic acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALENDRONIC ACID/COLECALCIFEROL (ALENDRONIC ACID, COLECALCIFEROL)"	C0771311	Alendronic acid	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALENDRONIC ACID/COLECALCIFEROL (ALENDRONIC ACID, COLECALCIFEROL)"	C0008318	Cholecalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"IPRATROPIUM BROMIDE NEBULIZER (IPRATROPIUM BROMIDE) (UNKNOWN)"	C0700580	Ipratropium Bromide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"IPRATROPIUM BROMIDE NEBULIZER (IPRATROPIUM BROMIDE) (UNKNOWN)"	C0700580	Ipratropium Bromide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PREGABALIN KRKA 150 MG H?R? HYLKI"	C1658524	pregabalin 150 MG	[u'clnd']	[u'RXNORM']
"ZICAM COLD GEL SWABS"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"MACRO BID / NITROFURANTOIN / PROCTOR + GAMBLE"	C0028156	Nitrofurantoin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SYMBYAX (FLUOXETINE HYDROCHLORIDE W/OLANZAPINE)"	C1330549	Symbyax	[u'orch', u'phsu']	[u'RXNORM']
"SYMBYAX (FLUOXETINE HYDROCHLORIDE W/OLANZAPINE)"	C1608551	Fluoxetine / olanzapine	[u'phsu']	[u'RXNORM']
"SEVELAMERO"	C0718050	sevelamer	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CYANOCOBALAMIN + PYRIDOXINE + THIAMINE (BEFACT /00527001/) (UNKNOWN) (THIAMINE, PYRIDOXINE, CYANOCOBALAMIN)"	C2930451	pyridoxine / Thiamine / Vitamin B 12	[u'phsu']	[u'RXNORM']
"CYANOCOBALAMIN + PYRIDOXINE + THIAMINE (BEFACT /00527001/) (UNKNOWN) (THIAMINE, PYRIDOXINE, CYANOCOBALAMIN)"	C0039840	Thiamine	[u'orch', u'vita']	[u'RXNORM', u'ATC']
"CYANOCOBALAMIN + PYRIDOXINE + THIAMINE (BEFACT /00527001/) (UNKNOWN) (THIAMINE, PYRIDOXINE, CYANOCOBALAMIN)"	C0034272	pyridoxine	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CYANOCOBALAMIN + PYRIDOXINE + THIAMINE (BEFACT /00527001/) (UNKNOWN) (THIAMINE, PYRIDOXINE, CYANOCOBALAMIN)"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"PEG-ASPARAGINASE)"	C0071568	pegaspargase	[u'aapp', u'enzy', u'phsu']	[u'RXNORM', u'ATC']
"AMOLORIDE W/HCTZ"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"RISPERDAL ORO DISPERSIBLE"	C0592071	Risperdal	[u'orch', u'phsu']	[u'RXNORM']
"BUSULFAN (IV BUSULFAN)"	C0006463	Busulfan	[u'hops', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BUSULFAN (IV BUSULFAN)"	C0006463	Busulfan	[u'hops', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NITRO (GLYCERYL TRINITRATE) (TABLETS)"	C0017887	Nitroglycerin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NITRO (GLYCERYL TRINITRATE) (TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"MICROCID"	C0017735	GLUCOSE OXIDASE	[u'aapp', u'enzy']	[u'RXNORM']
"IMDUR (SOSORBIDE MONONITRATE)"	C0590690	Imdur	[u'orch', u'phsu']	[u'RXNORM']
"CAPRIMIDA [CALCIUM CARBONATE]"	C0006681	Calcium Carbonate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"CLORFENIRAMINA                     /00072501/"	C0008281	Chlorpheniramine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FLEETS PHOSPHOSODA UNKNOWN FLEETS"	C0306214	Fleet Phospho-Soda	[u'inch', u'phsu']	[u'RXNORM']
"HUMALOG 100/ML KWIKPEN"	C0528249	Humalog	[u'aapp', u'phsu']	[u'RXNORM']
"SALBUTAMOL           (SALBUTAMOL)"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SALBUTAMOL           (SALBUTAMOL)"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CASODEX (BICALUMTAMIDE) (TABLETS)"	C0591237	Casodex	[u'orch', u'phsu']	[u'RXNORM']
"CASODEX (BICALUMTAMIDE) (TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"DEXTROMETHORPHAN HYDROBROMIDE + QUINIDINE SULFATE"	C0034415	Quinidine Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"DEXTROMETHORPHAN HYDROBROMIDE + QUINIDINE SULFATE"	C0350422	Dextromethorphan Hydrobromide	[u'orch', u'phsu']	[u'RXNORM']
"APROTININ BOVINE"	C0003641	Aprotinin	[u'aapp', u'bacs', u'phsu']	[u'RXNORM', u'ATC']
"T3 THYROID"	C3540038	THYROID DIAGNOSTIC RADIOPHARMACEUTICALS	[u'irda']	[u'ATC']
"DOCUSATE SODIUM AND CASANTHRANOL"	C0717564	Casanthranol / Docusate	[u'phsu']	[u'RXNORM']
"DOCUSATE SODIUM AND CASANTHRANOL"	C0243237	Docusate Sodium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ETRA STRENGTH TYLENOL"	C0699142	Tylenol	[u'orch', u'phsu']	[u'RXNORM']
"FLONASE ALLERGY RELEIF"	C0286677	Flonase	[u'orch', u'phsu']	[u'RXNORM']
"OLMETEC PLUS 20 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"OLMETEC PLUS 20 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"EYE DROPS (NOT SPECIFIED)"	C0015399	Eye Drops	[u'bodm']	[u'RXNORM']
"COSAAR *(LOSARTAN POTASSIUM)"	C0700492	Losartan Potassium	[u'orch', u'phsu']	[u'RXNORM']
"BLINDED CS-866 (10 MILLIGRAM, TABLET)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"SUMATRIPAN 50 MG (MAY REPEAT IN 2 HRS; MAX 200 MG/DAY)"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"SUMATRIPAN 50 MG (MAY REPEAT IN 2 HRS; MAX 200 MG/DAY)"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"TIROXIN SODIUM"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"TIROXIN SODIUM"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"TIROXIN SODIUM"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"K+CL"	C0596019	Chloride Ion	[u'elii']	[u'RXNORM']
"K+CL"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"ADVANCED EDTA MEGA PLUS (OMEGA XL FISH OIL)"	C0013618	Edetic Acid	[u'orch', u'phsu']	[u'RXNORM']
"ADVANCED EDTA MEGA PLUS (OMEGA XL FISH OIL)"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"DOUBLE BASE GEL"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"LECTIL 24 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"METOPROLOL (METOPOLOL /00376901/)"	C0025859	Metoprolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DYNAMAG (PYRIDOXINE HYDROCHLORODE, MAGNESIUM LACTATE)"	C0034272	pyridoxine	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"DYNAMAG (PYRIDOXINE HYDROCHLORODE, MAGNESIUM LACTATE)"	C0717900	Magnesium lactate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PROPROXYPHENE W/ ACETAMINOPHEN"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PLANETARY HERBALS OLD INDIAN WILD CHERRY BARK SYRUP (HERBAL BLEND)"	C0205704	Cascara sagrada	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PLANETARY HERBALS OLD INDIAN WILD CHERRY BARK SYRUP (HERBAL BLEND)"	C3486388	Frangula purshiana bark extract	[u'orch', u'phsu']	[u'RXNORM']
"PARACETAMOL CAPSULES 500MG (ACETAMINOPHEN/PARACETAMOL)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PARACETAMOL CAPSULES 500MG (ACETAMINOPHEN/PARACETAMOL)"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"PARACETAMOL CAPSULES 500MG (ACETAMINOPHEN/PARACETAMOL)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PARACETAMOL CAPSULES 500MG (ACETAMINOPHEN/PARACETAMOL)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PREDFORT EYE DROPS"	C0015399	Eye Drops	[u'bodm']	[u'RXNORM']
"BEVACIZUMAB(BEVACIZUMAB) PWDR + SOLVENT,INFUSION SOLN,  100MG"	C0796392	bevacizumab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"BEVACIZUMAB(BEVACIZUMAB) PWDR + SOLVENT,INFUSION SOLN,  100MG"	C0796392	bevacizumab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"INTERLEUKIN (IL-2)"	C0021764	Interleukins	[u'aapp', u'imft']	[u'ATC']
"INTERLEUKIN (IL-2)"	C0021764	Interleukins	[u'aapp', u'imft']	[u'ATC']
"METOPROLOL(METOPROLOL /00376901/)"	C0025859	Metoprolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METOPROLOL(METOPROLOL /00376901/)"	C0025859	Metoprolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CARISOPRODOL, DIAZEPAM, AND OTHER UNSPECIFIED SUBSTANCES"	C0007248	Carisoprodol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
