UTTERANCE	CUI	PT	ST	SOURCES
"ADDERALL (AMFETAMINE ASPARTATE, AMFETAMINE SULFATE, DEXAMFETAMINE SACCHRATE, DEXAMFETAMINE SULFATE) 10MG"	C0282051	Amphetamine Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"ADDERALL (AMFETAMINE ASPARTATE, AMFETAMINE SULFATE, DEXAMFETAMINE SACCHRATE, DEXAMFETAMINE SULFATE) 10MG"	C0011812	Dextroamphetamine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ADDERALL (AMFETAMINE ASPARTATE, AMFETAMINE SULFATE, DEXAMFETAMINE SACCHRATE, DEXAMFETAMINE SULFATE) 10MG"	C0011810	Dextroamphetamine Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"WAL-ITIN D 24 HOUR ALLERGY"	C2939829	Wal-itin D	[u'orch', u'phsu']	[u'RXNORM']
"ALDECIN-AQ (BECLOMETASONE)"	C0004905	Beclomethasone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FUCICORT (FUCIDIC ACID AND BETAMETHASONE VALERATE) (FUCICORT /01131501"	C0750848	Betamethasone valerate	[u'orch', u'phsu']	[u'RXNORM']
"METOPROLOL SUCCINATE (METOPROLOL SUCCINATE) (50 MILLIGRAM, TABLETS)?"	C0724633	metoprolol succinate	[u'orch', u'phsu']	[u'RXNORM']
"METOPROLOL SUCCINATE (METOPROLOL SUCCINATE) (50 MILLIGRAM, TABLETS)?"	C0724633	metoprolol succinate	[u'orch', u'phsu']	[u'RXNORM']
"METOPROLOL SUCCINATE (METOPROLOL SUCCINATE) (50 MILLIGRAM, TABLETS)?"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"LEVULOSE"	C0016745	Fructose	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HARNAL D TAB"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"VALACICLOVIR ZELITREX"	C0249458	valacyclovir	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AFRICA PLUM TREE EXTRACT (PYGEUM AFRICANUM)"	C0973456	Plum Preparation	[u'orch', u'phsu']	[u'RXNORM']
"AFRICA PLUM TREE EXTRACT (PYGEUM AFRICANUM)"	C0771742	Pygeum Africanum Preparation	[u'orch', u'phsu']	[u'RXNORM']
"NEODOPASTON COMBINATION TABLETS L100"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"MINURIN /00361901/ (DESMOPRESSIN) TABLET 0.2 MG"	C0011701	desmopressin	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"MINURIN /00361901/ (DESMOPRESSIN) TABLET 0.2 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"MINURIN /00361901/ (DESMOPRESSIN) TABLET 0.2 MG"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"PROACTIV SOLUTION OIL FREE MOISTURE SPF15"	C2948930	Proactiv	[u'orch', u'phsu']	[u'RXNORM']
"PROACTIV SOLUTION OIL FREE MOISTURE SPF15"	C3541397	oil ingredients	[u'orch', u'phsu']	[u'ATC']
"STOMILASE                       (ENZYMES NOS)"	C3540017	Enzymes, hematological	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"STOMILASE                       (ENZYMES NOS)"	C3540048	ENZYMES FOR TREATMENT OF WOUNDS AND ULCERS	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"STOMILASE                       (ENZYMES NOS)"	C3540772	Enzymes FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"STOMILASE                       (ENZYMES NOS)"	C3540790	Enzymes, peripheral vasodilators	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"STOMILASE                       (ENZYMES NOS)"	C3541394	Enzymes, antithrombotic	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"STOMILASE                       (ENZYMES NOS)"	C3542456	Enzymes for ALIMENTARY TRACT AND METABOLISM	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"ALGEDRATE GEL 340 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"ALGEDRATE GEL 340 MG"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"MORPHNIE (MORPHINE /00036301/)"	C0026549	Morphine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"HC 1%"	C0020268	Hydrocortisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"POTACOL-R (MALTOSE, SODIUM LACTATE, POTASSIUM CHLORIDE, SODIUM CHLORID"	C0024658	Maltose	[u'orch', u'phsu']	[u'RXNORM']
"POTACOL-R (MALTOSE, SODIUM LACTATE, POTASSIUM CHLORIDE, SODIUM CHLORID"	C0142874	Sodium Lactate	[u'orch', u'phsu']	[u'RXNORM']
"POTACOL-R (MALTOSE, SODIUM LACTATE, POTASSIUM CHLORIDE, SODIUM CHLORID"	C0032825	Potassium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"POTACOL-R (MALTOSE, SODIUM LACTATE, POTASSIUM CHLORIDE, SODIUM CHLORID"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"POTACOL-R (MALTOSE, SODIUM LACTATE, POTASSIUM CHLORIDE, SODIUM CHLORID"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"POTACOL-R (MALTOSE, SODIUM LACTATE, POTASSIUM CHLORIDE, SODIUM CHLORID"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"ENTEROCORT (PREDNISONE ACETATE)"	C0000975	Acetate	[u'orch', u'phsu']	[u'RXNORM']
"ENTEROCORT (PREDNISONE ACETATE)"	C0032952	Prednisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ACETYLSALICYLIC ACD (ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CALCIUM 500(CALCITE D)(UNKNOWN)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUM 500(CALCITE D)(UNKNOWN)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"ETHAMBUTOL (ETHAMBUTOL) UNSPECIFIED"	C0014964	Ethambutol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ETHAMBUTOL (ETHAMBUTOL) UNSPECIFIED"	C0014964	Ethambutol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"XANAX PROLONGED RELEASE TABLETS"	C0699034	Xanax	[u'orch', u'phsu']	[u'RXNORM']
"XANAX PROLONGED RELEASE TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"MVI (ASCORBIC ACID, DEXPANTHENOL, ERGOCALCIFEROL, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"MVI (ASCORBIC ACID, DEXPANTHENOL, ERGOCALCIFEROL, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0057610	dexpanthenol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"MVI (ASCORBIC ACID, DEXPANTHENOL, ERGOCALCIFEROL, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0014695	Ergocalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"MVI (ASCORBIC ACID, DEXPANTHENOL, ERGOCALCIFEROL, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0028027	Niacinamide	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"MVI (ASCORBIC ACID, DEXPANTHENOL, ERGOCALCIFEROL, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0700496	Pyridoxine Hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"MVI (ASCORBIC ACID, DEXPANTHENOL, ERGOCALCIFEROL, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0042839	Vitamin A	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"MVI (ASCORBIC ACID, DEXPANTHENOL, ERGOCALCIFEROL, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0087161	All-Trans-Retinol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"MVI (ASCORBIC ACID, DEXPANTHENOL, ERGOCALCIFEROL, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0035527	Riboflavin	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"MVI (ASCORBIC ACID, DEXPANTHENOL, ERGOCALCIFEROL, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0770309	Thiamine hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"MVI (ASCORBIC ACID, DEXPANTHENOL, ERGOCALCIFEROL, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C0078373	Tocopherol Acetate	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"MVI (ASCORBIC ACID, DEXPANTHENOL, ERGOCALCIFEROL, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, TOCOPHERYL ACETATE)"	C1999896	alpha-Tocopherol Acetate	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"MAGNESIUM-D5W"	C0024467	Magnesium	[u'bacs', u'elii']	[u'RXNORM']
"MAGNESIUM-D5W"	C3540792	Magnesium supplements, alimentary tract and metabolism	[u'inch', u'phsu']	[u'ATC']
"HYDROCHLOROTHAIZIDE/LOSARTAN"	C0126174	Losartan	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SYMBICORT(BUDESONIDE W/ FORMOTEROL FUMARATE)(BUDESONIDE W/FORMOTEROL FUMARATE)"	C1121854	Symbicort	[u'orch', u'phsu']	[u'RXNORM']
"SYMBICORT(BUDESONIDE W/ FORMOTEROL FUMARATE)(BUDESONIDE W/FORMOTEROL FUMARATE)"	C0771469	formoterol fumarate	[u'orch', u'phsu']	[u'RXNORM']
"SYMBICORT(BUDESONIDE W/ FORMOTEROL FUMARATE)(BUDESONIDE W/FORMOTEROL FUMARATE)"	C1579393	formoterol fumarate dihydrate	[u'orch', u'phsu']	[u'RXNORM']
"SYMBICORT(BUDESONIDE W/ FORMOTEROL FUMARATE)(BUDESONIDE W/FORMOTEROL FUMARATE)"	C1276807	Budesonide / formoterol	[u'phsu']	[u'RXNORM']
"SYMBICORT(BUDESONIDE W/ FORMOTEROL FUMARATE)(BUDESONIDE W/FORMOTEROL FUMARATE)"	C0771469	formoterol fumarate	[u'orch', u'phsu']	[u'RXNORM']
"SYMBICORT(BUDESONIDE W/ FORMOTEROL FUMARATE)(BUDESONIDE W/FORMOTEROL FUMARATE)"	C1579393	formoterol fumarate dihydrate	[u'orch', u'phsu']	[u'RXNORM']
"SYMBICORT(BUDESONIDE W/ FORMOTEROL FUMARATE)(BUDESONIDE W/FORMOTEROL FUMARATE)"	C1276807	Budesonide / formoterol	[u'phsu']	[u'RXNORM']
"INFANT'S PEDIACARE DECONGESTANT AND COUGH DROPS (DEXTREMETHORPHAN, PSE"	C1330462	Pediacare	[u'orch', u'phsu']	[u'RXNORM']
"K-FOSFOSTERIL"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"YASMIN (ESTROGEN/PROGESTIN)"	C0014939	Estrogens	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"PROBIOTIC + SACCHAROMYCES BOULARDII"	C0772093	Saccharomyces boulardii	[u'fngs']	[u'RXNORM', u'ATC']
"AZILACT 1 MG"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"SEENA/DOCUSATE SODIUM"	C0243237	Docusate Sodium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SEROQUEL /UNK/(QUETIAPINEFUMARATE)"	C0287163	Seroquel	[u'orch', u'phsu']	[u'RXNORM']
"HEPATITIS B VIRUS VACCINE INACTIVATED"	C0062527	Hepatitis B Surface Antigen Vaccine	[u'aapp', u'imft', u'phsu']	[u'RXNORM']
"PREMARIN 0.3 MG, ORAL"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"PREMARIN 0.3 MG, ORAL"	C0699710	Premarin	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"NEBULIZER MACHINE/ALBUTEROL"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MIXTURE OF ALLERGENIC EXTRACTS - OFFICE PREPARED A"	C0002092	Allergens	[u'imft']	[u'ATC']
"ACECLIDINE"	C0000948	aceclidine	[u'orch', u'phsu']	[u'ATC']
"GLYCEROL FRUCTOSE AND SODIUM CHLORIDE"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"GLYCEROL FRUCTOSE AND SODIUM CHLORIDE"	C0016745	Fructose	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"GLYCEROL FRUCTOSE AND SODIUM CHLORIDE"	C0017861	Glycerin	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"REFLEX (MIRTAZAPINE / 01293201 / )"	C0049506	Mirtazapine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MEDICAL CANNABIS OIL"	C3541397	oil ingredients	[u'orch', u'phsu']	[u'ATC']
"MEDICAL CANNABIS OIL"	C4552088	Cannabis sativa whole extract	[u'orch']	[u'RXNORM']
"MICROGYNON 30 (LEVONORGESTREL + ETHINYLESTRADIOL)"	C0015011	Ethinyl Estradiol	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MICROGYNON 30 (LEVONORGESTREL + ETHINYLESTRADIOL)"	C0023566	Levonorgestrel	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TUMS CALCIUM FOR LIFE PMS TABLETS CHEWABLE TABLET"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"TUMS CALCIUM FOR LIFE PMS TABLETS CHEWABLE TABLET"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"TUMS CALCIUM FOR LIFE PMS TABLETS CHEWABLE TABLET"	C0304290	Chewable Tablet	[u'bodm']	[u'RXNORM']
"TUMS CALCIUM FOR LIFE PMS TABLETS CHEWABLE TABLET"	C0723950	Tums	[u'inch', u'phsu']	[u'RXNORM']
"DICLOFEN   /07578701/ (DICLOFENAC SODIUM, MENTHOL)"	C0700583	Diclofenac Sodium	[u'orch', u'phsu']	[u'RXNORM']
"DICLOFEN   /07578701/ (DICLOFENAC SODIUM, MENTHOL)"	C0025368	Menthol	[u'orch', u'phsu']	[u'RXNORM']
"ALKA-SELTZER PLUS COLD + FLU MEDICINE"	C0051166	Alka-Seltzer	[u'orch', u'phsu']	[u'RXNORM']
"MODOPAR           (BENSERAZIDE HYDROCHLORIDE, LEVODOPA)"	C0065502	Madopar	[u'orch', u'phsu']	[u'RXNORM']
"MODOPAR           (BENSERAZIDE HYDROCHLORIDE, LEVODOPA)"	C0770932	Benserazide hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"MODOPAR           (BENSERAZIDE HYDROCHLORIDE, LEVODOPA)"	C0023570	Levodopa	[u'aapp', u'bacs', u'phsu']	[u'RXNORM', u'ATC']
"FISH OIL;OMEGA-3 FATTY ACIDS"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"FISH OIL;OMEGA-3 FATTY ACIDS"	C0015689	Omega-3 Fatty Acids	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"HUMULIN REGULAR (HUMAN INSULIN (RDNA ORIGIN ) REGULAR UNKNOWN MANUFACT"	C0795635	Regular Insulin, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"HUMULIN REGULAR (HUMAN INSULIN (RDNA ORIGIN ) REGULAR UNKNOWN MANUFACT"	C0020172	Humulin S	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"HUMULIN REGULAR (HUMAN INSULIN (RDNA ORIGIN ) REGULAR UNKNOWN MANUFACT"	C3538423	Humulin	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"DIGITEK  0.25 MG,  ACTAVIS, DISTRIBUTED BY UNDER BERTEK AND UDL LABEL"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"DIGITEK  0.25 MG,  ACTAVIS, DISTRIBUTED BY UNDER BERTEK AND UDL LABEL"	C0876017	Digitek	[u'orch', u'phsu']	[u'RXNORM']
"TALION OD TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"UNSPECIFIED BETA-SYMPATHOMIMETIC AGENT"	C0039052	Sympathomimetics	[u'phsu']	[u'ATC']
"GLYCERIN PROPYLENE"	C0072221	propylene	[u'irda', u'orch']	[u'RXNORM']
"GLYCERIN PROPYLENE"	C0017861	Glycerin	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ETHINYL ESTRADIOL/LEVONORGESTEROL"	C0015011	Ethinyl Estradiol	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MAGNE-B6 (PYRIDOXINE HYDROCHLORIDE, MAGNESIUM LACTATE)"	C0700496	Pyridoxine Hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"MAGNE-B6 (PYRIDOXINE HYDROCHLORIDE, MAGNESIUM LACTATE)"	C0717900	Magnesium lactate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FACTOR IX (ALPHA THERAPEUTICS)(UNCODED)"	C0015491	factor IX	[u'aapp', u'bacs', u'phsu']	[u'RXNORM', u'ATC']
"FACTOR IX (ALPHA THERAPEUTICS)(UNCODED)"	C0724584	coagulation factor IX, human	[u'aapp', u'bacs', u'phsu']	[u'RXNORM']
"FACTOR IX (ALPHA THERAPEUTICS)(UNCODED)"	C4048712	factor IX complex	[u'aapp', u'bacs', u'phsu']	[u'RXNORM']
"FACTOR IX (ALPHA THERAPEUTICS)(UNCODED)"	C0723712	Therapeutic brand of coal tar	[u'orch', u'phsu']	[u'RXNORM']
"KM POWDER (STOMACHICS AND DIGESTIVES)"	C0032861	Powder dose form	[u'bodm']	[u'RXNORM']
