UTTERANCE	CUI	PT	ST	SOURCES
"HERCEPTIN - 600 MG/5 ML SOLUZIONE INIETTABILE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"SCH 417690 TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"BI-ESTROGEN"	C0014939	Estrogens	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"FLUTICASONE PROPIONATE+SALMETEROL XINAFOATE INHALATIONAL POWDER"	C0991575	Inhalant Powder	[u'bodm']	[u'RXNORM']
"FLUTICASONE PROPIONATE+SALMETEROL XINAFOATE INHALATIONAL POWDER"	C0117996	Fluticasone propionate	[u'orch', u'phsu']	[u'RXNORM']
"FLUTICASONE PROPIONATE+SALMETEROL XINAFOATE INHALATIONAL POWDER"	C0245531	Salmeterol xinafoate	[u'orch', u'phsu']	[u'RXNORM']
"AMLODIPINO CINFA"	C0051696	Amlodipine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VALORON (CLONIXIN LYSINATE)"	C0009018	Clonixin	[u'orch', u'phsu']	[u'RXNORM']
"DILTAIZEM IR"	C0022071	Iridium	[u'elii']	[u'RXNORM']
"MYCOBACTERIUM BOVIS (BACILLUS OF CALMETTE AND GUERIN) LIVE ATTENUATED"	C0026917	Mycobacterium bovis	[u'bact']	[u'RXNORM']
"MYCOBACTERIUM BOVIS (BACILLUS OF CALMETTE AND GUERIN) LIVE ATTENUATED"	C0724511	BCG, Live, Tice Strain	[u'bact']	[u'RXNORM']
"ASPIRIN (ACETYLYSALICYLIC ACID) (ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ASPIRIN (ACETYLYSALICYLIC ACID) (ACETYLSALICYLIC ACID)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FIMASARTAN POTASSIUM TRIHYDRATE"	C0032821	Potassium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"FIMASARTAN POTASSIUM TRIHYDRATE"	C0304475	Potassium supplement	[u'inch', u'phsu']	[u'ATC']
"FIMASARTAN POTASSIUM TRIHYDRATE"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"FIMASARTAN POTASSIUM TRIHYDRATE"	C2825622	fimasartan	[u'orch', u'phsu']	[u'ATC']
"(REMIFENTANIL HYDROCHLORIDE)"	C0771827	Remifentanil hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"(CO-DYDRAMOL)"	C0590747	dihydrocodeine and paracetamol	[u'orch', u'phsu']	[u'ATC']
"LEVOFOLENE 175 MG POLVERE PER SOLUZIONE PER INFUSIONE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"LEVOFOLENE 175 MG POLVERE PER SOLUZIONE PER INFUSIONE"	C2721771	levoleucovorin	[u'orch', u'phsu']	[u'RXNORM']
"METFORMIN HYDROCHLORIDE,SITAGLIPTIN PHOSPHATE MONOHYDRATE"	C0770893	Metformin hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"METFORMIN HYDROCHLORIDE,SITAGLIPTIN PHOSPHATE MONOHYDRATE"	C1667080	sitagliptin phosphate	[u'orch', u'phsu']	[u'RXNORM']
"BONE UP JARROW: CALCIUM, BORON, GLUCOSAMINE HCL, VITAMIN D"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"BONE UP JARROW: CALCIUM, BORON, GLUCOSAMINE HCL, VITAMIN D"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"BONE UP JARROW: CALCIUM, BORON, GLUCOSAMINE HCL, VITAMIN D"	C0006030	Boron	[u'elii']	[u'RXNORM']
"BONE UP JARROW: CALCIUM, BORON, GLUCOSAMINE HCL, VITAMIN D"	C0771903	Glucosamine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"BONE UP JARROW: CALCIUM, BORON, GLUCOSAMINE HCL, VITAMIN D"	C0014695	Ergocalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"BONE UP JARROW: CALCIUM, BORON, GLUCOSAMINE HCL, VITAMIN D"	C0042866	Vitamin D	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"HEPARINS, LOW-MOLECULAR-MASS"	C0019134	heparin	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ZESTORETIC (CARACE PLUS /01613901/)"	C0292855	Zestoretic	[u'orch', u'phsu']	[u'RXNORM']
"GEFANIL (GEFARNATE) CAPSULE"	C0017226	Gefarnate	[u'orch', u'phsu']	[u'ATC']
"GEFANIL (GEFARNATE) CAPSULE"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"GNRH AGONIST"	C0083220	deslorelin	[u'aapp', u'phsu']	[u'RXNORM']
"GNRH AGONIST"	C1518041	Luteinizing Hormone-releasing Hormone Agonist	[u'phsu']	[u'ATC']
"NOVAMIN//METAMIZOLE SODIUM"	C3714569	METAMIZOLE SODIUM	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DAPRIL (LISINOPRIL DIHYDRATE)"	C0065374	Lisinopril	[u'aapp', u'phsu']	[u'RXNORM', u'ATC']
"ZOLPIDEM TARTRATE (ZOLIPIDEM TARTRATE)"	C0724725	Zolpidem tartrate	[u'orch', u'phsu']	[u'RXNORM']
"ZOLPIDEM TARTRATE (ZOLIPIDEM TARTRATE)"	C0144544	tartrate	[u'orch', u'phsu']	[u'RXNORM']
"SUDAFED CONGESTION 30 MG TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"SUDAFED CONGESTION 30 MG TABLET"	C2918960	Pseudoephedrine Hydrochloride 30 MG	[u'clnd']	[u'RXNORM']
"VEGETAMIN (CHLORPROMAZINE HYDROCHLORIDE/PHENOBARBITAL/PROMETHAZINE HYD"	C0020402	hydroxyurea	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VEGETAMIN (CHLORPROMAZINE HYDROCHLORIDE/PHENOBARBITAL/PROMETHAZINE HYD"	C0355077	Chlorpromazine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"VEGETAMIN (CHLORPROMAZINE HYDROCHLORIDE/PHENOBARBITAL/PROMETHAZINE HYD"	C0031412	Phenobarbital	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VEGETAMIN (CHLORPROMAZINE HYDROCHLORIDE/PHENOBARBITAL/PROMETHAZINE HYD"	C0033405	Promethazine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SAHA/VORINOSTAT"	C0672708	Vorinostat	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SAHA/VORINOSTAT"	C0672708	Vorinostat	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ROBITUSSIN PEAK COLD COUGH+CHEST CONGESTION D"	C2370069	Robitussin Chest Congestion	[u'orch', u'phsu']	[u'RXNORM']
"NE (TOCOPHERYL NICOTINATE)"	C0027608	Neon	[u'elii']	[u'RXNORM']
"NE (TOCOPHERYL NICOTINATE)"	C3255108	Tocopherol	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"G-VITAMIN C"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"FOLTX /01079901/ (CYANOCOBALAMIN, FOLIC ACID, PYRIDOXINE HYDROCHLORIDE"	C0876040	Foltx	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"FOLTX /01079901/ (CYANOCOBALAMIN, FOLIC ACID, PYRIDOXINE HYDROCHLORIDE"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"FOLTX /01079901/ (CYANOCOBALAMIN, FOLIC ACID, PYRIDOXINE HYDROCHLORIDE"	C0016410	Folic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"FOLTX /01079901/ (CYANOCOBALAMIN, FOLIC ACID, PYRIDOXINE HYDROCHLORIDE"	C0700496	Pyridoxine Hydrochloride	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"TIMOPTIC TIMOPTOL"	C0040236	Timoptol	[u'orch', u'phsu']	[u'RXNORM']
"TIMOPTIC TIMOPTOL"	C0040235	Timoptic	[u'orch', u'phsu']	[u'RXNORM']
"CONJUGATED ESTROGEN CREAM"	C1378128	Cream	[u'bodm']	[u'RXNORM']
"CONJUGATED ESTROGEN CREAM"	C0014938	Estrogens, Conjugated (USP)	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NEUTRA-PHOS (POTASSIUM PHOSPHATE DIBASIC, POTASSIUM PHOSPHATE MONOBASIC, SODIUM PHOSPHATE DIBASIC, SODIUM PHOSPHATE MONOBASIC (ANHYDRATE))"	C0138037	Dibasic potassium phosphate	[u'inch', u'phsu']	[u'RXNORM']
"NEUTRA-PHOS (POTASSIUM PHOSPHATE DIBASIC, POTASSIUM PHOSPHATE MONOBASIC, SODIUM PHOSPHATE DIBASIC, SODIUM PHOSPHATE MONOBASIC (ANHYDRATE))"	C0138037	Dibasic potassium phosphate	[u'inch', u'phsu']	[u'RXNORM']
"NEUTRA-PHOS (POTASSIUM PHOSPHATE DIBASIC, POTASSIUM PHOSPHATE MONOBASIC, SODIUM PHOSPHATE DIBASIC, SODIUM PHOSPHATE MONOBASIC (ANHYDRATE))"	C0770578	Sodium Phosphate, Monobasic	[u'inch', u'phsu']	[u'RXNORM']
"NEUTRA-PHOS (POTASSIUM PHOSPHATE DIBASIC, POTASSIUM PHOSPHATE MONOBASIC, SODIUM PHOSPHATE DIBASIC, SODIUM PHOSPHATE MONOBASIC (ANHYDRATE))"	C0074757	sodium phosphate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"LIPANTIL NANO"	C0700760	Lipanthyl	[u'orch', u'phsu']	[u'RXNORM']
"LANSOPRAZOL SANDOZ"	C0050940	lansoprazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LISINOP/HC"	C0020268	Hydrocortisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"PAROXETINE HYDROCHLORIDE (PAROXETINE HYDROCHLORIDE) (GENERIC)"	C0771019	Paroxetine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"PAROXETINE HYDROCHLORIDE (PAROXETINE HYDROCHLORIDE) (GENERIC)"	C0771019	Paroxetine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"LOVASTATIN OR PLACEBO"	C0024027	Lovastatin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LOVASTATIN OR PLACEBO"	C1696465	placebo	[u'bodm']	[u'RXNORM']
"LANTUS 100 UNIT?S/ML, SOLUTION INJECTABLE EN STYLO PR?REMPLI"	C0876064	Lantus	[u'aapp', u'phsu']	[u'RXNORM']
"LANTUS 100 UNIT?S/ML, SOLUTION INJECTABLE EN STYLO PR?REMPLI"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"VITAMIN C INTRAVENOUS INFUSION"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"BISOLVON (BROMPHEXINE HYDROCHLORIDE)"	C0919351	Bisolvon	[u'orch', u'phsu']	[u'RXNORM']
"MEPTIN TABLET 50?G"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"TETANUS DIPHTHERIA TOXOIDS"	C0305062	tetanus toxoid vaccine, inactivated	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"PAIN RELIEF PATCHES CORALITE ( CAMPHOR (SYNTHETIC)\LEVOMENTHOL\METHYL SALICYLATE)"	C0006809	Camphor	[u'orch', u'phsu']	[u'RXNORM']
"PAIN RELIEF PATCHES CORALITE ( CAMPHOR (SYNTHETIC)\LEVOMENTHOL\METHYL SALICYLATE)"	C0066282	methyl salicylate	[u'orch', u'phsu']	[u'RXNORM']
"PAIN RELIEF PATCHES CORALITE ( CAMPHOR (SYNTHETIC)\LEVOMENTHOL\METHYL SALICYLATE)"	C0771655	LEVOMENTHOL	[u'orch', u'phsu']	[u'RXNORM']
"FINASTERID ACTAVIS 5 MG FILMDRAGERAD TABLETT"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"OSSOFORTIN [CALCIUM CARBONATE;COLECALCIFEROL]"	C0006681	Calcium Carbonate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"OSSOFORTIN [CALCIUM CARBONATE;COLECALCIFEROL]"	C0008318	Cholecalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"IMOVANE. MFR: NOT SPECIFIED"	C0592282	Zimovane	[u'orch', u'phsu']	[u'RXNORM']
"DUSPATALIN [MEBEVERINE HYDROCHLORIDE]"	C0065832	mebeverine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DUSPATALIN [MEBEVERINE HYDROCHLORIDE]"	C0771014	Mebeverine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"L-THREONATE"	C0962432	threonate	[u'orch', u'phsu']	[u'RXNORM']
"131 I-MIBG"	C0047506	3-Iodobenzylguanidine	[u'irda', u'orch', u'phsu']	[u'RXNORM']
"131 I-MIBG"	C0303029	iodine I-131	[u'elii', u'irda']	[u'RXNORM']
"CHLOROPHYLLIN COPPER COMPLEX SODIUM"	C0951590	SODIUM COPPER CHLOROPHYLLIN	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"HYDROCODONE BITARTRATE AND ACETAMINOPHEN (CON.)"	C0717367	Acetaminophen / Hydrocodone	[u'phsu']	[u'RXNORM']
"KIVEXA (LAMIVUDINE, ABACAVIR SULFATE) (LAMIVUDINE, ABACAVIR SULFATE)"	C0209738	Lamivudine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"KIVEXA (LAMIVUDINE, ABACAVIR SULFATE) (LAMIVUDINE, ABACAVIR SULFATE)"	C0724515	abacavir sulfate	[u'nnon', u'phsu']	[u'RXNORM']
"KIVEXA (LAMIVUDINE, ABACAVIR SULFATE) (LAMIVUDINE, ABACAVIR SULFATE)"	C0209738	Lamivudine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"KIVEXA (LAMIVUDINE, ABACAVIR SULFATE) (LAMIVUDINE, ABACAVIR SULFATE)"	C0724515	abacavir sulfate	[u'nnon', u'phsu']	[u'RXNORM']
"OCTENIDINE DIHYDROCHLORIDE"	C0069351	octenidine	[u'orch', u'phsu']	[u'ATC']
"GARCINIA CAMBOGIA /01446801/"	C0795610	Garcinia cambogia preparation	[u'orch', u'phsu']	[u'RXNORM']
"PRANDIN ^NOVO NORDISK^"	C0722725	Prandin	[u'orch', u'phsu']	[u'RXNORM']
"NORCO-5"	C0722140	Norco	[u'orch', u'phsu']	[u'RXNORM']
"PIPERACILLIN-TAZO"	C0075870	tazobactam	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"PIPERACILLIN-TAZO"	C0031955	Piperacillin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"PETHIDIN HCL"	C0353148	Meperidine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"DIAFEN"	C0700485	Diphenylpyraline hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"FERRIC AMM.CIT.CO"	C0008864	Citrulline	[u'aapp', u'bacs', u'phsu']	[u'RXNORM']
"FERRIC AMM.CIT.CO"	C3848561	ferric cation	[u'elii', u'phsu']	[u'RXNORM']
"SODIUM BENZOID"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"SODIUM BENZOID"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"SODIUM BENZOID"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"EMLA 5 POUR CENT, CR?ME"	C0059079	EMLA	[u'orch', u'phsu']	[u'RXNORM']
"PROPRANOLOL HYDROCHLORIDE (INDERAL LA)"	C0282321	Propranolol Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"PROPRANOLOL HYDROCHLORIDE (INDERAL LA)"	C0023031	Lanthanum	[u'elii', u'phsu']	[u'RXNORM']
"PROPRANOLOL HYDROCHLORIDE (INDERAL LA)"	C0023749	Linoleic Acid	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"PROPRANOLOL HYDROCHLORIDE (INDERAL LA)"	C0591636	Inderal	[u'orch', u'phsu']	[u'RXNORM']
"SYMBICORT (BUDESONIDE, FORMOTEROL FUMARATE DEHYDRATE)"	C1121854	Symbicort	[u'orch', u'phsu']	[u'RXNORM']
"SYMBICORT (BUDESONIDE, FORMOTEROL FUMARATE DEHYDRATE)"	C0054201	Budesonide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SYMBICORT (BUDESONIDE, FORMOTEROL FUMARATE DEHYDRATE)"	C0771469	formoterol fumarate	[u'orch', u'phsu']	[u'RXNORM']
"SYMBICORT (BUDESONIDE, FORMOTEROL FUMARATE DEHYDRATE)"	C1579393	formoterol fumarate dihydrate	[u'orch', u'phsu']	[u'RXNORM']
"CORDYCEPS POWDER"	C0032861	Powder dose form	[u'bodm']	[u'RXNORM']
"CHLORURE DE TROSPIUM"	C0772089	Trospium	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DILTIA XT (WATSON LABORATORIES)(DILTIAZEM HYDROCHLORIDE) CAPSULE (EXTE"	C0700579	Diltiazem Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"DILTIA XT (WATSON LABORATORIES)(DILTIAZEM HYDROCHLORIDE) CAPSULE (EXTE"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"ZALDIAR(PARACETAMOL, TRAMADOL HYDROCHLORIDE)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ZALDIAR(PARACETAMOL, TRAMADOL HYDROCHLORIDE)"	C2350089	tramadol hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"KETOCONAZOL ^GRUENENTHAL^"	C0022625	Ketoconazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METOPROLOL (WATSON LABORATORIES) (METOPROLOL TARTRATE) TABLET"	C0025859	Metoprolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"METOPROLOL (WATSON LABORATORIES) (METOPROLOL TARTRATE) TABLET"	C0700548	Metoprolol Tartrate	[u'orch', u'phsu']	[u'RXNORM']
"METOPROLOL (WATSON LABORATORIES) (METOPROLOL TARTRATE) TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ALUMINUM/MAGNESIUM HYDROXIDES"	C2930042	Aluminum Hydroxide / Magnesium Hydroxide	[u'phsu']	[u'RXNORM']
"HYDROCORTISON ACIS"	C0020268	Hydrocortisone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CIPROFLOX//CIPROFLOXACIN HYDROCHLORIDE"	C0282104	Ciprofloxacin Hydrochloride	[u'antb', u'orch']	[u'RXNORM']
"APO-METHYLPHENIDATE"	C0025810	Methylphenidate	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LANDEL (EFONIDIPINE HYDROCHLORIDE) (TABLET) (EFONIDIPINE HYDROCHLORIDE"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"INSULIN INSULATARD HUMAN"	C0795635	Regular Insulin, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"INSULIN INSULATARD HUMAN"	C0307071	Novolin N	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"GEN-AMIODARONE"	C0002598	Amiodarone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"KIRKLAND BRAND CALCIUM"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"KIRKLAND BRAND CALCIUM"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"LOSEC 1-2-3 M"	C0591742	Losec	[u'orch', u'phsu']	[u'RXNORM']
"TRAZODONE HYDROCHLORIDE / TRAZODONE"	C0282369	Trazodone Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"OPHTHALMOLOGICALS NOS"	C2013096	OPHTHALMOLOGICALS	[u'phsu']	[u'ATC']
"SULPERAZON /00883901/ (SULPERAZON CEFOPERAZONE SODIUM, SULBACTAM SODIU"	C0733367	Cefoperazone Sodium	[u'antb', u'orch']	[u'RXNORM']
"SULPERAZON /00883901/ (SULPERAZON CEFOPERAZONE SODIUM, SULBACTAM SODIU"	C0038665	Sulbactam	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"SLEEP AID [ZALEPLON]"	C0251504	zaleplon	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ACETYLSALICYLIC ACID+ASCORBIC ACID"	C0003968	Ascorbic Acid	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"ACETYLSALICYLIC ACID+ASCORBIC ACID"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DAY NURSE CAPSULES (ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\PHENYLPROPANOLAMINE)"	C0006935	capsule (pharmacologic)	[u'bodm']	[u'RXNORM']
"DAY NURSE CAPSULES (ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\PHENYLPROPANOLAMINE)"	C1873983	Acetaminophen / Dextromethorphan / Phenylpropanolamine	[u'phsu']	[u'RXNORM']
"ALBUTEROL (SALBUTAMOL/00139501/)"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALBUTEROL (SALBUTAMOL/00139501/)"	C0001927	Albuterol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TOKI-SHIGYAKU-KA-GOSHUYU-SHOKYO-TO"	C1879704	Angelica sinensis root extract	[u'orch', u'phsu']	[u'RXNORM']
"OCYCODONE/APAP"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NIFEREX (IRON\POLYSACCHARIDES)"	C0212019	Niferex	[u'orch', u'phsu']	[u'RXNORM']
"NIFEREX (IRON\POLYSACCHARIDES)"	C0722705	Iron polysaccharide	[u'orch', u'phsu']	[u'RXNORM']
"WELLBUTRIN IR"	C0022071	Iridium	[u'elii']	[u'RXNORM']
"WELLBUTRIN IR"	C0085934	Wellbutrin	[u'orch', u'phsu']	[u'RXNORM']
"ISOPTIN RR PLUS, RETARDKAPSELN"	C0700933	Isoptin	[u'orch', u'phsu']	[u'RXNORM']
"CALCIUM D3 (COLECALCIFEROL, CALCIUM CARBONATE)"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUM D3 (COLECALCIFEROL, CALCIUM CARBONATE)"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"CALCIUM D3 (COLECALCIFEROL, CALCIUM CARBONATE)"	C0008318	Cholecalciferol	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CALCIUM D3 (COLECALCIFEROL, CALCIUM CARBONATE)"	C0006681	Calcium Carbonate	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"MIOFLEX (SUXAMETHONIUM CHLORIDE)"	C0012792	Succinylcholine Chloride	[u'orch', u'phsu']	[u'RXNORM']
"VITAMIN B6/VITAMIN B12"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"PENTACEL (HAEMOPHILUS B CONJUGATE VACCINE, DIPHTHERIA, PERTUSSIS, TETA"	C1738854	Pentacel	[u'imft', u'phsu']	[u'RXNORM']
