UTTERANCE	CUI	PT	ST	SOURCES
"LOSARTAN WITH POTASSIUM"	C0700492	Losartan Potassium	[u'orch', u'phsu']	[u'RXNORM']
"PERSANTIN DEPOT"	C0700020	Persantine	[u'orch', u'phsu']	[u'RXNORM']
"PROACTIV + SKIN PURIFYING MASK"	C2948930	Proactiv	[u'orch', u'phsu']	[u'RXNORM']
"ROBINUL-NEOSTIGMIN"	C0592075	Robinul	[u'orch', u'phsu']	[u'RXNORM']
"VITAMIN B12 AAA"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"FERRO SULPHATE"	C3536965	Sulfate Ion	[u'elii', u'phsu']	[u'RXNORM']
"UNKNOWN HORMONE PILL"	C0994475	Pills	[u'bodm']	[u'RXNORM']
"APO-ATENOLOL"	C0004147	Atenolol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALUMINUM HYDROXIDE AND MAGNESIUM HYDROXIDE"	C2930042	Aluminum Hydroxide / Magnesium Hydroxide	[u'phsu']	[u'RXNORM']
"ADOAIR (FLUTICASONE PROPIONATE, SALMETEROL XINAFOATE)"	C0117996	Fluticasone propionate	[u'orch', u'phsu']	[u'RXNORM']
"ADOAIR (FLUTICASONE PROPIONATE, SALMETEROL XINAFOATE)"	C0245531	Salmeterol xinafoate	[u'orch', u'phsu']	[u'RXNORM']
"ADRENALINE W/LIDOCAINE"	C0359949	Epinephrine / Lidocaine	[u'phsu']	[u'RXNORM']
"TOUGHMAC E (ENZYMES NOS)"	C3540017	Enzymes, hematological	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"TOUGHMAC E (ENZYMES NOS)"	C3540048	ENZYMES FOR TREATMENT OF WOUNDS AND ULCERS	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"TOUGHMAC E (ENZYMES NOS)"	C3540772	Enzymes FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"TOUGHMAC E (ENZYMES NOS)"	C3540790	Enzymes, peripheral vasodilators	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"TOUGHMAC E (ENZYMES NOS)"	C3541394	Enzymes, antithrombotic	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"TOUGHMAC E (ENZYMES NOS)"	C3542456	Enzymes for ALIMENTARY TRACT AND METABOLISM	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"AG-013, 736"	C0051080	alanylglutamine	[u'aapp', u'bacs', u'phsu']	[u'RXNORM', u'ATC']
"AVELOX (MOXIFLOXACIN HYDROCHLORIDE) (UNKNOWN)"	C0875968	Avelox	[u'orch', u'phsu']	[u'RXNORM']
"AVELOX (MOXIFLOXACIN HYDROCHLORIDE) (UNKNOWN)"	C0754517	Moxifloxacin hydrochloride	[u'antb', u'orch']	[u'RXNORM']
"FORMOTEROL FUMARATE/BUDESONIDE"	C0054201	Budesonide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"FORMOTEROL FUMARATE/BUDESONIDE"	C0771469	formoterol fumarate	[u'orch', u'phsu']	[u'RXNORM']
"FORMOTEROL FUMARATE/BUDESONIDE"	C1579393	formoterol fumarate dihydrate	[u'orch', u'phsu']	[u'RXNORM']
"SODIUM DIVALPROATE"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"SODIUM DIVALPROATE"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"SODIUM DIVALPROATE"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"AMILORIDE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE TABLETS, USP"	C0546849	Amiloride Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"AMILORIDE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE TABLETS, USP"	C1244656	Hydrochlorothiazide Oral Tablet	[u'clnd']	[u'RXNORM']
"LANSAP 400 (LANSOPRAZOLE, CLARITHROMYCIN, AMOXICILLIN) (PREPARATION FO"	C0050940	lansoprazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LANSAP 400 (LANSOPRAZOLE, CLARITHROMYCIN, AMOXICILLIN) (PREPARATION FO"	C0055856	Clarithromycin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"LANSAP 400 (LANSOPRAZOLE, CLARITHROMYCIN, AMOXICILLIN) (PREPARATION FO"	C0002645	Amoxicillin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"SINEMET PLUS RETARD"	C0074559	Sinemet	[u'orch', u'phsu']	[u'RXNORM']
"CITALOPRAM (FORMULATION UNKNOWN) (GENERIC) (CITALOPRAM)"	C0008845	Citalopram	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CITALOPRAM (FORMULATION UNKNOWN) (GENERIC) (CITALOPRAM)"	C0008845	Citalopram	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SAFFRON"	C0162753	Saffron Stain	[u'irda']	[u'RXNORM']
"SAFFRON"	C3696061	Saffron Extract	[u'orch', u'phsu']	[u'RXNORM']
"AMBIEN (ZOLPIDEM TARTRATE) TABLET"	C0487782	Ambien	[u'orch', u'phsu']	[u'RXNORM']
"AMBIEN (ZOLPIDEM TARTRATE) TABLET"	C0724725	Zolpidem tartrate	[u'orch', u'phsu']	[u'RXNORM']
"AMBIEN (ZOLPIDEM TARTRATE) TABLET"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"LEVOPRAID (LEVOSULPIRIDE)"	C0210380	levosulpiride	[u'orch', u'phsu']	[u'ATC']
"LEVOPRAID (LEVOSULPIRIDE)"	C0210380	levosulpiride	[u'orch', u'phsu']	[u'ATC']
"EMLA [LIDOCAINE HYDROCHLORIDE;PRILOCAINE HYDROCHLORIDE]"	C0059079	EMLA	[u'orch', u'phsu']	[u'RXNORM']
"EMLA [LIDOCAINE HYDROCHLORIDE;PRILOCAINE HYDROCHLORIDE]"	C0546869	Lidocaine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"EMLA [LIDOCAINE HYDROCHLORIDE;PRILOCAINE HYDROCHLORIDE]"	C0008846	Prilocaine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"INFLIXIMAB, RECOMBINANT - BLINDED (INFLIXIMAB, RECOMBINANT) LYOPHILIZE"	C0666743	infliximab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"INFLIXIMAB, RECOMBINANT - BLINDED (INFLIXIMAB, RECOMBINANT) LYOPHILIZE"	C0666743	infliximab	[u'aapp', u'imft', u'phsu']	[u'RXNORM', u'ATC']
"BC POWDERS"	C0032861	Powder dose form	[u'bodm']	[u'RXNORM']
"INDERAL ER"	C0591636	Inderal	[u'orch', u'phsu']	[u'RXNORM']
"AMRUBICIN HCL"	C0762659	amrubicin	[u'antb', u'orch']	[u'ATC']
"PENICILLIN VK (PHENOXYMETHYLPENICILLIN POTASSIUM)"	C0030827	Penicillin G	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"PENICILLIN VK (PHENOXYMETHYLPENICILLIN POTASSIUM)"	C0030842	Penicillins	[u'antb', u'orch']	[u'ATC']
"PENICILLIN VK (PHENOXYMETHYLPENICILLIN POTASSIUM)"	C0220892	Penicillin	[u'antb', u'orch']	[u'RXNORM']
"PENICILLIN VK (PHENOXYMETHYLPENICILLIN POTASSIUM)"	C0700553	Penicillin V Potassium	[u'antb', u'orch']	[u'RXNORM']
"SOLARCAINE COOL ALOE WITH LIDOCAINE SPRAY"	C0304554	Aloe Extract	[u'orch', u'phsu']	[u'RXNORM']
"SOLARCAINE COOL ALOE WITH LIDOCAINE SPRAY"	C2825121	aloe vera leaf extract	[u'orch', u'phsu']	[u'RXNORM']
"SOLARCAINE COOL ALOE WITH LIDOCAINE SPRAY"	C0023660	Lidocaine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SOLARCAINE COOL ALOE WITH LIDOCAINE SPRAY"	C0307645	Solarcaine	[u'orch', u'phsu']	[u'RXNORM']
"MILNACIPRAN (OPEN-LABEL) (MILNACIPRAN HYDROCHLORIDE)"	C1533126	milnacipran	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"MILNACIPRAN (OPEN-LABEL) (MILNACIPRAN HYDROCHLORIDE)"	C0066529	Milnacipran hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"METAMIZOL                          /00039502/"	C0012586	Dipyrone	[u'orch', u'phsu']	[u'RXNORM']
"ALENDRONATE SODIUM/CHOLECALCIFEROL"	C1655131	Alendronate / Cholecalciferol	[u'phsu']	[u'RXNORM']
"ALENDRONATE SODIUM/CHOLECALCIFEROL"	C0700482	Alendronate Sodium	[u'orch', u'phsu']	[u'RXNORM']
"IPRATROPIUM W/LEVOSALBUTAMOL"	C0772501	Levalbuterol	[u'orch', u'phsu']	[u'RXNORM']
"IPRATROPIUM W/LEVOSALBUTAMOL"	C0027235	Ipratropium	[u'orch', u'phsu']	[u'RXNORM']
"NEUROBION FOR INJECTION"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"PREDNISOLON?RATIOPHARM"	C0032950	prednisolone	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"SOLDEM 3A (CARBOHYDRATES NOS, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SOD"	C0007004	Carbohydrates	[u'orch']	[u'ATC']
"SOLDEM 3A (CARBOHYDRATES NOS, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SOD"	C3541972	Carbohydrate nutrients	[u'orch']	[u'ATC']
"SOLDEM 3A (CARBOHYDRATES NOS, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SOD"	C0032825	Potassium Chloride	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"SOLDEM 3A (CARBOHYDRATES NOS, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SOD"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"PREDNISOLONE VALERATE ACETATE"	C0071839	prednisolone acetate	[u'orch', u'phsu']	[u'RXNORM']
"PREDNISOLONE VALERATE ACETATE"	C3503281	valerate	[u'orch', u'phsu']	[u'RXNORM']
"PEPCID F"	C0678119	Pepcid	[u'orch', u'phsu']	[u'RXNORM']
"FREESTYLE BLOOD GLUCOSE TEST STRIP"	C0017725	Glucose	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"RANITIDINA S.A.L.F."	C0034665	Ranitidine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NOZINAN (LEVOMEPROMAZINE HYDROCHLORIDE)"	C0304375	Methotrimeprazine hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"ENGERIX B (NO PREF. NAME)"	C0116078	Engerix-B	[u'aapp', u'imft', u'phsu']	[u'RXNORM']
"HYDROCODONE BITARTRATE/ACETAMINOPHEN UNKNOWN STRENGTH (WATSON)"	C0717367	Acetaminophen / Hydrocodone	[u'phsu']	[u'RXNORM']
"METHYLPREDNISOLONE MYLAN           /00049604/"	C0025815	Methylprednisolone	[u'horm', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"AMIODARONE HYDROCHLORIDE 900MG/500ML = 1.8MG/ML APP PHARMACEUTICALS. SCHAMBURG, ILL. 60173"	C0700442	Amiodarone hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"INDINAVIR/RITONAVIR"	C0292818	Ritonavir	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"INDINAVIR/RITONAVIR"	C0376637	Indinavir	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"OMEGA 3 SUPPLEMENTS"	C0015689	Omega-3 Fatty Acids	[u'bacs', u'orch', u'phsu']	[u'RXNORM']
"PIASCLEDINE (PERSEAE OLEUM, SOYA OIL)"	C3541397	oil ingredients	[u'orch', u'phsu']	[u'ATC']
"PIASCLEDINE (PERSEAE OLEUM, SOYA OIL)"	C0037732	Soybean Oil	[u'food', u'phsu']	[u'RXNORM']
"CELEXA (CITALOPRAM HYDROBROMIDE) (TABLETS)"	C0719199	Celexa	[u'orch', u'phsu']	[u'RXNORM']
"CELEXA (CITALOPRAM HYDROBROMIDE) (TABLETS)"	C0724555	Citalopram hydrobromide	[u'orch', u'phsu']	[u'RXNORM']
"CELEXA (CITALOPRAM HYDROBROMIDE) (TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"BENAZEPRIL HYDROCHLORIDE~~AMLODIPINE BESILATE"	C0354468	Amlodipine Besylate	[u'orch', u'phsu']	[u'RXNORM']
"BENAZEPRIL HYDROCHLORIDE~~AMLODIPINE BESILATE"	C0770917	Benazepril hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"VITAMIN B1-B6"	C0087162	Vitamin B6	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"OTC FISH OIL"	C0016157	Fish Oils	[u'orch', u'phsu']	[u'RXNORM']
"ANUSOL-HC [HYDROCORTISONE ACETATE]"	C0591101	Anusol HC	[u'orch', u'phsu']	[u'RXNORM']
"ANUSOL-HC [HYDROCORTISONE ACETATE]"	C0063077	hydrocortisone acetate	[u'orch', u'phsu']	[u'RXNORM']
"ESTERIFIED OESTROGENS"	C0717752	Estrogens, Esterified (USP)	[u'horm', u'orch', u'phsu']	[u'RXNORM']
"HYDROCHLOROTHIAZIDE-LOSARTAN"	C0717825	Hydrochlorothiazide / Losartan	[u'phsu']	[u'RXNORM']
"JODTHYROX (LEVOTHYROXINE SODIUM, POTASSIUM IODIDE)"	C0079691	Levothyroxine Sodium	[u'aapp', u'horm', u'phsu']	[u'RXNORM', u'ATC']
"JODTHYROX (LEVOTHYROXINE SODIUM, POTASSIUM IODIDE)"	C0032831	Potassium Iodide	[u'inch', u'phsu']	[u'RXNORM', u'ATC']
"DDAVP                                   /UNK/"	C0701195	DDAVP	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"CLINIMIX? -SULFITE-FREE (AMINO ACID IN DEXTROSE) INJECTIONS"	C0002520	Amino Acids	[u'aapp', u'bacs', u'phsu']	[u'ATC']
"CLINIMIX? -SULFITE-FREE (AMINO ACID IN DEXTROSE) INJECTIONS"	C0017725	Glucose	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"CLINIMIX? -SULFITE-FREE (AMINO ACID IN DEXTROSE) INJECTIONS"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"PIPER METHYSTICUM"	C0939882	Kava preparation	[u'orch', u'phsu']	[u'RXNORM']
"MAGNESIUM AND ZINC"	C0024467	Magnesium	[u'bacs', u'elii']	[u'RXNORM']
"MAGNESIUM AND ZINC"	C0043481	Zinc	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"MAGNESIUM AND ZINC"	C3540792	Magnesium supplements, alimentary tract and metabolism	[u'inch', u'phsu']	[u'ATC']
"MAGNESIUM AND ZINC"	C3541396	Zinc Supplements	[u'phsu']	[u'ATC']
"GRAPE SEEDS"	C0772453	GRAPE SEED	[u'orch', u'phsu']	[u'RXNORM']
"BESIVANCE//BESIFLOXACIN"	C2351042	besifloxacin	[u'antb', u'orch']	[u'RXNORM', u'ATC']
"BESIVANCE//BESIFLOXACIN"	C2710017	Besivance	[u'antb', u'orch']	[u'RXNORM']
"ALBUMIN BEHRING"	C0001924	Albumins	[u'aapp', u'bacs']	[u'ATC']
"ACTIGALL (URSODEOXYCHOLIC ACID)"	C0718244	Actigall	[u'orch', u'phsu']	[u'RXNORM']
"ACTIGALL (URSODEOXYCHOLIC ACID)"	C0042105	Ursodiol	[u'bacs', u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALLOPURINOL (ALLOPURINOL) UNSPECIFIED"	C0002144	Allopurinol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ALLOPURINOL (ALLOPURINOL) UNSPECIFIED"	C0002144	Allopurinol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"NAPROXEN AND NAPROXEN SODIUM"	C0546873	Naproxen sodium	[u'orch', u'phsu']	[u'RXNORM']
"VIT D AND CALCIUM"	C0042866	Vitamin D	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"VIT D AND CALCIUM"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"VIT D AND CALCIUM"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"DITROPAN UD"	C0591395	Ditropan	[u'orch', u'phsu']	[u'RXNORM']
"LOSARTIN/HCTZ"	C0020261	Hydrochlorothiazide	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LOMOTIL [ATROPINE SULFATE,DIPHENOXYLATE HYDROCHLORIDE]"	C0065164	Lomotil	[u'orch', u'phsu']	[u'RXNORM']
"LOMOTIL [ATROPINE SULFATE,DIPHENOXYLATE HYDROCHLORIDE]"	C0596005	Atropine Sulfate	[u'orch', u'phsu']	[u'RXNORM']
"LOMOTIL [ATROPINE SULFATE,DIPHENOXYLATE HYDROCHLORIDE]"	C0282145	Diphenoxylate Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"ANXIOLYTIC NOS"	C0040616	Anti-Anxiety Agents	[u'phsu']	[u'ATC']
"DERMOL (BENZALKONIUM CHLORIDE (+) CHLORHEXIDINE HYDROCHLORIDE (+) ISOP"	C0005026	Benzalkonium Chloride	[u'orch', u'phsu']	[u'RXNORM']
"DERMOL (BENZALKONIUM CHLORIDE (+) CHLORHEXIDINE HYDROCHLORIDE (+) ISOP"	C0008199	Chlorhexidine Hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"ESSENTIAL ENZYMES"	C3540017	Enzymes, hematological	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"ESSENTIAL ENZYMES"	C3540048	ENZYMES FOR TREATMENT OF WOUNDS AND ULCERS	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"ESSENTIAL ENZYMES"	C3540772	Enzymes FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"ESSENTIAL ENZYMES"	C3540790	Enzymes, peripheral vasodilators	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"ESSENTIAL ENZYMES"	C3541394	Enzymes, antithrombotic	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"ESSENTIAL ENZYMES"	C3542456	Enzymes for ALIMENTARY TRACT AND METABOLISM	[u'aapp', u'enzy', u'phsu']	[u'ATC']
"ROLAIDS EXTRA STRENGTH FRESHMINT"	C0723130	Rolaids	[u'orch', u'phsu']	[u'RXNORM']
"HIDRALAZINA"	C0020223	Hydralazine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ACETYLSALICYLIC ACID (MAGNYL)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DICLOFENACO                        /00372302/"	C0012091	Diclofenac	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"LENDORMIN TABLETS"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"ALCOHOL (WINE)"	C0001962	Ethanol	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"VIT D."	C0042866	Vitamin D	[u'orch', u'phsu', u'vita']	[u'RXNORM']
"FIORICET W/CODEINE"	C0720438	Fioricet with Codeine	[u'orch', u'phsu']	[u'RXNORM']
"HUMAN INSULIN MIX"	C0795635	Regular Insulin, Human	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"ASPIRIN LOW DOSE (ACETYLSALICYLIC ACID) (UNKNOWN)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ASPIRIN LOW DOSE (ACETYLSALICYLIC ACID) (UNKNOWN)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"EPREX STERILE SOLUTION"	C0376539	Eprex	[u'aapp', u'phsu']	[u'RXNORM']
"PTK787/ZK 222584 VS. PLACEBO"	C1696465	placebo	[u'bodm']	[u'RXNORM']
"BUTALBITAL+APAP+CAFFEINE"	C0006644	Caffeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BUTALBITAL+APAP+CAFFEINE"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"BUTALBITAL+APAP+CAFFEINE"	C0054234	butalbital	[u'orch', u'phsu']	[u'RXNORM']
"CALCIUM POLYSTYRENE SULPHONATE"	C0108139	Calcium polystyrene sulfonate product	[u'orch', u'phsu']	[u'RXNORM']
"HYDROCORTISONE-PRAMOXINE"	C0359010	Hydrocortisone / pramoxine	[u'phsu']	[u'RXNORM']
"GAMUNEX C"	C1451114	Gamunex	[u'aapp', u'imft', u'phsu']	[u'RXNORM']
"LEDERFOLINE (CALCIUM FOLINATE)"	C0731033	Leucovorin Calcium	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"OLUX-E FOAM 0.05%"	C0939416	Olux	[u'orch', u'phsu']	[u'RXNORM']
"OLUX-E FOAM 0.05%"	C0991510	Foam drug form	[u'bodm']	[u'RXNORM']
"COPPERTONE DRY OIL TANNING PUMP SPRAY SPF-10"	C3541397	oil ingredients	[u'orch', u'phsu']	[u'ATC']
"TRIATEC (ACETAMINOPHEN (+) CAFFEINE, CITRATED (+) CODEINE PHOSPHATE)"	C0878061	Altace	[u'orch', u'phsu']	[u'RXNORM']
"TRIATEC (ACETAMINOPHEN (+) CAFFEINE, CITRATED (+) CODEINE PHOSPHATE)"	C0000970	Acetaminophen	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TRIATEC (ACETAMINOPHEN (+) CAFFEINE, CITRATED (+) CODEINE PHOSPHATE)"	C0006644	Caffeine	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"TRIATEC (ACETAMINOPHEN (+) CAFFEINE, CITRATED (+) CODEINE PHOSPHATE)"	C0376259	Citrate	[u'orch', u'phsu']	[u'RXNORM']
"TRIATEC (ACETAMINOPHEN (+) CAFFEINE, CITRATED (+) CODEINE PHOSPHATE)"	C0009217	Codeine Phosphate	[u'orch', u'phsu']	[u'RXNORM']
"ENALAPRIL M"	C0014025	Enalapril	[u'aapp', u'phsu']	[u'RXNORM', u'ATC']
"THIAMAZOLE (NGX) (THIAMAZOLE) UNKNOWN"	C0025644	Methimazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"THIAMAZOLE (NGX) (THIAMAZOLE) UNKNOWN"	C0025644	Methimazole	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"DELTACORTENE - 25 MG COMPRESSE"	C2346927	Magnesium Cation	[u'elii', u'phsu']	[u'RXNORM']
"VIIBYRD (VILAZODONE HYDROCHLORIDE) (10 MILLIGRAM, TABLETS)"	C2962546	vilazodone hydrochloride	[u'orch', u'phsu']	[u'RXNORM']
"VIIBYRD (VILAZODONE HYDROCHLORIDE) (10 MILLIGRAM, TABLETS)"	C0039225	Tablet Dosage Form	[u'bodm']	[u'RXNORM']
"OTC NASAL SPRAY"	C0461725	Nasal Spray	[u'bodm']	[u'RXNORM']
"BELLADONNA TINCTURE"	C0301370	belladonna extract, USP	[u'orch', u'phsu']	[u'RXNORM']
"BELLADONNA TINCTURE"	C0991583	Tincture	[u'bodm']	[u'RXNORM']
"B12//CYANOCOBALAMIN"	C0042845	Vitamin B 12	[u'orch', u'phsu', u'vita']	[u'RXNORM', u'ATC']
"CALCIUM+D+K"	C0006675	Calcium	[u'bacs', u'elii', u'phsu']	[u'RXNORM']
"CALCIUM+D+K"	C3540037	CALCIUM SUPPLEMENTS	[u'phsu', u'vita']	[u'ATC']
"CALCIUM+D+K"	C0597277	Potassium Ion	[u'elii', u'phsu']	[u'RXNORM']
"SIBERIAN GINSENG"	C0873139	SIBERIAN GINSENG ROOT EXTRACT	[u'orch', u'phsu']	[u'RXNORM']
"SIBERIAN GINSENG"	C1095891	Siberian ginseng preparation	[u'orch', u'phsu']	[u'RXNORM']
"HEPARIN SODIUM CHLORIDE"	C0037494	Sodium Chloride	[u'bacs', u'inch', u'phsu']	[u'RXNORM', u'ATC']
"HEPARIN SODIUM CHLORIDE"	C0037513	heparin sodium	[u'orch', u'phsu']	[u'RXNORM']
"HEPARIN SODIUM CHLORIDE"	C0982192	heparin sodium, porcine	[u'orch', u'phsu']	[u'RXNORM']
"GEL-LIDO"	C0017243	Gel	[u'bodm']	[u'RXNORM']
"ACETYLSALICYLIC ACID (BABY ASPIRIN)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"ACETYLSALICYLIC ACID (BABY ASPIRIN)"	C0004057	Aspirin	[u'orch', u'phsu']	[u'RXNORM', u'ATC']
"COLACE (DUCUSATE SODIUM)"	C0282139	Colace	[u'orch', u'phsu']	[u'RXNORM']
"COLACE (DUCUSATE SODIUM)"	C0037473	Sodium	[u'bacs', u'elii']	[u'RXNORM']
"COLACE (DUCUSATE SODIUM)"	C0597484	Sodium Cation	[u'elii']	[u'RXNORM']
"COLACE (DUCUSATE SODIUM)"	C3541959	Sodium supplements	[u'phsu']	[u'ATC']
"INSULATARD PENFILL HM(GE) 3.0 ML"	C0307071	Novolin N	[u'aapp', u'horm', u'phsu']	[u'RXNORM']
"OTHER THERAPEUTICS"	C0723712	Therapeutic brand of coal tar	[u'orch', u'phsu']	[u'RXNORM']
"SODIUM ALGINATE CALCIUM GLUCONATE INJ"	C1272883	Injection	[u'bodm']	[u'RXNORM']
"SODIUM ALGINATE CALCIUM GLUCONATE INJ"	C0142853	Sodium gluconate	[u'orch', u'phsu']	[u'RXNORM']
